Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
A.J. Green,CIN,vs BUF,W  20-16,7,189,27.0,1,1
T.Y. Hilton,IND,vs SF,W  26-23,7,177,25.3,0,0
Ed Dickson,CAR,@ DET,W  27-24,5,175,35.0,0,0
Antonio Brown,PIT,vs JAX,L  9-30,10,157,15.7,0,0
Mike Wallace,BAL,@ OAK,W  30-17,3,133,44.3,0,0
Marquise Goodwin,SF,@ IND,L  23-26,5,116,23.2,0,0
DeSean Jackson,TB,vs NE,L  14-19,5,106,21.2,0,0
Tyler Higbee,LA,vs SEA,L  10-16,4,98,24.5,0,0
Travis Kelce,KC,@ HOU,W  42-34,8,98,12.2,0,0
Odell Beckham,NYG,vs LAC,L  22-27,5,97,19.4,1,0
Pierre Garcon,SF,@ IND,L  23-26,8,94,11.8,0,0
Nelson Agholor,PHI,vs ARI,W  34-7,4,93,23.2,1,0
Brandin Cooks,NE,@ TB,W  19-14,5,85,17.0,0,0
George Kittle,SF,@ IND,L  23-26,7,83,11.9,1,0
Michael Crabtree,OAK,vs BAL,L  17-30,6,82,13.7,1,0
J.J. Nelson,ARI,@ PHI,L  7-34,4,80,20.0,0,1
Danny Amendola,NE,@ TB,W  19-14,8,77,9.6,0,0
Chris Hogan,NE,@ TB,W  19-14,8,74,9.2,1,0
Ricardo Louis,CLE,vs NYJ,L  14-17,5,71,14.2,0,0
Torrey Smith,PHI,vs ARI,W  34-7,3,70,23.3,1,0
Cameron Brate,TB,vs NE,L  14-19,5,68,13.6,1,0
Tyreek Hill,KC,@ HOU,W  42-34,4,68,17.0,0,0
Keenan Allen,LAC,@ NYG,W  27-22,4,67,16.8,0,0
Davante Adams,GB,@ DAL,W  35-31,7,66,9.4,2,0
Robert Woods,LA,vs SEA,L  10-16,5,66,13.2,0,0
Andre Ellington,ARI,@ PHI,L  7-34,9,65,7.2,0,0
Stephen Anderson,HOU,vs KC,L  34-42,2,63,31.5,0,0
Duke Johnson,CLE,vs NYJ,L  14-17,3,63,21.0,1,0
Zach Ertz,PHI,vs ARI,W  34-7,6,61,10.2,1,0
Jason Witten,DAL,vs GB,L  31-35,8,61,7.6,0,1
Kelvin Benjamin,CAR,@ DET,W  27-24,4,58,14.5,1,0
Melvin Gordon,LAC,@ NYG,W  27-22,6,58,9.7,2,0
JuJu Smith-Schuster,PIT,vs JAX,L  9-30,4,58,14.5,0,0
Brice Butler,DAL,vs GB,L  31-35,2,57,28.5,0,0
Will Fuller,HOU,vs KC,L  34-42,2,57,28.5,2,0
James White,NE,@ TB,W  19-14,7,57,8.1,0,0
Marvin Jones,DET,vs CAR,L  24-27,6,54,9.0,0,0
Nick O'Leary,BUF,@ CIN,L  16-20,5,54,10.8,0,0
Martellus Bennett,GB,@ DAL,W  35-31,3,53,17.7,0,0
Devin Funchess,CAR,@ DET,W  27-24,7,53,7.6,1,0
Dez Bryant,DAL,vs GB,L  31-35,5,52,10.4,1,0
DeAndre Hopkins,HOU,vs KC,L  34-42,4,52,13.0,3,0
Larry Fitzgerald,ARI,@ PHI,L  7-34,6,51,8.5,0,0
Adam Humphries,TB,vs NE,L  14-19,3,51,17.0,0,0
Jerick McKinnon,MIN,@ CHI,W  20-17,6,51,8.5,0,0
Mike Evans,TB,vs NE,L  14-19,5,49,9.8,0,0
Marqise Lee,JAX,@ PIT,W  30-9,2,49,24.5,0,0
David Njoku,CLE,vs NYJ,L  14-17,3,48,16.0,1,0
Golden Tate,DET,vs CAR,L  24-27,5,48,9.6,0,0
Le'Veon Bell,PIT,vs JAX,L  9-30,10,46,4.6,0,0
Chris Conley,KC,@ HOU,W  42-34,3,46,15.3,0,0
Kendall Wright,CHI,vs MIN,L  17-20,4,46,11.5,0,0
Theo Riddick,DET,vs CAR,L  24-27,4,45,11.2,0,0
Kyle Rudolph,MIN,@ CHI,W  20-17,6,45,7.5,1,0
Cooper Kupp,LA,vs SEA,L  10-16,3,44,14.7,0,0
Jarvis Landry,MIA,vs TEN,W  16-10,5,44,8.8,1,0
Benny Cunningham,CHI,vs MIN,L  17-20,2,43,21.5,1,0
Jeremy Maclin,BAL,@ OAK,W  30-17,6,43,7.2,0,0
Hunter Henry,LAC,@ NYG,W  27-22,3,42,14.0,1,0
Jaron Brown,ARI,@ PHI,L  7-34,3,39,13.0,0,0
