Name,Team,Opp,Score,Comp,Att,Yds,TD,Int,Sck,FUM,Rate
Ben Roethlisberger,PIT,vs DAL,L  30-35,37,46,408,3,0,1,0,125.4
Carson Palmer,ARI,vs SF,W  23-20,30,49,376,1,2,2,1,74.9
Aaron Rodgers,GB,@ TEN,L  25-47,31,51,371,2,2,5,0,79.8
Russell Wilson,SEA,@ NE,W  31-24,25,37,348,3,0,3,0,124.6
Philip Rivers,,vs MIA,L  24-31,23,44,326,3,4,3,0,61.4
Dak Prescott,DAL,@ PIT,W  35-30,22,32,319,2,0,2,1,121.7
Tom Brady,NE,vs SEA,L  24-31,23,32,316,0,1,2,0,90.1
Jameis Winston,TB,vs CHI,W  36-10,23,33,312,2,1,4,0,107.1
Sam Bradford,MIN,@ WAS,L  20-26,31,40,307,2,1,3,0,104.9
Drew Brees,NO,vs DEN,L  23-25,21,29,303,3,2,1,0,111.7
Joe Flacco,BAL,vs CLE,W  28-7,30,41,296,3,2,2,0,97.2
Marcus Mariota,TEN,vs GB,W  47-25,19,26,295,4,0,1,0,149.8
Matt Ryan,ATL,@ PHI,L  15-24,18,33,267,1,1,2,0,78.7
Blake Bortles,JAX,vs HOU,L  21-24,32,49,265,2,1,2,1,84.1
Kirk Cousins,WAS,vs MIN,W  26-20,22,33,262,2,0,1,0,110.9
Cam Newton,CAR,vs KC,L  17-20,23,38,261,1,1,2,0,78.9
Trevor Siemian,DEN,@ NO,W  25-23,25,40,258,2,2,6,0,76.9
Eli Manning,NYG,vs CIN,W  21-20,28,44,240,3,2,1,0,81.6
Ryan Tannehill,MIA,@,W  31-24,17,24,240,2,0,1,0,130.6
Carson Wentz,PHI,vs ATL,W  24-15,25,36,231,0,0,2,1,86.7
Colin Kaepernick,SF,@ ARI,L  20-23,17,30,210,1,0,3,0,89.6
Andy Dalton,CIN,@ NYG,L  20-21,16,29,204,1,1,3,0,74.5
Jay Cutler,CHI,@ TB,L  10-36,16,30,182,1,2,4,1,55.1
Alex Smith,KC,@ CAR,W  20-17,25,38,178,0,1,3,0,65.5
Case Keenum,LA,@ NYJ,W  9-6,17,30,165,0,0,3,0,72.2
Bryce Petty,NYJ,vs LA,L  6-9,19,32,163,1,1,1,0,70.2
Brock Osweiler,HOU,@ JAX,W  24-21,14,27,99,2,0,1,0,85.3
Cody Kessler,CLE,@ BAL,L  7-28,11,18,91,1,0,1,0,92.6
Josh McCown,CLE,@ BAL,L  7-28,6,13,59,0,2,3,1,19.9
DeMarco Murray,TEN,vs GB,W  47-25,1,1,10,1,0,0,0,147.9
Brett Hundley,GB,@ TEN,L  25-47,1,4,8,0,0,0,0,39.6
