Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Thomas Morstead,NO,@ ATL,W  20-17,2,105,52.5,52.5,0,1,55,0
Jordan Berry,PIT,@ CLE,W  28-12,3,156,52.0,41.3,1,1,57,0
Johnny Hekker,,@ SF,L  16-19,5,259,51.8,47.8,1,1,68,0
Ryan Allen,NE,@ MIA,L  10-20,7,361,51.6,42.6,1,2,61,0
Pat O'Donnell,CHI,vs DET,L  20-24,2,102,51.0,51.0,0,1,55,0
Mike Scifres,,@ DEN,L  20-27,7,355,50.7,43.1,1,1,56,0
Bryan Anger,,@ HOU,L  6-30,5,251,50.2,46.6,0,3,60,0
Brett Kern,TEN,@ IND,L  24-30,6,300,50.0,47.0,0,2,52,0
Tress Way,WAS,@ DAL,W  34-23,4,200,50.0,48.5,0,3,58,0
Matt Darr,MIA,vs NE,W  20-10,5,243,48.6,39.2,1,2,56,0
Colton Schmidt,BUF,vs NYJ,W  22-17,5,243,48.6,44.4,0,2,51,0
Andy Lee,CLE,vs PIT,L  12-28,3,143,47.7,46.0,0,1,53,0
Sam Martin,DET,@ CHI,W  24-20,3,143,47.7,44.7,0,0,58,0
Shane Lechler,HOU,vs,W  30-6,4,190,47.5,35.0,0,0,52,0
Drew Butler,ARI,vs SEA,L  6-36,6,284,47.3,24.2,0,0,56,0
Chris Jones,DAL,vs WAS,L  23-34,5,231,46.2,45.0,0,1,51,0
Jon Ryan,SEA,@ ARI,W  36-6,2,91,45.5,46.5,0,2,46,0
Marquette King,OAK,@ KC,L  17-23,6,271,45.2,35.6,0,1,57,1
Britton Colquitt,DEN,vs,W  27-20,3,134,44.7,44.7,0,1,53,0
Tim Masthay,GB,vs MIN,L  13-20,4,178,44.5,39.3,0,0,51,0
Kevin Huber,CIN,vs BAL,W  24-16,7,303,43.3,41.1,0,3,53,0
Pat McAfee,IND,vs TEN,W  30-24,5,216,43.2,41.4,0,2,58,0
Sam Koch,BAL,@ CIN,L  16-24,4,170,42.5,42.5,0,3,48,0
Donnie Jones,PHI,@ NYG,W  35-30,3,124,41.3,33.0,1,0,43,0
Ryan Quigley,NYJ,@ BUF,L  17-22,4,161,40.3,36.3,0,0,50,0
Jeff Locke,MIN,@ GB,W  20-13,5,195,39.0,36.0,0,3,52,0
Bradley Pinion,SF,vs,W  19-16,5,195,39.0,33.8,1,3,61,0
Brad Nortman,CAR,vs TB,W  38-10,2,76,38.0,38.0,0,2,51,0
Matt Bosher,ATL,vs NO,L  17-20,2,74,37.0,37.0,0,2,45,0
Jacob Schum,TB,@ CAR,L  10-38,4,147,36.8,35.5,0,1,41,0
Brad Wing,NYG,vs PHI,L  30-35,3,107,35.7,35.7,0,3,42,0
Dustin Colquitt,KC,vs OAK,W  23-17,5,178,35.6,35.6,0,4,41,0
