Name,Team,Opp,Score,FG Made,FG Att,XP Made,XP Att,Pts
Roberto Aguayo,TB,@ KC,W  19-17,4,4,1,1,13
Graham Gano,CAR,vs NO,W  23-20,3,3,2,2,11
Chris Boswell,PIT,@ CLE,W  24-9,3,3,1,1,10
Dan Carpenter,BUF,@ CIN,W  16-12,3,3,1,1,10
Dan Bailey,DAL,vs BAL,W  27-17,2,2,3,3,9
Sebastian Janikowski,OAK,vs HOU,W  27-20,2,2,3,3,9
Stephen Hauschka,SEA,vs PHI,W  26-15,2,3,2,3,8
Wil Lutz,NO,@ CAR,L  20-23,2,3,2,2,8
Nick Novak,HOU,@ OAK,L  20-27,2,2,2,2,8
Matt Prater,DET,vs JAX,W  26-19,2,2,2,3,8
Jason Myers,JAX,@ DET,L  19-26,2,2,1,2,7
Chandler Catanzaro,ARI,@ MIN,L  24-30,1,1,3,3,6
Mason Crosby,GB,@ WAS,L  24-42,1,2,3,3,6
Kai Forbath,MIN,vs ARI,W  30-24,1,1,3,4,6
Stephen Gostkowski,NE,@ SF,W  30-17,1,1,3,4,6
Dustin Hopkins,WAS,vs GB,W  42-24,1,1,3,4,6
Adam Vinatieri,IND,vs TEN,W  24-17,1,2,3,3,6
Phil Dawson,SF,vs NE,L  17-30,1,1,2,2,5
Cairo Santos,KC,vs TB,L  17-19,1,1,2,2,5
Ryan Succop,TEN,@ IND,L  17-24,1,1,2,2,5
Justin Tucker,BAL,@ DAL,L  17-27,1,1,2,2,5
Connor Barth,CHI,@ NYG,L  16-22,1,2,1,2,4
Robbie Gould,NYG,vs CHI,W  22-16,1,1,1,3,4
Greg Zuerlein,LA,vs MIA,L  10-14,1,2,1,1,4
Cody Parkey,CLE,vs PIT,L  9-24,1,1,0,1,3
Andrew Franks,MIA,@ LA,W  14-10,0,0,2,2,2
Caleb Sturgis,PHI,@ SEA,L  15-26,0,0,1,1,1
Mike Nugent,CIN,vs BUF,L  12-16,0,0,0,2,0
