Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Britton Colquitt,CLE,vs NYJ,L  14-17,2,113,56.5,48.5,0,0,60,0
Drew Kaser,LAC,@ NYG,W  27-22,6,333,55.5,45.8,1,1,68,0
Brett Kern,TEN,@ MIA,L  10-16,10,549,54.9,50.2,0,4,71,0
Lachlan Edwards,NYJ,@ CLE,W  17-14,6,308,51.3,43.3,1,1,62,0
Matt Haack,MIA,vs TEN,W  16-10,9,459,51.0,49.4,0,5,62,0
Andy Lee,ARI,@ PHI,L  7-34,7,347,49.6,33.9,0,1,57,0
Marquette King,OAK,vs BAL,L  17-30,4,197,49.3,39.5,1,0,62,0
Justin Vogel,GB,@ DAL,W  35-31,2,97,48.5,49.0,0,1,59,0
Shane Lechler,HOU,vs KC,L  34-42,5,240,48.0,31.4,0,2,58,0
Rigoberto Sanchez,IND,vs SF,W  26-23,4,191,47.8,47.8,0,4,56,0
Ryan Allen,NE,@ TB,W  19-14,4,188,47.0,39.8,0,1,55,0
Kevin Huber,CIN,vs BUF,W  20-16,4,187,46.8,36.5,0,3,48,0
Michael Palardy,CAR,@ DET,W  27-24,5,234,46.8,41.6,1,0,60,0
Bradley Pinion,SF,@ IND,L  23-26,6,274,45.7,45.8,0,1,55,0
Johnny Hekker,LA,vs SEA,L  10-16,3,136,45.3,42.0,0,0,62,0
Bryan Anger,TB,vs NE,L  14-19,6,271,45.2,36.7,0,3,57,0
Colton Schmidt,BUF,@ CIN,L  16-20,7,315,45.0,38.7,2,3,51,0
Jordan Berry,PIT,vs JAX,L  9-30,3,134,44.7,44.7,0,2,54,0
Brad Wing,NYG,vs LAC,L  22-27,8,353,44.1,37.3,1,4,55,0
Pat O'Donnell,CHI,vs MIN,L  17-20,7,307,43.9,32.3,2,2,59,0
Dustin Colquitt,KC,@ HOU,W  42-34,2,86,43.0,18.5,0,0,53,0
Donnie Jones,PHI,vs ARI,W  34-7,3,129,43.0,40.7,0,1,57,0
Ryan Quigley,MIN,@ CHI,W  20-17,6,258,43.0,38.8,0,2,54,0
Jeff Locke,DET,vs CAR,L  24-27,5,206,41.2,38.6,0,1,53,0
Jon Ryan,SEA,@ LA,W  16-10,6,237,39.5,39.5,0,2,44,0
Sam Koch,BAL,@ OAK,W  30-17,3,117,39.0,36.7,0,1,46,0
Chris Jones,DAL,vs GB,L  31-35,1,38,38.0,38.0,0,1,38,0
Brad Nortman,JAX,@ PIT,W  30-9,5,190,38.0,38.0,0,3,42,0
