Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Elvis Dumervil,SF,@ ARI,L  15-18,2.0,19.0,2,2,0,0,0
Cameron Heyward,PIT,@ BAL,W  26-9,2.0,14.0,2,3,1,1,1
Danielle Hunter,MIN,vs DET,L  7-14,2.0,12.0,2,3,2,0,0
Khalil Mack,OAK,@ DEN,L  10-16,2.0,10.0,4,7,0,0,0
Yannick Ngakoue,JAX,@ NYJ,L  20-23,2.0,19.0,2,2,0,1,0
Julius Peppers,CAR,@ NE,W  33-30,2.0,11.0,3,2,2,0,0
Anthony Zettel,DET,@ MIN,W  14-7,2.0,22.0,4,2,1,0,1
Marcus Smith,SEA,vs IND,W  46-18,1.5,2.5,1,1,1,1,0
Beau Allen,PHI,@ LAC,W  26-24,1.0,5.0,1,2,0,0,0
Ray-Ray Armstrong,SF,@ ARI,L  15-18,1.0,5.0,1,8,2,0,0
Connor Barwin,LA,@ DAL,W  35-30,1.0,0.0,1,1,1,0,0
David Bass,NYJ,vs JAX,W  23-20,1.0,4.0,1,3,3,0,0
Caleb Brantley,CLE,vs CIN,L  7-31,1.0,7.0,1,2,0,0,0
Michael Brockers,LA,@ DAL,W  35-30,1.0,1.0,2,2,1,0,0
DeForest Buckner,SF,@ ARI,L  15-18,1.0,7.0,4,4,0,0,0
Rafael Bush,NO,@ MIA,W  20-0,1.0,12.0,1,1,0,0,0
Calais Campbell,JAX,@ NYJ,L  20-23,1.0,8.0,1,3,3,0,0
Jurrell Casey,TEN,@ HOU,L  14-57,1.0,3.0,1,5,2,0,0
Barry Church,JAX,@ NYJ,L  20-23,1.0,5.0,1,5,1,0,0
Jadeveon Clowney,HOU,vs TEN,W  57-14,1.0,7.0,1,2,0,1,0
Dylan Cole,HOU,vs TEN,W  57-14,1.0,1.0,1,3,2,0,0
Trevon Coley,CLE,vs CIN,L  7-31,1.0,4.0,1,2,2,0,0
Darqueze Dennard,CIN,@ CLE,W  31-7,1.0,6.0,1,3,1,0,0
Bud Dupree,PIT,@ BAL,W  26-9,1.0,9.0,1,4,0,0,0
Mario Edwards,OAK,@ DEN,L  10-16,1.0,10.0,1,3,0,0,0
Leonard Floyd,CHI,@ GB,L  14-35,1.0,1.0,1,3,0,0,0
Dante Fowler,JAX,@ NYJ,L  20-23,1.0,8.0,1,3,0,1,0
Everson Griffen,MIN,vs DET,L  7-14,1.0,5.0,4,3,2,0,0
Nate Hairston,IND,@ SEA,L  18-46,1.0,6.0,1,3,3,0,0
Johnathan Hankins,IND,@ SEA,L  18-46,1.0,3.0,2,1,3,0,0
Eli Harold,SF,@ ARI,L  15-18,1.0,7.0,1,2,0,0,0
Shelby Harris,DEN,vs OAK,W  16-10,1.0,4.0,1,1,0,0,0
Dont'a Hightower,NE,vs CAR,L  30-33,1.0,12.0,1,2,0,0,0
Mike Hilton,PIT,@ BAL,W  26-9,1.0,6.0,1,3,0,0,0
Jerry Hughes,BUF,@ ATL,W  23-17,1.0,0.0,2,3,0,1,0
Matt Ioannidis,WAS,@ KC,L  20-29,1.0,8.0,2,1,2,0,0
Bruce Irvin,OAK,@ DEN,L  10-16,1.0,4.0,1,1,1,0,0
Deion Jones,ATL,vs BUF,L  17-23,1.0,0.0,0,6,2,0,0
Cameron Jordan,NO,@ MIA,W  20-0,1.0,10.0,1,4,0,1,0
