Name,Team,Opp,Score,Comp,Att,Yds,TD,Int,Sck,FUM,Rate
Ben Roethlisberger,PIT,vs KC,L  37-42,39,60,452,3,0,1,0,104.3
Kirk Cousins,MIN,@ GB,T 29-29,35,48,425,4,1,2,0,118.8
Ryan Fitzpatrick,TB,vs PHI,W  27-21,27,33,402,4,1,2,0,144.4
Blake Bortles,JAX,vs NE,W  31-20,29,45,376,4,1,0,0,111.0
Joe Flacco,BAL,@ CIN,L  23-34,32,55,376,2,2,4,1,76.0
Jared Goff,LA,vs ARI,W  34-0,24,32,354,1,1,2,0,108.1
Matthew Stafford,DET,@ SF,L  27-30,34,53,347,3,0,2,1,101.7
Cam Newton,CAR,@ ATL,L  24-31,32,45,335,3,1,2,0,105.3
Sam Darnold,NYJ,vs MIA,L  12-20,25,41,334,1,2,3,0,74.6
Nick Foles,PHI,@ TB,L  21-27,35,48,334,1,0,3,1,98.8
Patrick Mahomes,KC,@ PIT,W  42-37,23,28,326,6,0,1,0,154.8
Deshaun Watson,HOU,@ TEN,L  17-20,22,32,310,2,1,4,0,107.6
Alex Smith,WAS,vs IND,L  9-21,33,46,292,0,0,3,0,88.3
Derek Carr,OAK,@ DEN,L  19-20,29,32,288,1,0,1,0,114.6
Aaron Rodgers,GB,vs MIN,T 29-29,30,42,281,1,0,4,0,97.4
Eli Manning,NYG,@ DAL,L  13-20,33,44,279,1,0,6,1,98.6
Matt Ryan,ATL,vs CAR,W  31-24,23,28,272,2,1,0,0,116.1
Andy Dalton,CIN,vs BAL,W  34-23,24,42,265,4,0,0,0,107.7
Philip Rivers,LAC,@ BUF,W  31-20,23,27,256,3,0,2,0,143.2
Tyrod Taylor,CLE,@ NO,L  18-21,22,30,246,1,1,3,0,94.6
Josh Allen,BUF,vs LAC,L  20-31,18,33,245,1,2,5,0,63.3
Drew Brees,NO,vs CLE,W  21-18,28,35,243,2,0,3,0,114.6
Tom Brady,NE,@ JAX,L  20-31,24,35,234,2,0,2,1,106.1
Russell Wilson,SEA,@ CHI,L  17-24,22,36,226,2,1,6,1,86.1
Case Keenum,DEN,vs OAK,W  20-19,19,35,222,0,1,1,0,61.8
Jimmy Garoppolo,SF,vs DET,W  30-27,18,26,206,2,0,6,0,118.4
Mitchell Trubisky,CHI,vs SEA,W  24-17,25,34,200,2,2,2,0,83.0
Andrew Luck,IND,@ WAS,W  21-9,21,31,179,2,2,1,0,77.2
Ryan Tannehill,MIA,@ NYJ,W  20-12,17,23,168,2,0,4,1,123.1
Dak Prescott,DAL,vs NYG,W  20-13,16,25,160,1,0,0,0,95.4
Blaine Gabbert,TEN,vs HOU,W  20-17,13,20,117,1,0,1,0,97.3
Sam Bradford,ARI,@ LA,L  0-34,17,27,90,0,1,1,0,53.0
Kevin Byard,TEN,vs HOU,W  20-17,1,1,66,1,0,0,0,158.3
Derrick Henry,TEN,vs HOU,W  20-17,1,1,8,0,0,0,0,100.0
