Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Dwight Freeney,SEA,vs WAS,L  14-17,2.0,25.0,2,2,0,0,0
Jordan Jenkins,NYJ,vs BUF,W  34-21,2.0,15.0,2,2,0,1,0
Eddie Pleasant,HOU,vs IND,L  14-20,2.0,21.0,2,3,1,1,0
Jabaal Sheard,IND,@ HOU,W  20-14,2.0,25.0,4,3,1,2,0
Cameron Jordan,NO,vs TB,W  30-10,1.5,9.0,3,5,2,0,0
Mario Addison,CAR,vs ATL,W  20-17,1.0,6.0,2,2,0,0,0
Robert Ayers,TB,@ NO,L  10-30,1.0,7.0,0,4,1,1,0
Connor Barwin,LA,@ NYG,W  51-17,1.0,9.0,1,3,1,0,1
Vic Beasley,ATL,@ CAR,L  17-20,1.0,8.0,1,4,1,0,0
Michael Bennett,SEA,vs WAS,L  14-17,1.0,6.0,2,1,1,0,0
Nigel Bradham,PHI,vs DEN,W  51-23,1.0,3.0,1,3,1,0,0
Zach Brown,WAS,@ SEA,W  17-14,1.0,0.0,3,8,3,0,0
Calais Campbell,JAX,vs CIN,W  23-7,1.0,8.0,1,2,0,0,0
Jurrell Casey,TEN,vs BAL,W  23-20,1.0,5.0,1,4,1,0,0
Taco Charlton,DAL,vs KC,W  28-17,1.0,3.0,1,1,0,0,0
Jadeveon Clowney,HOU,vs IND,L  14-20,1.0,8.0,1,3,1,0,0
Vinny Curry,PHI,vs DEN,W  51-23,1.0,8.0,1,2,0,0,0
Karlos Dansby,ARI,@ SF,W  20-10,1.0,8.0,2,5,2,0,0
Demario Davis,NYJ,vs BUF,W  34-21,1.0,3.0,1,6,2,0,1
Aaron Donald,LA,@ NYG,W  51-17,1.0,3.0,1,3,0,1,1
Kony Ealy,NYJ,vs BUF,W  34-21,1.0,5.0,1,1,1,0,0
Rodney Gunter,ARI,@ SF,W  20-10,1.0,6.0,2,1,0,0,0
