Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Michael Thomas,NO,vs LA,W  45-35,12,211,17.6,1,0
Josh Gordon,NE,vs GB,W  31-17,5,130,26.0,1,0
Keenan Allen,LAC,@ SEA,W  25-17,6,124,20.7,0,0
Maurice Harris,WAS,vs ATL,L  14-38,10,124,12.4,0,0
Julio Jones,ATL,@ WAS,W  38-14,7,121,17.3,1,0
Brandin Cooks,LA,@ NO,L  35-45,6,114,19.0,1,0
George Kittle,SF,vs OAK,W  34-3,4,108,27.0,1,0
DeAndre Hopkins,HOU,@ DEN,W  19-17,10,105,10.5,1,0
Marquez Valdes-Scantling,GB,@ NE,L  17-31,3,101,33.7,0,0
Travis Kelce,KC,@ CLE,W  37-21,7,99,14.1,2,0
Cooper Kupp,LA,@ NO,L  35-45,5,89,17.8,1,0
Jeff Heuerman,DEN,vs HOU,L  17-19,10,83,8.3,1,0
Adam Humphries,TB,@ CAR,L  28-42,8,82,10.2,2,0
Duke Johnson,CLE,vs KC,L  21-37,9,78,8.7,2,0
Christian McCaffrey,CAR,vs TB,W  42-28,5,78,15.6,0,0
JuJu Smith-Schuster,PIT,@ BAL,W  23-16,7,78,11.1,0,0
Doug Baldwin,SEA,vs LAC,L  17-25,4,77,19.2,0,0
Greg Olsen,CAR,vs TB,W  42-28,6,76,12.7,1,0
James White,NE,vs GB,W  31-17,6,72,12.0,0,0
Julian Edelman,NE,vs GB,W  31-17,6,71,11.8,0,0
Calvin Ridley,ATL,@ WAS,W  38-14,6,71,11.8,1,0
Robert Woods,LA,@ NO,L  35-45,5,71,14.2,0,0
Tyreek Hill,KC,@ CLE,W  37-21,4,69,17.2,0,0
Spencer Ware,KC,@ CLE,W  37-21,4,69,17.2,0,0
Tevin Coleman,ATL,@ WAS,W  38-14,5,68,13.6,2,0
Marvin Jones,DET,@ MIN,L  9-24,6,66,11.0,0,0
Vernon Davis,WAS,vs ATL,L  14-38,5,62,12.4,0,0
Christopher Herndon,NYJ,@ MIA,L  6-13,4,62,15.5,0,0
Sammy Watkins,KC,@ CLE,W  37-21,5,62,12.4,0,0
Benjamin Watson,NO,vs LA,W  45-35,3,62,20.7,1,0
Demaryius Thomas,HOU,@ DEN,W  19-17,3,61,20.3,0,0
Richie James,SF,vs OAK,W  34-3,2,60,30.0,0,0
Dion Lewis,TEN,@ DAL,W  28-14,4,60,15.0,1,0
Amari Cooper,DAL,vs TEN,L  14-28,5,58,11.6,1,0
Willie Snead,BAL,vs PIT,L  16-23,7,58,8.3,0,0
Courtland Sutton,DEN,vs HOU,L  17-19,3,57,19.0,0,0
James Conner,PIT,@ BAL,W  23-16,7,56,8.0,1,0
Corey Davis,TEN,@ DAL,W  28-14,6,56,9.3,0,0
Pierre Garcon,SF,vs OAK,W  34-3,3,56,18.7,1,0
Jimmy Graham,GB,@ NE,L  17-31,4,55,13.8,1,0
O.J. Howard,TB,@ CAR,L  28-42,4,53,13.2,2,0
Jesse James,PIT,@ BAL,W  23-16,2,53,26.5,0,0
David Njoku,CLE,vs KC,L  21-37,4,53,13.2,0,0
Nick Vannett,SEA,vs LAC,L  17-25,6,52,8.7,1,0
Antonio Callaway,CLE,vs KC,L  21-37,3,51,17.0,0,0
Ezekiel Elliott,DAL,vs TEN,L  14-28,4,51,12.8,0,0
Michael Gallup,DAL,vs TEN,L  14-28,3,51,17.0,0,0
Mark Andrews,BAL,vs PIT,L  16-23,3,50,16.7,0,0
Kareem Hunt,KC,@ CLE,W  37-21,1,50,50.0,1,0
Jarvis Landry,CLE,vs KC,L  21-37,6,50,8.3,0,0
Anthony Miller,CHI,@ BUF,W  41-9,5,49,9.8,0,0
Gerald Everett,LA,@ NO,L  35-45,3,48,16.0,0,0
Danny Amendola,MIA,vs NYJ,W  13-6,5,47,9.4,0,0
Emmanuel Sanders,DEN,vs HOU,L  17-19,6,47,7.8,0,0
Kenny Golladay,DET,@ MIN,L  9-24,3,46,15.3,0,0
Mike Davis,SEA,vs LAC,L  17-25,7,45,6.4,0,0
Taylor Gabriel,CHI,@ BUF,W  41-9,3,45,15.0,0,0
Jalen Richard,OAK,@ SF,L  3-34,4,45,11.2,0,0
