Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Calais Campbell,ARI,vs NO,L  41-48,2.0,24.0,2,4,0,0,1
Trey Flowers,NE,@ DEN,W  16-3,2.0,11.0,2,3,0,0,0
Bruce Irvin,OAK,@,W  19-16,2.0,8.0,3,5,1,1,0
Pernell McPhee,CHI,vs GB,L  27-30,2.0,16.0,2,3,0,0,0
Erik Walden,IND,@ MIN,W  34-6,2.0,12.0,2,2,1,0,0
Lorenzo Alexander,BUF,vs CLE,W  33-13,1.5,10.0,2,6,1,0,0
Cliff Avril,SEA,vs LA,W  24-3,1.5,10.5,1,2,2,1,0
Frank Clark,SEA,vs LA,W  24-3,1.5,13.5,2,1,1,0,0
David Irving,DAL,vs TB,W  26-20,1.5,11.0,5,1,1,0,0
Kyle Williams,BUF,vs CLE,W  33-13,1.5,12.0,2,3,1,0,0
Isa Abdul-Quddus,MIA,@ NYJ,W  34-13,1.0,2.0,1,4,1,0,0
Ezekiel Ansah,DET,@ NYG,L  6-17,1.0,8.0,1,2,3,0,0
Geno Atkins,CIN,vs PIT,L  20-24,1.0,1.0,2,1,2,0,0
Denico Autry,OAK,@,W  19-16,1.0,8.0,1,3,0,0,0
Vic Beasley,ATL,vs SF,W  41-13,1.0,5.0,0,1,0,0,0
Joey Bosa,,vs OAK,L  16-19,1.0,6.0,1,3,1,0,0
Nigel Bradham,PHI,@ BAL,L  26-27,1.0,5.0,1,4,2,1,0
Zach Brown,BUF,vs CLE,W  33-13,1.0,4.0,1,6,1,0,0
Malcom Brown,NE,@ DEN,W  16-3,1.0,14.0,1,3,1,0,0
Jadeveon Clowney,HOU,vs JAX,W  21-20,1.0,8.0,2,4,1,0,0
Maliek Collins,DAL,vs TB,W  26-20,1.0,2.0,2,1,0,1,1
Fletcher Cox,PHI,@ BAL,L  26-27,1.0,5.0,1,1,1,0,1
Jared Crick,DEN,vs NE,L  3-16,1.0,4.0,1,6,1,1,0
Lavonte David,TB,@ DAL,L  20-26,1.0,6.0,1,5,4,0,1
Elvis Dumervil,BAL,vs PHI,W  27-26,1.0,11.0,1,3,1,1,0
Quinton Dunbar,WAS,vs CAR,L  15-26,1.0,0.0,1,1,0,0,0
