Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Joey Bosa,LAC,@ NYG,W  27-22,2.0,6.0,3,2,4,1,0
Andre Branch,MIA,vs TEN,W  16-10,2.0,5.0,2,2,0,0,0
Leonard Floyd,CHI,vs MIN,L  17-20,2.0,20.0,3,6,0,0,0
Myles Garrett,CLE,vs NYJ,L  14-17,2.0,12.0,2,2,0,0,0
Akiem Hicks,CHI,vs MIN,L  17-20,2.0,15.0,3,4,0,0,0
Melvin Ingram,LAC,@ NYG,W  27-22,2.0,25.0,2,4,2,1,1
David Irving,DAL,vs GB,L  31-35,2.0,15.0,3,3,2,0,0
Michael Johnson,CIN,vs BUF,W  20-16,2.0,8.0,2,4,0,0,0
Kawann Short,CAR,@ DET,W  27-24,2.0,7.0,2,3,0,1,0
Elvis Dumervil,SF,@ IND,L  23-26,1.5,13.5,2,1,2,0,0
Justin Houston,KC,@ HOU,W  42-34,1.5,4.0,2,2,1,0,0
Jabaal Sheard,IND,vs SF,W  26-23,1.5,13.0,2,3,3,0,0
Mario Addison,CAR,@ DET,W  27-24,1.0,7.0,0,1,1,1,0
Kiko Alonso,MIA,vs TEN,W  16-10,1.0,0.0,1,6,1,1,0
Ezekiel Ansah,DET,vs CAR,L  24-27,1.0,4.0,1,2,0,0,0
Geno Atkins,CIN,vs BUF,W  20-16,1.0,5.0,2,2,1,0,0
Michael Bennett,SEA,@ LA,W  16-10,1.0,10.0,2,3,1,0,0
Vontaze Burfict,CIN,vs BUF,W  20-16,1.0,6.0,1,10,3,0,0
James Burgess,CLE,vs NYJ,L  14-17,1.0,4.0,2,5,1,0,0
Jurrell Casey,TEN,@ MIA,L  10-16,1.0,14.0,2,4,1,0,0
Frank Clark,SEA,@ LA,W  16-10,1.0,3.0,1,3,0,1,0
Tyrone Crawford,DAL,vs GB,L  31-35,1.0,8.0,1,1,0,0,0
Vinny Curry,PHI,vs ARI,W  34-7,1.0,8.0,2,4,0,0,0
Marcell Dareus,BUF,@ CIN,L  16-20,1.0,5.0,1,1,1,0,0
Demario Davis,NYJ,@ CLE,W  17-14,1.0,2.0,4,6,0,0,0
Dante Fowler,JAX,@ PIT,W  30-9,1.0,4.0,1,1,0,0,0
Brandon Graham,PHI,vs ARI,W  34-7,1.0,7.0,1,4,0,0,0
Everson Griffen,MIN,@ CHI,W  20-17,1.0,7.0,0,2,0,1,0
Charles Harris,MIA,vs TEN,W  16-10,1.0,8.0,2,1,0,0,0
Joel Heath,HOU,vs KC,L  34-42,1.0,1.0,1,4,0,0,0
Tony Jefferson,BAL,@ OAK,W  30-17,1.0,8.0,1,3,1,0,0
Chandler Jones,ARI,@ PHI,L  7-34,1.0,7.0,1,2,3,0,0
Demarcus Lawrence,DAL,vs GB,L  31-35,1.0,16.0,1,1,2,0,0
Carl Lawson,CIN,vs BUF,W  20-16,1.0,4.0,2,1,0,0,0
Anthony Levine,BAL,@ OAK,W  30-17,1.0,8.0,1,1,0,0,0
Matt Longacre,LA,vs SEA,L  10-16,1.0,5.0,3,2,1,0,0
Gerald McCoy,TB,vs NE,L  14-19,1.0,3.0,1,3,1,0,0
Clinton McDonald,TB,vs NE,L  14-19,1.0,7.0,1,3,0,0,0
Captain Munnerlyn,CAR,@ DET,W  27-24,1.0,9.0,1,3,0,0,0
Haloti Ngata,DET,vs CAR,L  24-27,1.0,9.0,1,2,0,0,0
Alec Ogletree,LA,vs SEA,L  10-16,1.0,6.0,1,3,1,0,0
Julius Peppers,CAR,@ DET,W  27-24,1.0,6.0,1,2,0,0,0
Nick Perry,GB,@ DAL,W  35-31,1.0,6.0,1,1,2,1,1
Darius Philon,LAC,@ NYG,W  27-22,1.0,11.0,1,3,2,0,0
Robert Quinn,LA,vs SEA,L  10-16,1.0,8.0,2,2,1,0,0
Akeem Spence,DET,vs CAR,L  24-27,1.0,8.0,0,2,1,1,0
Terrell Suggs,BAL,@ OAK,W  30-17,1.0,6.0,2,3,1,0,0
Ndamukong Suh,MIA,vs TEN,W  16-10,1.0,0.0,1,1,0,0,0
Adarius Taylor,TB,vs NE,L  14-19,1.0,4.0,1,6,1,1,0
Shaq Thompson,CAR,@ DET,W  27-24,1.0,8.0,1,3,1,0,0
T.J. Watt,PIT,vs JAX,L  9-30,1.0,3.0,1,5,1,0,0
Vince Williams,PIT,vs JAX,L  9-30,1.0,10.0,2,6,2,0,0
Jordan Willis,CIN,vs BUF,W  20-16,1.0,4.0,1,3,0,0,0
Deatrich Wise,NE,@ TB,W  19-14,1.0,10.0,2,1,0,0,0
Arik Armstead,SF,@ IND,L  23-26,0.5,0.5,1,1,4,0,0
DeForest Buckner,SF,@ IND,L  23-26,0.5,5.5,2,1,4,0,0
Calais Campbell,JAX,@ PIT,W  30-9,0.5,3.5,4,1,3,0,0
Xavier Cooper,SF,@ IND,L  23-26,0.5,3.0,1,0,2,0,0
Brock Coyle,SF,@ IND,L  23-26,0.5,0.5,1,1,1,0,0
Trey Flowers,NE,@ TB,W  19-14,0.5,2.5,2,2,1,0,0
Jeremiah George,IND,vs SF,W  26-23,0.5,4.0,1,1,2,0,0
Reshad Jones,MIA,vs TEN,W  16-10,0.5,4.5,1,6,1,0,2
Chris Jones,KC,@ HOU,W  42-34,0.5,3.0,2,1,1,1,0
Abry Jones,JAX,@ PIT,W  30-9,0.5,3.5,1,2,3,0,0
Daniel Sorensen,KC,@ HOU,W  42-34,0.5,3.0,1,4,2,0,0
Jaquiski Tartt,SF,@ IND,L  23-26,0.5,3.0,1,3,4,0,0
Kyle Van Noy,NE,@ TB,W  19-14,0.5,2.5,1,5,2,0,0
Cameron Wake,MIA,vs TEN,W  16-10,0.5,4.5,4,2,2,0,0
Frank Zombo,KC,@ HOU,W  42-34,0.5,3.0,1,4,1,0,0
Sam Acho,CHI,vs MIN,L  17-20,0.0,0.0,1,2,0,0,0
Mike Adams,CAR,@ DET,W  27-24,0.0,0.0,0,4,2,0,0
Tyrell Adams,OAK,vs BAL,L  17-30,0.0,0.0,0,2,4,0,0
Jerell Adams,NYG,vs LAC,L  22-27,0.0,0.0,0,0,0,0,0
Jamal Adams,NYJ,@ CLE,W  17-14,0.0,0.0,0,6,3,0,0
Jahleel Addae,LAC,@ NYG,W  27-22,0.0,0.0,0,4,4,0,0
Lorenzo Alexander,BUF,@ CIN,L  16-20,0.0,0.0,0,5,1,1,0
Nate Allen,MIA,vs TEN,W  16-10,0.0,0.0,0,1,2,0,0
Javorius Allen,BAL,@ OAK,W  30-17,0.0,0.0,0,0,0,0,0
