Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Clay Matthews,GB,vs TB,W  26-20,3.0,11.5,4,5,2,0,0
Frank Clark,SEA,vs PHI,W  24-10,2.0,15.0,3,3,1,0,0
Aaron Donald,LA,@ ARI,W  32-16,2.0,12.0,2,3,0,0,0
Demarcus Lawrence,DAL,vs WAS,W  38-14,2.0,12.0,2,4,0,1,0
Robert Quinn,LA,@ ARI,W  32-16,2.0,9.0,2,3,0,0,0
Ethan Westbrooks,LA,@ ARI,W  32-16,2.0,9.0,2,3,1,0,0
Kenny Clark,GB,vs TB,W  26-20,1.5,9.5,2,3,3,1,0
Will Clarke,TB,@ GB,L  20-26,1.5,7.0,3,2,1,0,0
Brandon Graham,PHI,@ SEA,L  10-24,1.5,12.0,2,4,1,0,0
David Harris,NE,@ BUF,W  23-3,1.5,10.0,2,2,2,0,0
DaQuan Jones,TEN,vs HOU,W  24-13,1.5,11.0,2,2,3,0,0
Eric Lee,NE,@ BUF,W  23-3,1.5,7.5,3,2,2,0,0
Paul Posluszny,JAX,vs IND,W  30-10,1.5,6.0,1,10,4,0,0
Mario Addison,CAR,@ NO,L  21-31,1.0,7.0,3,2,0,0,0
Denico Autry,OAK,vs NYG,W  24-17,1.0,3.0,1,3,0,0,0
Tarell Basham,IND,@ JAX,L  10-30,1.0,8.0,0,1,0,1,0
Joey Bosa,LAC,vs CLE,W  19-10,1.0,5.0,1,7,0,1,0
Andre Branch,MIA,vs DEN,W  35-9,1.0,6.0,1,1,0,0,0
Calais Campbell,JAX,vs IND,W  30-10,1.0,10.0,3,4,0,0,0
Taco Charlton,DAL,vs WAS,W  38-14,1.0,7.0,1,2,0,1,0
Justin Coleman,SEA,vs PHI,W  24-10,1.0,6.0,1,2,1,0,0
Zach Cunningham,HOU,@ TEN,L  13-24,1.0,3.0,1,3,1,0,0
Elvis Dumervil,SF,@ CHI,W  15-14,1.0,3.0,1,2,0,0,0
Carlos Dunlap,CIN,vs PIT,L  20-23,1.0,8.0,2,1,1,0,0
Bud Dupree,PIT,@ CIN,W  23-20,1.0,3.0,1,1,1,0,0
Shelby Harris,DEN,@ MIA,L  9-35,1.0,6.0,2,3,1,0,0
Lamarr Houston,CHI,vs SF,L  14-15,1.0,11.0,1,3,0,0,0
Bruce Irvin,OAK,vs NYG,W  24-17,1.0,2.0,1,7,1,1,0
David Irving,DAL,vs WAS,W  38-14,1.0,8.0,2,1,1,0,0
Malik Jackson,JAX,vs IND,W  30-10,1.0,6.0,1,1,1,0,0
Grady Jarrett,ATL,vs MIN,L  9-14,1.0,9.0,1,3,2,0,0
Jordan Jenkins,NYJ,vs KC,W  38-31,1.0,1.0,1,1,0,0,0
Austin Johnson,TEN,vs HOU,W  24-13,1.0,0.0,1,4,1,0,0
Chandler Jones,ARI,vs LA,L  16-32,1.0,7.0,3,4,0,1,0
Christian Jones,CHI,vs SF,L  14-15,1.0,4.0,1,10,3,0,0
Matt Judon,BAL,vs DET,W  44-20,1.0,7.0,1,1,0,0,0
Desmond King,LAC,vs CLE,W  19-10,1.0,5.0,3,6,0,0,0
A.J. Klein,NO,vs CAR,W  31-21,1.0,13.0,1,3,2,0,0
Shaq Lawson,BUF,vs NE,L  3-23,1.0,0.0,1,1,1,0,0
Matt Longacre,LA,@ ARI,W  32-16,1.0,4.0,2,3,0,0,0
Kyle Love,CAR,@ NO,L  21-31,1.0,10.0,1,2,1,0,0
Dean Lowry,GB,vs TB,W  26-20,1.0,14.0,1,3,1,0,1
Khalil Mack,OAK,vs NYG,W  24-17,1.0,7.0,1,3,1,1,1
Cassius Marsh,SF,@ CHI,W  15-14,1.0,14.0,0,1,0,1,0
Bobby McCain,MIA,vs DEN,W  35-9,1.0,13.0,1,3,0,0,0
Takkarist McKinley,ATL,vs MIN,L  9-14,1.0,11.0,1,1,1,0,0
Benardrick McKinney,HOU,@ TEN,L  13-24,1.0,1.0,0,5,2,0,0
Calvin Munson,NYG,@ OAK,L  17-24,1.0,5.0,1,2,3,0,0
Brian Orakpo,TEN,vs HOU,W  24-13,1.0,13.5,2,1,2,0,0
Jordan Phillips,MIA,vs DEN,W  35-9,1.0,14.0,2,2,0,0,0
Darius Philon,LAC,vs CLE,W  19-10,1.0,3.0,1,2,0,0,0
Jake Ryan,GB,vs TB,W  26-20,1.0,1.0,1,5,5,0,0
Joe Schobert,CLE,@ LAC,L  10-19,1.0,9.0,0,7,5,1,0
Terrell Suggs,BAL,vs DET,W  44-20,1.0,8.0,1,5,0,0,0
Kenny Vaccaro,NO,vs CAR,W  31-21,1.0,3.0,1,3,0,0,0
Adolphus Washington,BUF,vs NE,L  3-23,1.0,6.0,1,4,2,0,0
Eric Weddle,BAL,vs DET,W  44-20,1.0,7.0,0,2,1,1,0
Kyle Williams,BUF,vs NE,L  3-23,1.0,8.0,1,2,0,0,0
Vince Williams,PIT,@ CIN,W  23-20,1.0,8.0,2,4,5,0,0
Chris Baker,TB,@ GB,L  20-26,0.5,0.0,1,1,1,0,0
Derek Barnett,PHI,@ SEA,L  10-24,0.5,6.0,3,0,1,0,0
