Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Jurrell Casey,TEN,@ ARI,L  7-12,2.0,15.0,2,5,0,0,0
Bruce Irvin,OAK,@ KC,L  15-26,2.0,9.0,2,4,0,0,0
Michael Johnson,CIN,vs CHI,L  7-33,2.0,21.0,2,4,2,0,0
Kawann Short,CAR,vs MIN,W  31-24,2.0,8.0,2,3,0,0,0
Mario Addison,CAR,vs MIN,W  31-24,1.0,0.0,0,2,1,1,0
Ezekiel Ansah,DET,@ TB,W  24-21,1.0,1.0,1,6,1,0,0
Navorro Bowman,OAK,@ KC,L  15-26,1.0,4.0,2,7,1,0,0
Tyus Bowser,BAL,@ PIT,L  38-39,1.0,6.0,2,1,0,0,0
Michael Brockers,LA,vs PHI,L  35-43,1.0,7.0,1,3,1,0,0
DeForest Buckner,SF,@ HOU,W  26-16,1.0,7.0,2,1,1,0,0
Adam Butler,NE,@ MIA,L  20-27,1.0,10.0,1,1,1,0,0
Adrian Clayborn,ATL,vs NO,W  20-17,1.0,8.0,1,1,0,0,0
Johnathan Cyprien,TEN,@ ARI,L  7-12,1.0,8.0,1,9,1,0,0
Ryan Davis,BUF,vs IND,W  13-7,1.0,5.0,1,2,1,0,0
Jarrad Davis,DET,@ TB,W  24-21,1.0,8.0,2,6,3,1,0
Kyler Fackrell,GB,@ CLE,W  27-21,1.0,0.0,1,2,0,0,0
Adam Gotsis,DEN,vs NYJ,W  23-0,1.0,0.0,1,3,0,0,1
Everson Griffen,MIN,@ CAR,L  24-31,1.0,2.0,2,2,3,0,0
Eli Harold,SF,@ HOU,W  26-16,1.0,7.0,1,2,0,0,0
Shelby Harris,DEN,vs NYJ,W  23-0,1.0,8.0,1,1,1,0,0
Lamarr Houston,CHI,@ CIN,W  33-7,1.0,10.0,1,1,0,0,0
Justin Houston,KC,vs OAK,W  26-15,1.0,6.0,1,3,2,0,0
Matt Ioannidis,WAS,@ LAC,L  13-30,1.0,5.0,2,2,1,0,0
Malik Jackson,JAX,vs SEA,W  30-24,1.0,8.0,1,2,1,0,0
Jarvis Jenkins,KC,vs OAK,W  26-15,1.0,0.0,1,3,0,0,0
Chandler Jones,ARI,vs TEN,W  12-7,1.0,6.0,2,5,0,0,0
Howard Jones,CHI,@ CIN,W  33-7,1.0,9.0,1,1,0,0,0
Chris Jones,KC,vs OAK,W  26-15,1.0,7.0,2,2,0,0,0
Linval Joseph,MIN,@ CAR,L  24-31,1.0,6.0,1,3,7,0,0
Hau'oli Kikaha,NO,@ ATL,L  17-20,1.0,10.0,1,1,0,0,0
David King,TEN,@ ARI,L  7-12,1.0,1.0,0,2,0,0,0
Desmond King,LAC,vs WAS,W  30-13,1.0,6.0,1,7,3,0,0
Luke Kuechly,CAR,vs MIN,W  31-24,1.0,3.0,1,8,6,0,0
Anthony Lanier,WAS,@ LAC,L  13-30,1.0,3.0,2,3,1,0,0
Anthony Levine,BAL,@ PIT,L  38-39,1.0,5.0,1,2,0,0,0
LaTroy Lewis,HOU,vs SF,L  16-26,1.0,11.0,1,1,0,0,0
