Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Ezekiel Ansah,DET,@ SEA,L  10-13,2.0,18.0,2,2,1,1,1
Jeremiah Attaochu,,vs CLE,W  30-27,2.0,13.0,4,3,0,0,0
Chris Baker,WAS,vs PHI,W  23-20,2.0,15.0,2,2,1,0,0
Ryan Delaire,CAR,@ TB,W  37-23,2.0,17.0,3,5,0,0,0
Aaron Lynch,SF,vs GB,L  3-17,2.0,15.0,3,4,0,0,0
Domata Peko,CIN,vs KC,W  36-21,2.0,11.0,2,2,0,0,0
Nick Perry,GB,@ SF,W  17-3,2.0,12.0,2,2,0,0,0
Za'Darius Smith,BAL,@ PIT,W  23-20,2.0,13.0,2,4,0,0,0
T.J. Ward,DEN,vs MIN,W  23-20,2.0,18.0,1,6,0,1,0
Muhammad Wilkerson,NYJ,@ MIA,W  27-14,2.0,21.0,1,3,0,1,0
Ryan Davis,,@ IND,L  13-16,1.5,12.0,2,1,1,1,0
Melvin Ingram,,vs CLE,W  30-27,1.5,7.0,1,3,2,1,1
Stephone Anthony,NO,vs DAL,W  26-20,1.0,8.0,1,5,2,0,0
Geno Atkins,CIN,vs KC,W  36-21,1.0,10.0,2,2,1,0,0
Ahmad Brooks,SF,vs GB,L  3-17,1.0,9.0,1,5,0,0,0
Aaron Colvin,,@ IND,L  13-16,1.0,2.0,1,5,1,0,0
Xavier Cooper,CLE,@,L  27-30,1.0,4.0,1,2,0,0,0
Jack Crawford,DAL,@ NO,L  20-26,1.0,6.0,1,1,1,0,0
Jared Crick,HOU,@ ATL,L  21-48,1.0,5.0,1,3,1,0,0
Tyeler Davison,NO,vs DAL,W  26-20,1.0,7.0,1,2,2,0,0
Elvis Dumervil,BAL,@ PIT,W  23-20,1.0,6.0,1,5,1,0,0
Carlos Dunlap,CIN,vs KC,W  36-21,1.0,8.0,2,2,0,0,0
Jayrone Elliott,GB,@ SF,W  17-3,1.0,7.0,1,1,0,0,0
Eddie Goldman,CHI,vs OAK,W  22-20,1.0,15.0,1,1,1,0,0
Corey Graham,BUF,vs NYG,L  10-24,1.0,1.0,1,8,5,0,0
Brandon Graham,PHI,@ WAS,L  20-23,1.0,0.0,0,6,1,1,0
Ra'Shede Hageman,ATL,vs HOU,W  48-21,1.0,8.0,1,1,1,0,0
David Harris,NYJ,@ MIA,W  27-14,1.0,10.0,1,3,0,0,0
James Harrison,PIT,vs BAL,L  20-23,1.0,10.0,2,5,3,0,0
Cameron Heyward,PIT,vs BAL,L  20-23,1.0,0.0,1,7,0,1,0
Anthony Hitchens,DAL,@ NO,L  20-26,1.0,9.0,1,9,2,0,0
James Ihedigbo,DET,@ SEA,L  10-13,1.0,9.0,1,7,1,1,0
Cullen Jenkins,NYG,@ BUF,W  24-10,1.0,2.0,0,1,0,0,0
Jarvis Jenkins,CHI,vs OAK,W  22-20,1.0,8.0,1,4,0,0,0
Michael Johnson,CIN,vs KC,W  36-21,1.0,9.0,3,4,0,1,0
Lamarcus Joyner,,@ ARI,W  24-22,1.0,1.0,1,4,1,0,0
Eric Kendricks,MIN,@ DEN,L  20-23,1.0,6.0,1,4,0,0,0
Ryan Kerrigan,WAS,vs PHI,W  23-20,1.0,6.0,1,4,0,0,0
Hau'oli Kikaha,NO,vs DAL,W  26-20,1.0,11.0,1,4,4,0,0
Christian Kirksey,CLE,@,L  27-30,1.0,7.0,1,4,1,0,0
Kendall Langford,IND,vs,W  16-13,1.0,9.0,2,2,0,0,0
Danny Lansanah,TB,vs CAR,L  23-37,1.0,4.0,1,2,1,0,0
James Laurinaitis,,@ ARI,W  24-22,1.0,4.0,4,4,1,1,0
Demarcus Lawrence,DAL,@ NO,L  20-26,1.0,9.0,2,3,2,0,0
Travis Lewis,DET,@ SEA,L  10-13,1.0,9.0,1,4,0,0,0
Chris Long,,@ ARI,W  24-22,1.0,7.0,1,1,0,0,0
Khalil Mack,OAK,@ CHI,L  20-22,1.0,1.0,1,4,0,0,0
Clay Matthews,GB,@ SF,W  17-3,1.0,8.0,2,2,0,0,0
Gerald McCoy,TB,vs CAR,L  23-37,1.0,9.0,1,4,0,0,0
T.J. McDonald,,@ ARI,W  24-22,1.0,6.0,2,5,1,0,0
Von Miller,DEN,vs MIN,W  23-20,1.0,9.0,2,3,1,0,1
