Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Matt Wile,ATL,vs ARI,W  38-19,2,116,58.0,52.0,0,0,59,0
Johnny Hekker,LA,@ NO,L  21-49,6,294,49.0,47.7,0,2,68,0
Jeff Locke,MIN,@ DET,L  13-16,4,195,48.8,48.0,0,3,57,0
Drew Kaser,,@ HOU,W  21-13,6,292,48.7,40.8,1,3,59,0
Dustin Colquitt,KC,@ DEN,W  30-27,9,431,47.9,44.1,1,5,61,0
Marquette King,OAK,vs CAR,W  35-32,5,239,47.8,47.8,0,3,56,0
Brad Wing,NYG,@ CLE,W  27-13,9,427,47.4,44.7,1,5,58,0
Shane Lechler,HOU,vs,L  13-21,4,189,47.3,39.5,1,1,53,0
Bradley Pinion,SF,@ MIA,L  24-31,4,189,47.3,45.8,0,1,59,0
Kevin Huber,CIN,@ BAL,L  14-19,6,283,47.2,35.7,1,1,63,0
Jon Ryan,SEA,@ TB,L  5-14,7,330,47.1,40.3,0,1,55,0
Michael Palardy,CAR,@ OAK,L  32-35,6,280,46.7,41.0,0,1,55,0
Pat McAfee,IND,vs PIT,L  7-28,2,92,46.0,46.0,0,0,50,0
Ryan Allen,NE,@ NYJ,W  22-17,4,183,45.8,43.3,0,1,55,0
Brad Nortman,JAX,@ BUF,L  21-28,6,273,45.5,31.7,2,2,61,0
Pat O'Donnell,CHI,vs TEN,L  21-27,4,182,45.5,43.5,0,0,55,0
Britton Colquitt,CLE,vs NYG,L  13-27,8,362,45.3,40.0,0,2,54,0
Riley Dixon,DEN,vs KC,L  27-30,6,271,45.2,40.5,0,3,59,0
Thomas Morstead,NO,vs LA,W  49-21,4,179,44.8,32.8,2,2,59,0
Lachlan Edwards,NYJ,vs NE,L  17-22,4,178,44.5,42.5,0,1,50,0
Sam Koch,BAL,vs CIN,W  19-14,5,222,44.4,42.2,0,4,63,0
Jordan Berry,PIT,@ IND,W  28-7,4,177,44.3,39.3,1,1,54,0
Brett Kern,TEN,@ CHI,W  27-21,4,177,44.3,43.3,0,2,47,0
Chris Jones,DAL,vs WAS,W  31-26,2,88,44.0,44.0,0,2,53,0
Colton Schmidt,BUF,vs JAX,W  28-21,6,264,44.0,40.0,0,0,57,0
Jacob Schum,GB,@ PHI,W  27-13,1,43,43.0,43.0,0,1,43,0
Sam Martin,DET,vs MIN,W  16-13,4,168,42.0,42.0,0,2,51,0
Matt Darr,MIA,vs SF,W  31-24,5,209,41.8,37.4,1,1,53,0
Drew Butler,ARI,@ ATL,L  19-38,4,166,41.5,40.0,0,1,51,0
Bryan Anger,TB,vs SEA,W  14-5,4,160,40.0,40.0,0,4,56,0
Tress Way,WAS,@ DAL,L  26-31,1,39,39.0,39.0,0,1,39,0
Donnie Jones,PHI,vs GB,L  13-27,2,71,35.5,35.5,0,2,37,0
