Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Chandler Jones,NE,@ BUF,W  40-32,3.0,26.0,4,5,1,0,0
Jacquies Smith,TB,@ NO,W  26-19,3.0,25.0,3,3,0,2,0
Armonty Bryant,CLE,vs TEN,W  28-14,2.5,12.5,4,3,3,1,0
Jamie Collins,NE,@ BUF,W  40-32,2.5,12.5,4,8,3,1,0
Justin Houston,KC,vs DEN,L  24-31,2.0,14.0,3,5,1,0,0
Carlos Dunlap,CIN,vs,W  24-19,1.5,9.5,2,3,3,0,0
John Hughes,CLE,vs TEN,W  28-14,1.5,8.0,2,1,3,1,0
Stephon Tuitt,PIT,vs SF,W  43-18,1.5,7.0,3,2,2,0,0
Henry Anderson,IND,vs NYJ,L  7-20,1.0,1.0,1,3,2,0,0
Ezekiel Ansah,DET,@ MIN,L  16-26,1.0,2.0,1,6,1,0,0
Geno Atkins,CIN,vs,W  24-19,1.0,5.0,3,0,3,0,0
Robert Ayers,NYG,vs ATL,L  20-24,1.0,11.0,2,3,0,0,0
Connor Barwin,PHI,vs DAL,L  10-20,1.0,6.0,1,4,0,0,0
Vic Beasley,ATL,@ NYG,W  24-20,1.0,0.0,0,3,2,1,0
Michael Bennett,SEA,@ GB,L  17-27,1.0,8.0,1,1,1,0,0
Kroy Biermann,ATL,@ NYG,W  24-20,1.0,1.0,1,3,0,1,0
Alan Branch,NE,@ BUF,W  40-32,1.0,5.0,1,1,0,1,0
David Bruton,DEN,@ KC,W  31-24,1.0,3.0,1,4,0,1,0
Mike Daniels,GB,vs SEA,W  27-17,1.0,0.0,1,3,2,0,0
Mike Devito,KC,vs DEN,L  24-31,1.0,4.0,1,2,1,0,0
Bud Dupree,PIT,vs SF,W  43-18,1.0,3.0,1,3,1,0,0
Kasim Edebali,NO,vs TB,L  19-26,1.0,1.0,1,3,0,0,1
Dwan Edwards,CAR,vs HOU,W  24-17,1.0,5.0,1,2,1,0,0
Wallace Gilberry,CIN,vs,W  24-19,1.0,2.0,2,2,1,1,0
Everson Griffen,MIN,vs DET,W  26-16,1.0,1.0,1,1,0,0,0
Cameron Heyward,PIT,vs SF,W  43-18,1.0,7.0,1,5,0,0,0
Jordan Hicks,PHI,vs DAL,L  10-20,1.0,6.0,1,7,0,1,0
Anthony Hitchens,DAL,@ PHI,W  20-10,1.0,5.0,1,2,3,0,0
Jerry Hughes,BUF,vs NE,L  32-40,1.0,15.0,1,2,1,1,0
Bruce Irvin,SEA,@ GB,L  17-27,1.0,7.0,2,1,0,0,0
Malik Jackson,DEN,@ KC,W  31-24,1.0,4.0,1,3,0,0,0
Cullen Jenkins,NYG,vs ATL,L  20-24,1.0,6.0,2,1,1,0,0
Cameron Jordan,NO,vs TB,L  19-26,1.0,10.0,1,2,1,0,1
Hau'oli Kikaha,NO,vs TB,L  19-26,1.0,2.0,1,4,3,1,0
Chris Long,,@ WAS,L  10-24,1.0,6.0,2,1,5,0,0
Josh Mauro,ARI,@ CHI,W  48-23,1.0,5.0,1,4,0,0,0
Gerald McCoy,TB,@ NO,W  26-19,1.0,11.0,1,2,0,0,0
