Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Adam Thielen,MIN,@ GB,L  25-38,12,202,16.8,2,0
Doug Baldwin,SEA,vs ARI,L  31-34,13,171,13.2,1,0
Travis Kelce,KC,vs DEN,W  33-10,11,160,14.5,1,0
Jordy Nelson,GB,vs MIN,W  38-25,9,154,17.1,2,0
Sammy Watkins,BUF,vs MIA,L  31-34,7,154,22.0,1,0
Odell Beckham,NYG,@ PHI,L  19-24,11,150,13.6,0,0
Allen Robinson,JAX,vs TEN,W  38-17,9,147,16.3,0,0
Cameron Meredith,CHI,vs WAS,L  21-41,9,135,15.0,1,0
J.J. Nelson,ARI,@ SEA,W  34-31,3,132,44.0,1,0
Brandon LaFell,CIN,@ HOU,L  10-12,6,130,21.7,1,0
DeSean Jackson,WAS,@ CHI,W  41-21,5,114,22.8,0,0
T.Y. Hilton,IND,@ OAK,L  25-33,4,105,26.2,0,0
Brandin Cooks,NO,vs TB,W  31-24,5,98,19.6,0,0
Michael Thomas,NO,vs TB,W  31-24,6,98,16.3,0,0
Mike Evans,TB,@ NO,L  24-31,7,97,13.9,1,0
Antonio Brown,PIT,vs BAL,W  31-27,10,96,9.6,1,0
Pierre Garcon,WAS,@ CHI,W  41-21,4,94,23.5,0,0
Antonio Gates,,@ CLE,L  17-20,8,94,11.8,1,0
Eric Ebron,DET,@ DAL,L  21-42,8,93,11.6,0,0
Alshon Jeffery,CHI,vs WAS,L  21-41,5,92,18.4,0,0
Michael Crabtree,OAK,vs IND,W  33-25,7,90,12.9,0,0
Julian Edelman,NE,vs NYJ,W  41-3,5,89,17.8,0,0
Charles Clay,BUF,vs MIA,L  31-34,8,85,10.6,2,0
DeVante Parker,MIA,@ BUF,W  34-31,4,85,21.2,1,0
Victor Cruz,NYG,@ PHI,L  19-24,8,84,10.5,0,0
Eli Rogers,PIT,vs BAL,W  31-27,4,84,21.0,0,0
Steve Smith,BAL,@ PIT,L  27-31,7,79,11.3,1,0
Amari Cooper,OAK,vs IND,W  33-25,5,76,15.2,0,0
Travis Benjamin,,@ CLE,L  17-20,3,75,25.0,0,0
Dennis Pitta,BAL,@ PIT,L  27-31,8,75,9.4,0,0
Dez Bryant,DAL,vs DET,W  42-21,4,70,17.5,2,0
Chris Ivory,JAX,vs TEN,W  38-17,4,69,17.2,0,1
Geronimo Allison,GB,vs MIN,W  38-25,4,66,16.5,0,0
Tyrell Williams,,@ CLE,L  17-20,4,64,16.0,1,0
Kelvin Benjamin,CAR,vs ATL,L  16-33,4,63,15.8,1,0
Rod Streater,SF,@ LA,W  22-21,6,63,10.5,1,0
Jeremy Kerley,SF,@ LA,W  22-21,5,62,12.4,0,0
Russell Shepard,TB,@ NO,L  24-31,3,61,20.3,0,0
Sterling Shepard,NYG,@ PHI,L  19-24,7,61,8.7,1,0
Terrance Williams,DAL,vs DET,W  42-21,4,61,15.2,0,0
Julio Jones,ATL,@ CAR,W  33-16,4,60,15.0,0,0
Greg Olsen,CAR,vs ATL,L  16-33,6,59,9.8,0,0
Golden Tate,DET,@ DAL,L  21-42,6,58,9.7,0,0
Mohamed Sanu,ATL,@ CAR,W  33-16,3,56,18.7,0,0
Kyle Rudolph,MIN,@ GB,L  25-38,6,53,8.8,0,0
Damien Williams,MIA,@ BUF,W  34-31,2,51,25.5,0,0
Jesse James,PIT,vs BAL,W  31-27,4,49,12.2,0,0
Harry Douglas,TEN,@ JAX,L  17-38,5,48,9.6,0,0
Shaun Draughn,SF,@ LA,W  22-21,6,48,8.0,0,0
Tajae Sharpe,TEN,@ JAX,L  17-38,3,48,16.0,0,0
Nelson Agholor,PHI,vs NYG,W  24-19,2,47,23.5,1,0
Jack Doyle,IND,@ OAK,L  25-33,5,46,9.2,0,0
Tevin Coleman,ATL,@ CAR,W  33-16,3,45,15.0,0,0
Erik Swoope,IND,@ OAK,L  25-33,1,45,45.0,0,0
Bryan Walters,JAX,vs TEN,W  38-17,5,45,9.0,0,0
Davante Adams,GB,vs MIN,W  38-25,4,44,11.0,1,0
Devontae Booker,DEN,@ KC,L  10-33,6,44,7.3,0,1
Dontrelle Inman,,@ CLE,L  17-20,3,44,14.7,0,0
Jimmy Graham,SEA,vs ARI,L  31-34,2,43,21.5,1,0
DeAndre Hopkins,HOU,vs CIN,W  12-10,3,43,14.3,0,0
Robert Woods,BUF,vs MIA,L  31-34,3,43,14.3,0,0
Gary Barnidge,CLE,vs,W  20-17,5,42,8.4,0,0
C.J. Fiedorowicz,HOU,vs CIN,W  12-10,4,42,10.5,0,0
Paul Richardson,SEA,vs ARI,L  31-34,4,42,10.5,1,0
David Johnson,ARI,@ SEA,W  34-31,4,41,10.2,0,1
Jermaine Gresham,ARI,@ SEA,W  34-31,2,40,20.0,0,0
Garrett Celek,SF,@ LA,W  22-21,4,39,9.8,0,0
Cody Core,CIN,@ HOU,L  10-12,8,39,4.9,0,0
Will Fuller,HOU,vs CIN,W  12-10,3,39,13.0,0,0
Tyler Lockett,SEA,vs ARI,L  31-34,2,38,19.0,0,0
Jared Cook,GB,vs MIN,W  38-25,3,37,12.3,0,0
Demetrius Harris,KC,vs DEN,W  33-10,6,37,6.2,1,0
Jermaine Kearse,SEA,vs ARI,L  31-34,4,37,9.2,1,0
Marqise Lee,JAX,vs TEN,W  38-17,3,37,12.3,1,0
Lance Kendricks,LA,vs SF,L  21-22,3,36,12.0,0,0
Terrelle Pryor,CLE,vs,W  20-17,3,36,12.0,0,0
Devonta Freeman,ATL,@ CAR,W  33-16,8,35,4.4,0,0
Jerick McKinnon,MIN,@ GB,L  25-38,5,35,7.0,0,0
Kenny Stills,MIA,@ BUF,W  34-31,3,35,11.7,1,0
Joshua Perkins,ATL,@ CAR,W  33-16,2,34,17.0,1,0
Deonte Thompson,CHI,vs WAS,L  21-41,3,34,11.3,1,0
Anquan Boldin,DET,@ DAL,L  21-42,5,33,6.6,0,0
Zach Ertz,PHI,vs NYG,W  24-19,2,33,16.5,0,0
Andre Holmes,OAK,vs IND,W  33-25,3,33,11.0,1,0
Jason Witten,DAL,vs DET,W  42-21,2,33,16.5,1,0
Jeff Heuerman,DEN,@ KC,L  10-33,3,32,10.7,0,0
Breshad Perriman,BAL,@ PIT,L  27-31,3,32,10.7,0,0
James White,NE,vs NYJ,W  41-3,3,32,10.7,1,0
Dwayne Allen,IND,@ OAK,L  25-33,3,31,10.3,0,0
Larry Fitzgerald,ARI,@ SEA,W  34-31,4,31,7.8,0,0
Rishard Matthews,TEN,@ JAX,L  17-38,3,31,10.3,1,0
Matt Asiata,MIN,@ GB,L  25-38,3,30,10.0,0,0
Quincy Enunwa,NYJ,@ NE,L  3-41,1,30,30.0,0,0
Coby Fleener,NO,vs TB,W  31-24,2,30,15.0,0,0
Donte Moncrief,IND,@ OAK,L  25-33,2,30,15.0,1,0
Charles Sims,TB,@ NO,L  24-31,4,30,7.5,0,0
Stefon Diggs,MIN,@ GB,L  25-38,4,29,7.2,1,0
Kenneth Farrow,,@ CLE,L  17-20,4,29,7.2,0,0
Ted Ginn,CAR,vs ATL,L  16-33,3,29,9.7,0,0
Jarvis Landry,MIA,@ BUF,W  34-31,3,29,9.7,0,0
Malcolm Mitchell,NE,vs NYJ,W  41-3,3,29,9.7,0,0
Akeem Hunt,HOU,vs CIN,W  12-10,2,28,14.0,0,0
Brandon Marshall,NYJ,@ NE,L  3-41,2,28,14.0,0,0
C.J. Uzomah,CIN,@ HOU,L  10-12,5,28,5.6,0,0
Terrance West,BAL,@ PIT,L  27-31,3,28,9.3,0,0
Brent Celek,PHI,vs NYG,W  24-19,3,27,9.0,0,0
Charone Peake,NYJ,@ NE,L  3-41,1,27,27.0,0,0
Emmanuel Sanders,DEN,@ KC,L  10-33,1,26,26.0,0,0
Jordan Taylor,DEN,@ KC,L  10-33,1,26,26.0,0,0
Cole Beasley,DAL,vs DET,W  42-21,4,25,6.2,0,0
Tyler Boyd,CIN,@ HOU,L  10-12,2,25,12.5,0,0
Rex Burkhead,CIN,@ HOU,L  10-12,4,25,6.2,0,0
Ryan Grant,WAS,@ CHI,W  41-21,3,25,8.3,0,0
Zach Zenner,DET,@ DAL,L  21-42,2,25,12.5,0,0
Josh Huff,TB,@ NO,L  24-31,2,24,12.0,0,0
Carlos Hyde,SF,@ LA,W  22-21,3,24,8.0,1,1
Darren Sproles,PHI,vs NYG,W  24-19,2,23,11.5,0,0
Will Tye,NYG,@ PHI,L  19-24,5,23,4.6,0,0
Delanie Walker,TEN,@ JAX,L  17-38,3,23,7.7,1,0
Brittan Golden,ARI,@ SEA,W  34-31,1,22,22.0,0,0
Derrick Henry,TEN,@ JAX,L  17-38,2,22,11.0,0,0
Chris Hogan,NE,vs NYJ,W  41-3,1,22,22.0,0,0
Brice Butler,DAL,vs DET,W  42-21,1,21,21.0,1,0
Seth DeValve,CLE,vs,W  20-17,1,21,21.0,0,0
Andrew Hawkins,CLE,vs,W  20-17,1,21,21.0,0,0
Duke Johnson,CLE,vs,W  20-17,2,21,10.5,0,0
Brandon Myers,TB,@ NO,L  24-31,2,21,10.5,0,0
Willie Snead,NO,vs TB,W  31-24,2,21,10.5,0,0
Mike Wallace,BAL,@ PIT,L  27-31,4,21,5.2,0,0
Kendall Wright,TEN,@ JAX,L  17-38,2,21,10.5,0,0
Blake Bortles,JAX,vs TEN,W  38-17,1,20,20.0,1,0
MarQueis Gray,MIA,@ BUF,W  34-31,1,20,20.0,0,0
Xavier Grimble,PIT,vs BAL,W  31-27,1,20,20.0,1,0
Todd Gurley,LA,vs SF,L  21-22,3,20,6.7,0,0
Richard Rodgers,GB,vs MIN,W  38-25,2,20,10.0,1,0
Devin Smith,NYJ,@ NE,L  3-41,1,20,20.0,0,0
Demaryius Thomas,DEN,@ KC,L  10-33,3,20,6.7,0,0
Clive Walford,OAK,vs IND,W  33-25,2,20,10.0,1,0
Spencer Ware,KC,vs DEN,W  33-10,2,20,10.0,0,0
Martellus Bennett,NE,vs NYJ,W  41-3,2,19,9.5,1,0
Ben Braunecker,CHI,vs WAS,L  21-41,2,19,9.5,0,0
Daniel Brown,CHI,vs WAS,L  21-41,2,19,9.5,0,0
Alex Collins,SEA,vs ARI,L  31-34,4,19,4.8,0,0
Matt Lengel,NE,vs NYJ,W  41-3,1,18,18.0,1,0
DeMarco Murray,TEN,@ JAX,L  17-38,2,18,9.0,0,0
DeAndre Washington,OAK,vs IND,W  33-25,1,18,18.0,0,0
Alfred Blue,HOU,vs CIN,W  12-10,4,17,4.2,0,0
LeSean McCoy,BUF,vs MIA,L  31-34,5,17,3.4,0,0
Ty Montgomery,GB,vs MIN,W  38-25,4,17,4.2,0,0
Jordan Norwood,DEN,@ KC,L  10-33,1,17,17.0,0,0
Austin Seferian-Jenkins,NYJ,@ NE,L  3-41,1,17,17.0,0,0
Chris Thompson,WAS,@ CHI,W  41-21,1,17,17.0,1,0
Travaris Cadet,NO,vs TB,W  31-24,2,16,8.0,1,0
