Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Zach Miller,CHI,@,W  22-19,2,23,11.5,1,0
Travis Benjamin,CLE,@ CIN,L  10-31,3,22,7.3,0,0
Coby Fleener,IND,vs DEN,W  27-24,4,22,5.5,0,0
Bennie Fowler,DEN,@ IND,L  24-27,2,22,11.0,0,0
Chris Ivory,NYJ,vs,W  28-23,3,22,7.3,0,0
Jeremy Kerley,NYJ,vs,W  28-23,2,22,11.0,0,0
Josh Hill,NO,vs TEN,L  28-34,2,21,10.5,1,0
Chris Thompson,WAS,@ NE,L  10-27,2,21,10.5,0,0
Ted Ginn,CAR,vs GB,W  37-29,1,20,20.0,0,0
Todd Gurley,,@ MIN,L  18-21,3,20,6.7,0,0
Roddy White,ATL,@ SF,L  16-17,1,20,20.0,0,0
Frank Gore,IND,vs DEN,W  27-24,1,19,19.0,0,0
Vance McDonald,SF,vs ATL,W  17-16,2,19,9.5,0,0
Richard Rodgers,GB,@ CAR,L  29-37,5,19,3.8,2,0
Will Tye,NYG,@ TB,W  32-18,2,19,9.5,0,0
Jack Doyle,IND,vs DEN,W  27-24,2,18,9.0,1,0
Adrian Peterson,MIN,vs,W  21-18,2,18,9.0,0,0
Jordan Reed,WAS,@ NE,L  10-27,3,18,6.0,1,0
Aaron Ripkowski,GB,@ CAR,L  29-37,1,18,18.0,0,0
Cameron Brate,TB,vs NYG,L  18-32,1,17,17.0,0,0
Justin Hardy,ATL,@ SF,L  16-17,4,17,4.2,0,0
Justin Hunter,TEN,@ NO,W  34-28,3,17,5.7,1,0
Matt Jones,WAS,@ NE,L  10-27,2,17,8.5,0,1
Mychal Rivera,OAK,@ PIT,L  35-38,2,16,8.0,0,0
Zac Stacy,NYJ,vs,W  28-23,1,16,16.0,0,0
Tavon Austin,,@ MIN,L  18-21,4,15,3.8,0,0
DeSean Jackson,WAS,@ NE,L  10-27,3,15,5.0,0,0
Marquess Wilson,CHI,@,W  22-19,1,15,15.0,0,0
Giovani Bernard,CIN,vs CLE,W  31-10,1,14,14.0,0,0
Julius Thomas,,@ NYJ,L  23-28,3,14,4.7,0,0
Stedman Bailey,,@ MIN,L  18-21,2,13,6.5,0,0
Jim Dray,CLE,@ CIN,L  10-31,1,13,13.0,0,0
Virgil Green,DEN,@ IND,L  24-27,1,13,13.0,0,0
Jesse James,PIT,vs OAK,W  38-35,2,13,6.5,1,0
Garrett Celek,SF,vs ATL,W  17-16,2,12,6.0,2,0
Javontee Herndon,,vs CHI,L  19-22,1,12,12.0,0,0
Doug Martin,TB,vs NYG,L  18-32,2,12,6.0,0,1
Jarius Wright,MIN,vs,W  21-18,1,12,12.0,0,0
Rhett Ellison,MIN,vs,W  21-18,2,11,5.5,0,0
Jerick McKinnon,MIN,vs,W  21-18,2,11,5.5,0,0
Jared Cook,,@ MIN,L  18-21,1,10,10.0,0,0
Jerome Cunningham,NYG,@ TB,W  32-18,2,10,5.0,0,0
Josh Huff,PHI,@ DAL,W  33-27,2,10,5.0,0,0
Lee Smith,OAK,@ PIT,L  35-38,1,10,10.0,0,0
Dion Sims,MIA,@ BUF,L  17-33,1,9,9.0,0,0
Ryan Tannehill,MIA,@ BUF,L  17-33,1,9,9.0,0,1
Ahmad Bradshaw,IND,vs DEN,W  27-24,1,8,8.0,1,0
Lucky Whitehead,DAL,vs PHI,L  27-33,1,8,8.0,0,0
Rex Burkhead,CIN,vs CLE,W  31-10,1,7,7.0,0,0
LeSean McCoy,BUF,vs MIA,W  33-17,2,7,3.5,0,0
Andre Williams,NYG,@ TB,W  32-18,1,7,7.0,0,0
Josh Bellamy,CHI,@,W  22-19,1,6,6.0,0,0
Jordan Cameron,MIA,@ BUF,L  17-33,1,6,6.0,0,0
Charles Clay,BUF,vs MIA,W  33-17,1,6,6.0,0,0
Ed Dickson,CAR,vs GB,W  37-29,1,6,6.0,0,0
Nic Jacobs,,@ NYJ,L  23-28,1,6,6.0,0,0
Taiwan Jones,OAK,@ PIT,L  35-38,1,6,6.0,0,1
MyCole Pruitt,MIN,vs,W  21-18,1,6,6.0,0,0
Scott Chandler,NE,vs WAS,W  27-10,1,5,5.0,0,0
Jorvorskie Lane,TB,vs NYG,L  18-32,1,5,5.0,0,0
Darren McFadden,DAL,vs PHI,L  27-33,1,5,5.0,0,0
C.J. Anderson,DEN,@ IND,L  24-27,1,4,4.0,0,0
Donteea Dye,TB,vs NYG,L  18-32,1,4,4.0,0,0
Charles Sims,TB,vs NYG,L  18-32,1,4,4.0,0,1
Brandon Tate,CIN,vs CLE,W  31-10,1,4,4.0,0,0
Mike Wallace,MIN,vs,W  21-18,1,4,4.0,0,0
Taylor Gabriel,CLE,@ CIN,L  10-31,1,3,3.0,0,0
Bradley Marquez,,@ MIN,L  18-21,1,3,3.0,0,0
Darren Sproles,PHI,@ DAL,W  33-27,2,3,1.5,0,0
Myles White,NYG,@ TB,W  32-18,1,3,3.0,0,0
Bruce Ellington,SF,vs ATL,W  17-16,2,2,1.0,0,0
C.J. Spiller,NO,vs TEN,L  28-34,1,2,2.0,0,0
Jonathan Stewart,CAR,vs GB,W  37-29,1,2,2.0,0,0
Dwayne Harris,NYG,@ TB,W  32-18,1,1,1.0,0,0
Michael Hoomanawanui,NO,vs TEN,L  28-34,1,1,1.0,1,0
Levine Toilolo,ATL,@ SF,L  16-17,1,1,1.0,0,0
Clive Walford,OAK,@ PIT,L  35-38,1,1,1.0,1,0
Dwayne Allen,IND,vs DEN,W  27-24,0,0,0.0,0,0
Andre Caldwell,DEN,@ IND,L  24-27,0,0,0.0,0,0
Derek Carrier,WAS,@ NE,L  10-27,0,0,0.0,0,0
Vernon Davis,DEN,@ IND,L  24-27,0,0,0.0,0,0
Kellen Davis,NYJ,vs,W  28-23,0,0,0.0,0,0
Malcom Floyd,,vs CHI,L  19-22,0,0,0.0,0,0
James Hanna,DAL,vs PHI,L  27-33,0,0,0.0,0,0
Darrius Heyward-Bey,PIT,vs OAK,W  38-35,0,0,0.0,0,0
Jeremy Hill,CIN,vs CLE,W  31-10,1,0,0.0,0,0
Andre Holmes,OAK,@ PIT,L  35-38,0,0,0.0,0,0
Greg Jennings,MIA,@ BUF,L  17-33,0,0,0.0,0,0
Andre Johnson,IND,vs DEN,W  27-24,0,0,0.0,0,0
Eddie Lacy,GB,@ CAR,L  29-37,0,0,0.0,0,1
Ryan Mathews,PHI,@ DAL,W  33-27,0,0,0.0,0,0
Denard Robinson,,@ NYJ,L  23-28,0,0,0.0,0,0
Russell Shepard,TB,vs NYG,L  18-32,0,0,0.0,0,0
Jerome Simpson,SF,vs ATL,W  17-16,0,0,0.0,0,0
Jordan Todman,PIT,vs OAK,W  38-35,0,0,0.0,0,0
Nick Williams,ATL,@ SF,L  16-17,0,0,0.0,0,0
Robert Woods,BUF,vs MIA,W  33-17,0,0,0.0,0,0
Rashad Jennings,NYG,@ TB,W  32-18,1,-1,-1.0,0,0
Latavius Murray,OAK,@ PIT,L  35-38,2,-1,-0.5,0,1
Brian Quick,,@ MIN,L  18-21,1,-1,-1.0,0,0
Markus Wheaton,PIT,vs OAK,W  38-35,1,-2,-2.0,0,0
Tre Mason,,@ MIN,L  18-21,1,-4,-4.0,0,0
