Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Marquette King,OAK,vs BAL,W  37-33,2,118,59.0,49.0,1,1,70,0
Matt Bosher,ATL,@ NYG,W  24-20,5,273,54.6,37.4,1,0,69,0
Ryan Allen,NE,@ BUF,W  40-32,1,54,54.0,40.0,0,0,54,0
Brad Nortman,CAR,vs HOU,W  24-17,7,377,53.9,42.7,1,0,65,0
Kevin Huber,CIN,vs,W  24-19,3,161,53.7,47.0,1,2,58,0
Andy Lee,CLE,vs TEN,W  28-14,6,319,53.2,43.0,1,2,62,0
Dustin Colquitt,KC,vs DEN,L  24-31,4,210,52.5,52.5,0,1,58,0
Chris Jones,DAL,@ PHI,W  20-10,6,315,52.5,45.8,1,2,61,0
Donnie Jones,PHI,vs DAL,L  10-20,6,302,50.3,43.0,0,1,59,1
Brett Kern,TEN,@ CLE,L  14-28,6,298,49.7,24.0,0,1,55,0
Pat McAfee,IND,vs NYJ,L  7-20,3,149,49.7,49.7,0,1,57,0
Shane Lechler,HOU,@ CAR,L  17-24,8,388,48.5,43.0,0,3,60,0
Matt Darr,MIA,@,L  20-23,6,289,48.2,39.5,1,0,54,0
Mike Scifres,,@ CIN,L  19-24,3,144,48.0,38.3,0,0,53,0
Johnny Hekker,,@ WAS,L  10-24,8,381,47.6,46.1,0,4,53,0
Jordan Berry,PIT,vs SF,W  43-18,3,142,47.3,43.7,0,2,62,0
Tim Masthay,GB,vs SEA,W  27-17,3,139,46.3,39.0,0,0,49,0
Sam Koch,BAL,@ OAK,L  33-37,2,92,46.0,43.5,0,1,46,0
Pat O'Donnell,CHI,vs ARI,L  23-48,5,229,45.8,40.6,1,1,55,0
Bryan Anger,,vs MIA,W  23-20,7,317,45.3,38.9,1,1,56,0
Britton Colquitt,DEN,@ KC,W  31-24,7,314,44.9,42.7,0,1,56,0
Jeff Locke,MIN,vs DET,W  26-16,3,134,44.7,44.0,0,2,53,0
Sam Martin,DET,@ MIN,L  16-26,4,177,44.3,34.5,0,2,53,0
Thomas Morstead,NO,vs TB,L  19-26,4,175,43.8,35.3,0,1,55,0
Bradley Pinion,SF,@ PIT,L  18-43,4,171,42.8,38.8,0,1,47,0
Colton Schmidt,BUF,vs NE,L  32-40,6,249,41.5,34.7,0,2,54,0
Brad Wing,NYG,vs ATL,L  20-24,4,164,41.0,38.5,0,3,47,0
Tress Way,WAS,vs,W  24-10,6,244,40.7,37.3,1,1,56,0
Drew Butler,ARI,@ CHI,W  48-23,3,121,40.3,33.7,0,2,43,0
Jon Ryan,SEA,@ GB,L  17-27,5,201,40.2,36.2,1,2,58,0
Jacob Schum,TB,@ NO,W  26-19,3,116,38.7,38.7,0,1,40,0
Ryan Quigley,NYJ,@ IND,W  20-7,5,170,34.0,34.0,0,3,40,0
