Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Mike Hilton,PIT,@ OAK,L  21-24,1.0,6.0,2,6,2,0,1
Justin Houston,KC,vs BAL,W  27-24,1.0,13.0,0,5,1,1,1
Margus Hunt,IND,@ HOU,W  24-21,1.0,5.0,1,1,2,0,0
Danielle Hunter,MIN,@ SEA,L  7-21,1.0,5.0,2,2,1,0,0
Bruce Irvin,ATL,@ GB,L  20-34,1.0,3.0,1,1,0,0,0
Myles Jack,JAX,@ TEN,L  9-30,1.0,0.0,1,8,5,0,0
Chris Jones,KC,vs BAL,W  27-24,1.0,7.0,1,3,0,0,0
Matt Judon,BAL,@ KC,L  24-27,1.0,9.0,5,2,0,0,0
Ryan Kerrigan,WAS,vs NYG,L  16-40,1.0,14.0,2,4,3,0,0
A.J. Klein,NO,@ TB,W  28-14,1.0,4.0,1,4,0,0,0
Darius Leonard,IND,@ HOU,W  24-21,1.0,9.0,1,9,3,0,0
Khalil Mack,CHI,vs LA,W  15-6,1.0,5.0,1,2,1,1,0
Cameron Malveaux,ARI,vs DET,L  3-17,1.0,5.0,1,1,0,0,0
Jacob Martin,SEA,vs MIN,W  21-7,1.0,0.0,2,1,0,1,0
Clay Matthews,GB,vs ATL,W  34-20,1.0,9.0,2,3,0,0,0
Josh Mauro,NYG,@ WAS,W  40-16,1.0,7.0,1,2,0,0,0
Bobby McCain,MIA,vs NE,W  34-33,1.0,7.0,1,4,2,0,0
Clinton McDonald,OAK,vs PIT,W  24-21,1.0,6.0,1,1,2,0,0
Von Miller,DEN,@ SF,L  14-20,1.0,9.0,3,3,0,0,0
Kenny Moore,IND,@ HOU,W  24-21,1.0,9.0,1,6,1,0,0
Captain Munnerlyn,CAR,@ CLE,L  20-26,1.0,6.0,1,2,0,0,0
Carl Nassib,TB,vs NO,L  14-28,1.0,3.0,0,3,0,1,0
Uchenna Nwosu,LAC,vs CIN,W  26-21,1.0,9.0,1,1,1,0,0
Romeo Okwara,DET,@ ARI,W  17-3,1.0,7.0,3,2,1,0,0
Da'Ron Payne,WAS,vs NYG,L  16-40,1.0,8.0,1,3,2,0,0
Kevin Pierre-Louis,NYJ,@ BUF,W  27-23,1.0,0.0,2,3,0,1,0
Robert Quinn,MIA,vs NE,W  34-33,1.0,7.0,2,1,2,0,0
Sheldon Rankins,NO,@ TB,W  28-14,1.0,14.0,3,1,2,0,0
D.J. Reed,SF,vs DEN,W  20-14,1.0,5.0,1,10,2,1,0
A'Shawn Robinson,DET,@ ARI,W  17-3,1.0,8.0,2,4,4,0,0
Logan Ryan,TEN,vs JAX,W  30-9,1.0,14.0,1,5,2,0,0
John Simon,NE,@ MIA,L  33-34,1.0,8.0,1,1,0,0,0
Desmond Trufant,ATL,@ GB,L  20-34,1.0,10.0,1,4,1,0,0
Stephon Tuitt,PIT,@ OAK,L  21-24,1.0,10.0,1,2,1,0,0
J.J. Watt,HOU,vs IND,L  21-24,1.0,8.0,2,2,0,0,0
Henry Anderson,NYJ,@ BUF,W  27-23,0.5,3.0,2,2,1,0,0
Andrew Billings,CIN,@ LAC,L  21-26,0.5,3.5,1,0,1,0,0
Sharif Finch,TEN,vs JAX,W  30-9,0.5,5.5,0,1,1,1,1
Neville Hewitt,NYJ,@ BUF,W  27-23,0.5,3.0,1,5,2,0,0
Jonathan Jones,NE,@ MIA,L  33-34,0.5,4.0,1,1,1,0,0
Kareem Martin,NYG,@ WAS,W  40-16,0.5,2.0,3,1,1,0,0
Christian Ringo,CIN,@ LAC,L  21-26,0.5,3.5,1,1,2,0,0
Za'Darius Smith,BAL,@ KC,L  24-27,0.5,4.0,3,2,2,0,0
Terrell Suggs,BAL,@ KC,L  24-27,0.5,4.0,2,3,1,0,0
Kyle Van Noy,NE,@ MIA,L  33-34,0.5,4.0,2,3,3,0,0
Oday Aboushi,ARI,vs DET,L  3-17,0.0,0.0,0,0,0,0,0
Mike Adams,CAR,@ CLE,L  20-26,0.0,0.0,0,0,1,0,0
Andrew Adams,TB,vs NO,L  14-28,0.0,0.0,0,4,1,0,0
Montravius Adams,GB,vs ATL,W  34-20,0.0,0.0,0,1,0,0,0
Jamal Adams,NYJ,@ BUF,W  27-23,0.0,0.0,2,1,1,0,1
Matthew Adams,IND,@ HOU,W  24-21,0.0,0.0,1,4,2,0,0
Jahleel Addae,LAC,vs CIN,W  26-21,0.0,0.0,0,7,2,0,0
Walt Aikens,MIA,vs NE,W  34-33,0.0,0.0,0,0,0,0,0
Lorenzo Alexander,BUF,vs NYJ,L  23-27,0.0,0.0,0,1,0,0,0
Maurice Alexander,SEA,vs MIN,W  21-7,0.0,0.0,0,0,0,0,0
Mackensie Alexander,MIN,@ SEA,L  7-21,0.0,0.0,0,1,0,0,0
Jaire Alexander,GB,vs ATL,W  34-20,0.0,0.0,0,10,0,0,0
Robert Alford,ATL,@ GB,L  20-34,0.0,0.0,0,4,0,0,0
Beau Allen,TB,vs NO,L  14-28,0.0,0.0,0,1,0,0,0
Jonathan Allen,WAS,vs NYG,L  16-40,0.0,0.0,0,1,2,0,0
Javorius Allen,BAL,@ KC,L  24-27,0.0,0.0,0,0,0,0,0
Kiko Alonso,MIA,vs NE,W  34-33,0.0,0.0,0,8,2,0,0
Tyson Alualu,PIT,@ OAK,L  21-24,0.0,0.0,1,1,0,0,0
David Amerson,ARI,vs DET,L  3-17,0.0,0.0,0,6,1,0,0
Adrian Amos,CHI,vs LA,W  15-6,0.0,0.0,0,2,0,0,0
Prince Amukamara,CHI,vs LA,W  15-6,0.0,0.0,0,5,1,0,0
Eli Ankou,JAX,@ TEN,L  9-30,0.0,0.0,0,1,1,0,0
Ezekiel Ansah,DET,@ ARI,W  17-3,0.0,0.0,0,0,1,0,0
Alex Anzalone,NO,@ TB,W  28-14,0.0,0.0,2,2,0,0,0
Eli Apple,NO,@ TB,W  28-14,0.0,0.0,0,2,1,0,0
