Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
James Harrison,PIT,vs IND,W  45-10,3.0,21.0,3,6,1,1,0
Olivier Vernon,MIA,vs BAL,W  15-13,2.5,22.5,5,4,2,0,0
Robert Ayers,NYG,vs NYJ,L  20-23,2.0,9.0,4,3,2,0,0
Connor Barwin,PHI,@ NE,W  35-28,2.0,14.0,2,3,3,0,0
Frank Clark,SEA,@ MIN,W  38-7,2.0,8.0,3,2,0,0,0
William Gholston,TB,vs ATL,W  23-19,2.0,6.0,3,2,1,0,0
Eddie Goldman,CHI,vs SF,L  20-26,2.0,14.0,3,3,0,0,0
Brandon Graham,PHI,@ NE,W  35-28,2.0,10.0,3,4,0,0,0
Demarcus Lawrence,DAL,@ WAS,W  19-16,2.0,15.0,2,4,0,1,0
Khalil Mack,OAK,vs KC,L  20-34,2.0,10.0,3,5,3,0,0
Von Miller,DEN,@,W  17-3,2.0,15.0,5,4,0,1,1
Brian Robison,MIN,vs SEA,L  7-38,2.0,14.0,2,3,0,0,0
Telvin Smith,JAX,@ TEN,L  39-42,2.0,1.0,2,7,2,1,0
Devin Taylor,DET,vs GB,L  23-27,2.0,18.0,3,3,0,1,0
Frank Zombo,KC,@ OAK,W  34-20,2.0,14.0,2,2,0,0,0
Willie Young,CHI,vs SF,L  20-26,1.5,9.0,2,2,1,0,0
Kwon Alexander,TB,vs ATL,W  23-19,1.0,8.0,2,6,4,1,0
Maurice Alexander,,vs ARI,L  3-27,1.0,9.0,2,2,0,0,0
Will Allen,PIT,vs IND,W  45-10,1.0,5.0,1,2,1,0,0
Tyson Alualu,JAX,@ TEN,L  39-42,1.0,8.0,1,2,0,0,0
Ezekiel Ansah,DET,vs GB,L  23-27,1.0,9.0,3,3,0,0,0
Shaquil Barrett,DEN,@,W  17-3,1.0,3.0,2,3,0,0,0
Michael Bennett,SEA,@ MIN,W  38-7,1.0,8.0,2,3,1,0,0
Sergio Brown,JAX,@ TEN,L  39-42,1.0,2.0,1,3,1,0,0
Jurrell Casey,TEN,vs JAX,W  42-39,1.0,9.0,1,1,2,0,0
Mike Catapano,NYJ,@ NYG,W  23-20,1.0,3.0,1,1,1,0,0
Ha Ha Clinton-Dix,GB,@ DET,W  27-23,1.0,4.0,2,4,3,0,0
Jadeveon Clowney,HOU,@ BUF,L  21-30,1.0,8.0,1,3,0,0,0
Thomas Davis,CAR,@ NO,W  41-38,1.0,9.0,1,7,0,1,0
Aaron Donald,,vs ARI,L  3-27,1.0,4.0,5,5,2,0,0
Carlos Dunlap,CIN,@ CLE,W  37-3,1.0,5.0,2,3,0,1,0
Jerry Hughes,BUF,vs HOU,W  30-21,1.0,10.0,1,4,2,0,0
Micah Hyde,GB,@ DET,W  27-23,1.0,3.0,1,1,1,0,0
Melvin Ingram,,vs DEN,L  3-17,1.0,7.0,1,6,1,0,0
Bruce Irvin,SEA,@ MIN,W  38-7,1.0,8.0,1,3,0,1,0
Grady Jarrett,ATL,@ TB,L  19-23,1.0,5.0,1,4,0,0,0
Cullen Jenkins,NYG,vs NYJ,L  20-23,1.0,8.0,1,1,1,0,0
Derrick Johnson,KC,@ OAK,W  34-20,1.0,0.0,0,13,1,1,0
Michael Johnson,CIN,@ CLE,W  37-3,1.0,10.0,1,2,0,0,0
Cameron Jordan,NO,vs CAR,L  38-41,1.0,9.0,1,3,3,0,0
Paul Kruger,CLE,vs CIN,L  3-37,1.0,6.0,1,1,0,0,0
Sean Lee,DAL,@ WAS,W  19-16,1.0,11.0,1,6,7,0,0
Jerod Mayo,NE,vs PHI,L  28-35,1.0,0.0,1,2,2,0,0
Arthur Moats,PIT,vs IND,W  45-10,1.0,8.0,3,2,1,0,0
Trent Murphy,WAS,vs DAL,L  16-19,1.0,2.0,1,2,0,0,0
Domata Peko,CIN,@ CLE,W  37-3,1.0,10.0,1,2,0,0,0
Julius Peppers,GB,@ DET,W  27-23,1.0,8.0,1,3,0,1,0
Bacarri Rambo,BUF,vs HOU,W  30-21,1.0,8.0,1,4,2,0,0
Shane Ray,DEN,@,W  17-3,1.0,5.0,1,3,1,0,0
Kawann Short,CAR,@ NO,W  41-38,1.0,9.0,1,2,0,0,0
Daryl Smith,BAL,@ MIA,L  13-15,1.0,4.0,1,9,0,0,0
Daniel Sorensen,KC,@ OAK,W  34-20,1.0,7.0,1,3,1,0,0
Jaquiski Tartt,SF,@ CHI,W  26-20,1.0,8.0,1,5,2,0,0
Muhammad Wilkerson,NYJ,@ NYG,W  23-20,1.0,9.0,2,2,1,0,0
