Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Keenan Allen,,vs DET,W  33-28,15,166,11.1,0,0
Julio Jones,ATL,vs PHI,W  26-24,9,141,15.7,2,0
Antonio Brown,PIT,@ NE,L  21-28,9,133,14.8,1,0
Austin Seferian-Jenkins,TB,vs TEN,L  14-42,5,110,22.0,2,0
Travis Kelce,KC,@ HOU,W  27-20,6,106,17.7,2,0
Nate Washington,HOU,vs KC,L  20-27,6,105,17.5,0,0
Tyler Eifert,CIN,@ OAK,W  33-13,9,104,11.6,2,0
Jordan Matthews,PHI,@ ATL,L  24-26,10,102,10.2,0,0
Kendall Wright,TEN,@ TB,W  42-14,4,101,25.2,1,0
DeAndre Hopkins,HOU,vs KC,L  20-27,9,98,10.9,2,0
Mark Ingram,NO,@ ARI,L  19-31,8,98,12.2,0,0
Julian Edelman,NE,vs PIT,W  28-21,11,97,8.8,0,0
Rob Gronkowski,NE,vs PIT,W  28-21,5,94,18.8,3,0
Travis Benjamin,CLE,@ NYJ,L  10-31,3,89,29.7,1,0
T.Y. Hilton,IND,@ BUF,L  14-27,7,88,12.6,0,0
Larry Fitzgerald,ARI,vs NO,W  31-19,6,87,14.5,0,0
Jared Cook,,vs SEA,W  34-31,5,85,17.0,0,0
Heath Miller,PIT,@ NE,L  21-28,8,84,10.5,0,0
Roddy White,ATL,vs PHI,W  26-24,4,84,21.0,0,0
Darren Fells,ARI,vs NO,W  31-19,4,82,20.5,1,0
Steve Johnson,,vs DET,W  33-28,6,82,13.7,1,0
Percy Harvin,BUF,vs IND,W  27-14,5,79,15.8,1,0
Alshon Jeffery,CHI,vs GB,L  23-31,5,78,15.6,0,0
Benny Cunningham,,vs SEA,W  34-31,4,77,19.2,0,0
Jermaine Kearse,SEA,@,L  31-34,8,76,9.5,0,0
Darren Sproles,PHI,@ ATL,L  24-26,7,76,10.9,0,0
Pierre Garcon,WAS,vs MIA,L  10-17,6,74,12.3,0,0
Ladarius Green,,vs DET,W  33-28,5,74,14.8,1,0
Jordan Cameron,MIA,@ WAS,W  17-10,4,73,18.2,0,0
Lance Dunbar,DAL,vs NYG,W  27-26,8,70,8.8,0,0
Emmanuel Sanders,DEN,vs BAL,W  19-13,8,65,8.1,0,0
A.J. Green,CIN,@ OAK,W  33-13,5,63,12.6,0,0
Jordan Reed,WAS,vs MIA,L  10-17,7,63,9.0,1,0
Willie Snead,NO,@ ARI,L  19-31,1,63,63.0,0,0
Mike Wallace,MIN,@ SF,L  3-20,6,63,10.5,0,0
Brandon Marshall,NYJ,vs CLE,W  31-10,6,62,10.3,1,0
Allen Hurns,,vs CAR,L  9-20,5,60,12.0,0,1
Demaryius Thomas,DEN,vs BAL,W  19-13,7,60,8.6,0,0
Terrance Williams,DAL,vs NYG,W  27-26,5,60,12.0,0,0
Jason Witten,DAL,vs NYG,W  27-26,8,60,7.5,2,0
Davante Adams,GB,@ CHI,W  31-23,4,59,14.8,0,0
Marquess Wilson,CHI,vs GB,L  23-31,2,59,29.5,0,0
Stedman Bailey,,vs SEA,W  34-31,3,58,19.3,0,0
Darrius Heyward-Bey,PIT,@ NE,L  21-28,4,58,14.5,0,0
Cecil Shorts,HOU,vs KC,L  20-27,4,57,14.2,0,0
Martellus Bennett,CHI,vs GB,L  23-31,5,55,11.0,1,0
David Johnson,ARI,vs NO,W  31-19,1,55,55.0,1,0
Chris Owusu,NYJ,vs CLE,W  31-10,4,55,13.8,0,0
Markus Wheaton,PIT,@ NE,L  21-28,3,55,18.3,0,0
Ted Ginn,CAR,@,W  20-9,2,54,27.0,0,0
Eric Ebron,DET,@,L  28-33,4,53,13.2,1,0
Jarvis Landry,MIA,@ WAS,W  17-10,8,53,6.6,0,0
Kyle Rudolph,MIN,@ SF,L  3-20,5,53,10.6,0,0
Jeremy Maclin,KC,@ HOU,W  27-20,5,52,10.4,0,0
Jimmy Graham,SEA,@,L  31-34,6,51,8.5,1,0
Vincent Jackson,TB,vs TEN,L  14-42,4,51,12.8,0,0
James Jones,GB,@ CHI,W  31-23,4,51,12.8,2,0
Dion Lewis,NE,vs PIT,W  28-21,4,51,12.8,0,0
Khiry Robinson,NO,@ ARI,L  19-31,5,51,10.2,0,0
Cole Beasley,DAL,vs NYG,W  27-26,4,49,12.2,0,1
Brandin Cooks,NO,@ ARI,L  19-31,4,49,12.2,0,0
Dez Bryant,DAL,vs NYG,W  27-26,5,48,9.6,0,0
Amari Cooper,OAK,vs CIN,L  13-33,5,47,9.4,0,0
Vernon Davis,SF,vs MIN,W  20-3,3,47,15.7,0,0
John Brown,ARI,vs NO,W  31-19,4,46,11.5,1,0
Jamaal Charles,KC,@ HOU,W  27-20,5,46,9.2,1,0
Zach Ertz,PHI,@ ATL,L  24-26,3,46,15.3,0,0
LeSean McCoy,BUF,vs IND,W  27-14,3,46,15.3,0,0
Donte Moncrief,IND,@ BUF,L  14-27,6,46,7.7,1,0
Jerricho Cotchery,CAR,@,W  20-9,4,45,11.2,1,0
Phillip Dorsett,IND,@ BUF,L  14-27,2,45,22.5,0,1
Shane Vereen,NYG,@ DAL,L  26-27,4,45,11.2,0,0
Ameer Abdullah,DET,@,L  28-33,4,44,11.0,0,0
Odell Beckham,NYG,@ DAL,L  26-27,5,44,8.8,0,0
Charles Clay,BUF,vs IND,W  27-14,4,43,10.8,0,0
Delanie Walker,TEN,@ TB,W  42-14,3,43,14.3,1,0
Lance Kendricks,,vs SEA,W  34-31,2,42,21.0,1,0
Joseph Randle,DAL,vs NYG,W  27-26,3,42,14.0,0,0
Brandon Coleman,NO,@ ARI,L  19-31,4,41,10.2,1,0
Garrett Celek,SF,vs MIN,W  20-3,3,40,13.3,0,0
Calvin Johnson,DET,@,L  28-33,2,39,19.5,0,0
Gary Barnidge,CLE,@ NYJ,L  10-31,3,38,12.7,0,0
Randall Cobb,GB,@ CHI,W  31-23,5,38,7.6,1,0
Kenny Britt,,vs SEA,W  34-31,2,37,18.5,0,0
Michael Crabtree,OAK,vs CIN,L  13-33,5,37,7.4,0,0
Eric Decker,NYJ,vs CLE,W  31-10,2,37,18.5,1,0
Theo Riddick,DET,@,L  28-33,2,37,18.5,1,0
Anquan Boldin,SF,vs MIN,W  20-3,4,36,9.0,0,0
Latavius Murray,OAK,vs CIN,L  13-33,7,36,5.1,0,0
Andre Roberts,WAS,vs MIA,L  10-17,3,36,12.0,0,0
Doug Baldwin,SEA,@,L  31-34,7,35,5.0,0,0
Tyler Lockett,SEA,@,L  31-34,4,34,8.5,0,0
Rishard Matthews,MIA,@ WAS,W  17-10,4,34,8.5,1,0
Mohamed Sanu,CIN,@ OAK,W  33-13,2,34,17.0,0,0
Daniel Fells,NYG,@ DAL,L  26-27,3,33,11.0,0,0
Marshawn Lynch,SEA,@,L  31-34,5,31,6.2,0,0
Marques Colston,NO,@ ARI,L  19-31,3,29,9.7,0,0
Malcom Floyd,,vs DET,W  33-28,1,29,29.0,0,0
Devonta Freeman,ATL,vs PHI,W  26-24,3,29,9.7,0,0
Greg Jennings,MIA,@ WAS,W  17-10,3,29,9.7,0,0
Matt Asiata,MIN,@ SF,L  3-20,2,28,14.0,0,0
Rashad Greene,,vs CAR,L  9-20,7,28,4.0,1,0
Joique Bell,DET,@,L  28-33,2,27,13.5,0,0
