Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Sam Martin,DET,vs CHI,W  37-34,4,221,55.3,48.5,0,0,60,0
Donnie Jones,PHI,vs NYG,W  27-7,4,217,54.3,49.0,1,1,57,0
Sam Koch,BAL,@ SF,L  20-25,3,159,53.0,51.7,0,2,62,0
Jon Ryan,SEA,vs CAR,L  23-27,7,351,50.1,44.7,1,2,68,0
Ryan Quigley,NYJ,vs WAS,W  34-20,1,49,49.0,24.5,0,1,49,1
Brad Nortman,CAR,@ SEA,W  27-23,5,243,48.6,43.0,0,1,59,0
Colton Schmidt,BUF,vs CIN,L  21-34,5,243,48.6,41.2,0,0,53,0
Tress Way,WAS,@ NYJ,L  20-34,6,288,48.0,42.3,0,1,53,0
Ryan Allen,NE,@ IND,W  34-27,5,239,47.8,44.8,0,2,57,0
Pat McAfee,IND,vs NE,L  27-34,6,287,47.8,46.5,0,3,56,0
Jordan Berry,PIT,vs ARI,W  25-13,5,238,47.6,39.0,1,1,79,0
Bryan Anger,,vs HOU,L  20-31,5,234,46.8,37.8,1,2,55,0
Andy Lee,CLE,vs DEN,L  23-26,7,322,46.0,40.4,1,2,60,0
Britton Colquitt,DEN,@ CLE,W  26-23,7,319,45.6,37.9,1,0,57,0
Jeff Locke,MIN,vs KC,W  16-10,4,181,45.3,34.3,1,0,50,0
Pat O'Donnell,CHI,@ DET,L  34-37,5,222,44.4,44.4,0,2,52,0
Brandon Fields,NO,vs ATL,W  31-21,4,175,43.8,33.5,1,1,57,0
Matt Darr,MIA,@ TEN,W  38-10,3,131,43.7,39.0,0,1,47,0
Drew Butler,ARI,@ PIT,L  13-25,3,129,43.0,33.7,1,1,48,0
Brad Wing,NYG,@ PHI,L  7-27,8,339,42.4,39.3,0,2,51,0
Dustin Colquitt,KC,@ MIN,L  10-16,6,250,41.7,39.3,0,3,55,0
Brett Kern,TEN,vs MIA,L  10-38,3,125,41.7,39.7,0,2,61,0
Matt Bosher,ATL,@ NO,L  21-31,3,124,41.3,28.0,0,0,47,1
Tim Masthay,GB,vs,W  27-20,4,162,40.5,42.3,0,2,50,0
Kevin Huber,CIN,@ BUF,W  34-21,3,121,40.3,40.3,0,3,52,0
Shane Lechler,HOU,@,W  31-20,3,119,39.7,30.7,1,1,43,0
Mike Scifres,,@ GB,L  20-27,3,117,39.0,26.3,1,0,44,0
Bradley Pinion,SF,vs BAL,W  25-20,4,152,38.0,30.8,1,1,52,0
Nick Novak,HOU,@,W  31-20,1,36,36.0,16.0,1,0,36,0
