Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Johnny Hekker,LA,vs PHI,L  35-43,5,282,56.4,50.2,1,3,64,0
Drew Kaser,LAC,vs WAS,W  30-13,5,264,52.8,46.4,1,2,61,0
Britton Colquitt,CLE,vs GB,L  21-27,4,209,52.3,36.5,0,3,56,0
Shane Lechler,HOU,vs SF,L  16-26,6,314,52.3,43.2,2,1,63,0
Brett Kern,TEN,@ ARI,L  7-12,6,313,52.2,46.7,0,2,58,0
Kevin Huber,CIN,vs CHI,L  7-33,5,251,50.2,48.8,0,2,57,0
Riley Dixon,DEN,vs NYJ,W  23-0,5,247,49.4,41.6,2,2,60,0
Bryan Anger,TB,vs DET,L  21-24,3,148,49.3,44.0,0,0,56,0
Justin Vogel,GB,@ CLE,W  27-21,4,191,47.8,41.5,1,1,55,0
Ryan Allen,NE,@ MIA,L  20-27,7,334,47.7,46.4,0,3,53,0
Chris Jones,DAL,@ NYG,W  30-10,4,190,47.5,43.3,1,1,58,0
Donnie Jones,PHI,@ LA,W  43-35,3,142,47.3,36.3,0,1,62,1
Pat O'Donnell,CHI,@ CIN,W  33-7,3,142,47.3,43.3,0,2,50,0
Jordan Berry,PIT,vs BAL,W  39-38,3,141,47.0,47.0,0,0,48,0
Lachlan Edwards,NYJ,@ DEN,L  0-23,8,365,45.6,37.9,0,0,56,0
Jon Ryan,SEA,@ JAX,L  24-30,4,181,45.3,27.3,0,2,60,0
Matt Haack,MIA,vs NE,W  27-20,7,315,45.0,39.7,0,2,56,0
Andy Lee,ARI,vs TEN,W  12-7,6,270,45.0,42.7,0,2,56,0
Ryan Quigley,MIN,@ CAR,L  24-31,3,131,43.7,41.3,0,1,48,0
Brad Wing,NYG,vs DAL,L  10-30,8,347,43.4,33.9,2,3,55,0
Michael Palardy,CAR,vs MIN,W  31-24,6,260,43.3,34.3,0,2,56,0
Tress Way,WAS,@ LAC,L  13-30,8,345,43.1,37.3,0,3,56,0
Sam Koch,BAL,@ PIT,L  38-39,3,125,41.7,42.3,0,2,49,0
Thomas Morstead,NO,@ ATL,L  17-20,5,208,41.6,40.8,0,2,49,0
Matt Bosher,ATL,vs NO,W  20-17,2,83,41.5,41.5,0,0,49,0
Sam Martin,DET,@ TB,W  24-21,5,207,41.4,33.4,2,1,50,0
Bradley Pinion,SF,@ HOU,W  26-16,5,207,41.4,40.8,0,2,54,0
Marquette King,OAK,@ KC,L  15-26,7,286,40.9,35.6,1,1,53,0
Brad Nortman,JAX,vs SEA,W  30-24,5,194,38.8,37.8,0,1,44,0
Rigoberto Sanchez,IND,@ BUF,L  7-13,7,269,38.4,35.6,1,2,47,0
Colton Schmidt,BUF,vs IND,W  13-7,6,230,38.3,38.0,0,2,48,0
Dustin Colquitt,KC,vs OAK,W  26-15,3,103,34.3,34.3,0,2,55,0
