Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Antonio Brown,PIT,@ NO,L  28-31,14,185,13.2,2,0
Robby Anderson,NYJ,vs GB,L  38-44,9,140,15.6,1,0
T.Y. Hilton,IND,vs NYG,W  28-27,7,138,19.7,0,0
Doug Baldwin,SEA,vs KC,W  38-31,7,126,18.0,1,0
Kyle Rudolph,MIN,@ DET,W  27-9,9,122,13.6,2,0
Nelson Agholor,PHI,vs HOU,W  32-30,5,116,23.2,1,0
JuJu Smith-Schuster,PIT,@ NO,L  28-31,11,115,10.5,0,1
Sterling Shepard,NYG,@ IND,L  27-28,6,113,18.8,0,0
Zach Ertz,PHI,vs HOU,W  32-30,12,110,9.2,2,0
Michael Thomas,NO,vs PIT,W  31-28,11,109,9.9,1,0
DeAndre Hopkins,HOU,@ PHI,L  30-32,9,104,11.6,0,0
Tyler Lockett,SEA,vs KC,W  38-31,4,99,24.8,0,0
Equanimeous St. Brown,GB,@ NYJ,W  44-38,5,94,18.8,0,0
Mike Evans,TB,@ DAL,L  20-27,6,90,15.0,1,0
Calvin Ridley,ATL,@ CAR,W  24-10,3,90,30.0,1,0
Robert Woods,LA,@ ARI,W  31-9,6,89,14.8,1,0
Evan Engram,NYG,@ IND,L  27-28,6,87,14.5,0,0
Allen Robinson,CHI,@ SF,W  14-9,6,85,14.2,0,1
Mark Andrews,BAL,@ LAC,W  22-10,2,83,41.5,1,0
Christopher Herndon,NYJ,vs GB,L  38-44,6,82,13.7,1,0
Alshon Jeffery,PHI,vs HOU,W  32-30,3,82,27.3,0,0
Alvin Kamara,NO,vs PIT,W  31-28,4,82,20.5,0,0
Mohamed Sanu,ATL,@ CAR,W  24-10,5,81,16.2,1,0
Adam Thielen,MIN,@ DET,W  27-9,5,80,16.0,0,0
Adam Humphries,TB,@ DAL,L  20-27,10,79,7.9,0,0
Jamison Crowder,WAS,@ TEN,L  16-25,5,78,15.6,0,0
Christian McCaffrey,CAR,vs ATL,L  10-24,12,77,6.4,0,0
Breshad Perriman,CLE,vs CIN,W  26-18,2,76,38.0,0,0
Darren Sproles,PHI,vs HOU,W  32-30,3,76,25.3,1,0
Jordy Nelson,OAK,vs DEN,W  27-14,7,75,10.7,0,0
Marquez Valdes-Scantling,GB,@ NYJ,W  44-38,5,75,15.0,0,0
Ted Ginn,NO,vs PIT,W  31-28,5,74,14.8,0,0
Tyreek Hill,KC,@ SEA,L  31-38,4,74,18.5,0,0
George Kittle,SF,vs CHI,L  9-14,7,74,10.6,0,0
Kendrick Bourne,SF,vs CHI,L  9-14,4,73,18.2,0,0
David Njoku,CLE,vs CIN,W  26-18,3,73,24.3,1,0
Davante Adams,GB,@ NYJ,W  44-38,11,71,6.5,1,0
Julian Edelman,NE,vs BUF,W  24-12,6,70,11.7,1,0
Jarius Wright,CAR,vs ATL,L  10-24,7,69,9.9,0,1
Jake Kumerow,GB,@ NYJ,W  44-38,3,68,22.7,1,0
Zay Jones,BUF,@ NE,L  12-24,5,67,13.4,1,0
Courtland Sutton,DEN,@ OAK,L  14-27,6,65,10.8,1,0
Taywan Taylor,TEN,vs WAS,W  25-16,3,64,21.3,0,0
Trent Sherfield,ARI,vs LA,L  9-31,6,62,10.3,0,0
DeAndre Carter,HOU,@ PHI,L  30-32,6,61,10.2,0,0
Jamaal Williams,GB,@ NYJ,W  44-38,6,61,10.2,0,0
Rashard Higgins,CLE,vs CIN,W  26-18,6,60,10.0,1,0
Keenan Allen,LAC,vs BAL,L  10-22,5,58,11.6,0,0
Kenny Golladay,DET,vs MIN,L  9-27,6,58,9.7,0,0
Jason Croom,BUF,@ NE,L  12-24,4,55,13.8,0,1
Jermaine Kearse,NYJ,vs GB,L  38-44,4,55,13.8,0,0
Jacquizz Rodgers,TB,@ DAL,L  20-27,7,55,7.9,0,0
Chris Conley,KC,@ SEA,L  31-38,3,54,18.0,0,1
