Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
DeAndre Hopkins,HOU,vs DAL,W  19-16,9,151,16.8,0,1
Davante Adams,GB,@ DET,L  23-31,9,140,15.6,1,0
Odell Beckham,NYG,@ CAR,L  31-33,8,131,16.4,1,1
Robby Anderson,NYJ,vs DEN,W  34-16,3,123,41.0,2,0
Adam Thielen,MIN,@ PHI,W  23-21,7,116,16.6,1,0
A.J. Green,CIN,vs MIA,W  27-17,6,112,18.7,0,0
Tre'Quan Smith,NO,vs WAS,W  43-19,3,111,37.0,2,0
Zach Ertz,PHI,vs MIN,L  21-23,10,110,11.0,1,0
Eric Ebron,IND,@ NE,L  24-38,9,105,11.7,2,0
Demaryius Thomas,DEN,@ NYJ,L  16-34,5,105,21.0,1,0
Antonio Brown,PIT,vs ATL,W  41-17,6,101,16.8,2,0
Travis Kelce,KC,vs JAX,W  30-14,5,100,20.0,0,0
Kenny Golladay,DET,vs GB,W  31-23,4,98,24.5,1,0
Tyler Lockett,SEA,vs LA,L  31-33,3,98,32.7,1,0
Robert Woods,LA,@ SEA,W  33-31,5,92,18.4,0,0
Martavis Bryant,OAK,@ LAC,L  10-26,3,91,30.3,0,1
Stefon Diggs,MIN,@ PHI,W  23-21,10,91,9.1,0,0
Keenan Allen,LAC,vs OAK,W  26-10,8,90,11.2,0,0
Cooper Kupp,LA,@ SEA,W  33-31,6,90,15.0,1,0
Equanimeous St. Brown,GB,@ DET,L  23-31,3,89,29.7,0,0
Christian Kirk,ARI,@ SF,W  28-18,3,85,28.3,1,0
George Kittle,SF,vs ARI,L  18-28,5,83,16.6,0,0
Saquon Barkley,NYG,@ CAR,L  31-33,4,81,20.2,2,0
Sammy Watkins,KC,vs JAX,W  30-14,6,78,13.0,0,0
Austin Hooper,ATL,@ PIT,L  17-41,9,77,8.6,0,0
James White,NE,vs IND,W  38-24,10,77,7.7,1,0
Jimmy Graham,GB,@ DET,L  23-31,6,76,12.7,0,0
Donte Moncrief,JAX,@ KC,L  14-30,6,76,12.7,0,0
James Conner,PIT,vs ATL,W  41-17,4,75,18.8,0,0
Rob Gronkowski,NE,vs IND,W  38-24,6,75,12.5,0,0
Kyle Juszczyk,SF,vs ARI,L  18-28,6,75,12.5,0,0
Sterling Shepard,NYG,@ CAR,L  31-33,4,75,18.8,0,0
Michael Thomas,NO,vs WAS,W  43-19,4,74,18.5,0,0
Alfred Blue,HOU,vs DAL,W  19-16,8,73,9.1,0,0
Mohamed Sanu,ATL,@ PIT,L  17-41,4,73,18.2,1,0
