Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Justin Houston,KC,@ DEN,W  30-27,3.0,17.0,3,10,0,1,0
Von Miller,DEN,vs KC,L  27-30,3.0,16.0,4,9,1,0,0
Jason Pierre-Paul,NYG,@ CLE,W  27-13,3.0,14.0,2,5,2,1,1
Marcell Dareus,BUF,vs JAX,W  28-21,2.0,8.0,2,5,3,0,0
Malik Jackson,JAX,@ BUF,L  21-28,2.0,10.0,2,4,1,0,0
Terrell Suggs,BAL,vs CIN,W  19-14,2.0,17.0,2,3,0,2,0
Olivier Vernon,NYG,@ CLE,W  27-13,2.0,7.0,6,4,0,0,0
Gerald McCoy,TB,vs SEA,W  14-5,1.5,10.5,2,2,1,0,0
Noah Spence,TB,vs SEA,W  14-5,1.5,6.5,2,2,3,1,0
Kwon Alexander,TB,vs SEA,W  14-5,1.0,6.0,1,4,2,0,0
Robert Ayers,TB,vs SEA,W  14-5,1.0,4.0,4,1,1,0,0
Anthony Barr,MIN,@ DET,L  13-16,1.0,8.0,1,4,0,0,0
Ronald Blair,SF,@ MIA,L  24-31,1.0,9.0,1,2,0,0,0
Andre Branch,MIA,vs SF,W  31-24,1.0,5.0,2,4,1,0,0
Johnathan Cyprien,JAX,@ BUF,L  21-28,1.0,2.0,0,5,0,0,0
Mike Daniels,GB,@ PHI,W  27-13,1.0,14.0,1,3,0,0,0
Aaron Donald,LA,@ NO,L  21-49,1.0,8.0,2,4,0,1,0
Elvis Dumervil,BAL,vs CIN,W  19-14,1.0,5.0,1,1,0,1,1
Carlos Dunlap,CIN,@ BAL,L  14-19,1.0,10.0,1,3,0,0,0
Dannell Ellerbe,NO,vs LA,W  49-21,1.0,10.0,1,4,1,0,0
William Gay,PIT,@ IND,W  28-7,1.0,10.0,0,3,0,1,0
Markus Golden,ARI,@ ATL,L  19-38,1.0,6.0,2,1,0,0,0
Tamba Hali,KC,@ DEN,W  30-27,1.0,7.0,1,5,0,0,0
Johnathan Hankins,NYG,@ CLE,W  27-13,1.0,7.0,1,1,1,1,0
Javon Hargrave,PIT,@ IND,W  28-7,1.0,6.0,2,4,1,0,0
James Harrison,PIT,@ IND,W  28-7,1.0,5.0,1,2,0,0,0
Bruce Irvin,OAK,vs CAR,W  35-32,1.0,6.0,3,3,1,0,0
Tony Jefferson,ARI,@ ATL,L  19-38,1.0,8.0,1,5,2,0,0
Janoris Jenkins,NYG,@ CLE,W  27-13,1.0,9.0,1,3,2,0,0
Charles Johnson,CAR,@ OAK,L  32-35,1.0,5.0,2,1,1,0,0
Michael Johnson,CIN,@ BAL,L  14-19,1.0,5.0,0,6,0,0,0
Cameron Jordan,NO,vs LA,W  49-21,1.0,9.0,1,3,1,0,0
Ryan Kerrigan,WAS,@ DAL,L  26-31,1.0,5.0,1,2,3,0,0
Corey Lemonier,CLE,vs NYG,L  13-27,1.0,2.0,1,1,0,0,0
Chris Long,NE,@ NYJ,W  22-17,1.0,0.0,0,1,0,1,0
Khalil Mack,OAK,vs CAR,W  35-32,1.0,11.0,2,6,0,1,1
Tyrann Mathieu,ARI,@ ATL,L  19-38,1.0,11.0,1,2,0,0,0
Clay Matthews,GB,@ PHI,W  27-13,1.0,10.0,1,4,0,0,0
Benardrick McKinney,HOU,vs,L  13-21,1.0,7.0,2,8,4,0,0
Yannick Ngakoue,JAX,@ BUF,L  21-28,1.0,3.0,1,1,1,0,0
Julius Peppers,GB,@ PHI,W  27-13,1.0,8.0,2,2,0,0,0
Nick Perry,GB,@ PHI,W  27-13,1.0,11.0,1,2,1,0,0
Brian Poole,ATL,vs ARI,W  38-19,1.0,8.0,1,4,1,0,0
Robert Quinn,LA,@ NO,L  21-49,1.0,6.0,1,1,0,0,0
Sheldon Rankins,NO,vs LA,W  49-21,1.0,17.0,1,2,0,1,0
Shane Ray,DEN,vs KC,L  27-30,1.0,3.0,2,4,0,0,0
