Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Demaryius Thomas,DEN,vs GB,W  29-10,8,168,21.0,0,0
Julio Jones,ATL,vs TB,L  20-23,12,162,13.5,1,1
Benjamin Watson,NO,vs NYG,W  52-49,9,147,16.3,1,0
Odell Beckham,NYG,@ NO,L  49-52,8,130,16.2,3,0
A.J. Green,CIN,@ PIT,W  16-10,11,118,10.7,1,0
Alshon Jeffery,CHI,vs MIN,L  20-23,10,116,11.6,1,0
Marques Colston,NO,vs NYG,W  52-49,8,114,14.2,1,0
Rob Gronkowski,NE,vs MIA,W  36-7,6,113,18.8,1,0
Brandon Marshall,NYJ,@ OAK,L  20-34,9,108,12.0,0,0
Michael Floyd,ARI,@ CLE,W  34-20,4,106,26.5,1,0
Heath Miller,PIT,vs CIN,L  10-16,10,105,10.5,0,0
Jacob Tamme,ATL,vs TB,L  20-23,10,103,10.3,1,0
Michael Crabtree,OAK,vs NYJ,W  34-20,7,102,14.6,1,0
Tavon Austin,,vs SF,W  27-6,4,98,24.5,1,1
Stefon Diggs,MIN,@ CHI,W  23-20,6,95,15.8,1,0
DeAndre Hopkins,HOU,vs TEN,W  20-6,8,94,11.8,1,0
Dion Lewis,NE,vs MIA,W  36-7,6,93,15.5,1,0
Malcom Floyd,,@ BAL,L  26-29,4,92,23.0,2,0
Brandin Cooks,NO,vs NYG,W  52-49,6,88,14.7,2,0
Calvin Johnson,DET,@ KC,L  10-45,5,85,17.0,0,0
Larry Fitzgerald,ARI,@ CLE,W  34-20,9,84,9.3,1,1
Steve Smith,BAL,vs,W  29-26,5,82,16.4,0,0
Julian Edelman,NE,vs MIA,W  36-7,7,81,11.6,2,0
Andre Johnson,IND,@ CAR,L  26-29,4,81,20.2,1,0
Greg Olsen,CAR,vs IND,W  29-26,6,79,13.2,1,0
Jimmy Graham,SEA,@ DAL,W  13-12,7,75,10.7,0,0
Nate Washington,HOU,vs TEN,W  20-6,4,74,18.5,1,0
Jarvis Landry,MIA,@ NE,L  7-36,6,71,11.8,0,0
J.J. Nelson,ARI,@ CLE,W  34-20,3,70,23.3,0,0
Willie Snead,NO,vs NYG,W  52-49,6,70,11.7,2,0
Duke Johnson,CLE,vs ARI,L  20-34,2,68,34.0,0,0
Jeremy Kerley,NYJ,@ OAK,L  20-34,4,63,15.8,0,0
Kamar Aiken,BAL,vs,W  29-26,6,62,10.3,0,0
Rishard Matthews,MIA,@ NE,L  7-36,7,62,8.9,0,0
Delanie Walker,TEN,@ HOU,L  6-20,6,62,10.3,0,0
Virgil Green,DEN,vs GB,W  29-10,3,61,20.3,0,0
Eric Decker,NYJ,@ OAK,L  20-34,6,60,10.0,1,0
Ted Ginn,CAR,vs IND,W  29-26,2,60,30.0,0,0
Shane Vereen,NYG,@ NO,L  49-52,8,60,7.5,1,0
Taiwan Jones,OAK,vs NYJ,W  34-20,1,59,59.0,1,0
Golden Tate,DET,@ KC,L  10-45,6,59,9.8,0,0
Kenny Stills,MIA,@ NE,L  7-36,3,58,19.3,0,0
Jared Cook,,vs SF,W  27-6,2,57,28.5,0,0
Chris Givens,BAL,vs,W  29-26,3,57,19.0,0,0
Antonio Gates,,@ BAL,L  26-29,4,56,14.0,0,0
Rueben Randle,NYG,@ NO,L  49-52,5,55,11.0,0,0
Andre Holmes,OAK,vs NYJ,W  34-20,2,54,27.0,2,0
Gary Barnidge,CLE,vs ARI,L  20-34,7,53,7.6,1,0
Jonas Gray,MIA,@ NE,L  7-36,4,50,12.5,0,0
Martavis Bryant,PIT,vs CIN,L  10-16,4,49,12.2,0,0
Travis Kelce,KC,vs DET,W  45-10,6,49,8.2,1,0
Darren McFadden,DAL,vs SEA,L  12-13,6,49,8.2,0,0
Cameron Brate,TB,@ ATL,W  23-20,2,48,24.0,1,0
Mike Evans,TB,@ ATL,W  23-20,3,48,16.0,0,0
Griff Whalen,IND,@ CAR,L  26-29,5,48,9.6,0,0
Antonio Brown,PIT,vs CIN,L  10-16,6,47,7.8,1,0
Brandon LaFell,NE,vs MIA,W  36-7,4,47,11.8,0,0
Amari Cooper,OAK,vs NYJ,W  34-20,5,46,9.2,0,0
Owen Daniels,DEN,vs GB,W  29-10,3,44,14.7,0,0
David Johnson,ARI,@ CLE,W  34-20,2,44,22.0,0,0
Coby Fleener,IND,@ CAR,L  26-29,7,43,6.1,1,0
Devonta Freeman,ATL,vs TB,L  20-23,6,43,7.2,0,0
Corey Brown,CAR,vs IND,W  29-26,3,42,14.0,1,0
Kenbrell Thompkins,NYJ,@ OAK,L  20-34,6,41,6.8,0,0
Luke Willson,SEA,@ DAL,W  13-12,2,41,20.5,1,0
Mike Tolbert,CAR,vs IND,W  29-26,1,40,40.0,0,0
Jaron Brown,ARI,@ CLE,W  34-20,1,39,39.0,0,0
Tyler Eifert,CIN,@ PIT,W  16-10,4,39,9.8,0,0
Mark Ingram,NO,vs NYG,W  52-49,4,39,9.8,0,0
Kyle Juszczyk,BAL,vs,W  29-26,1,39,39.0,0,0
DeAngelo Williams,PIT,vs CIN,L  10-16,4,39,9.8,0,0
Dwayne Harris,NYG,@ NO,L  49-52,3,37,12.3,2,0
Tyler Lockett,SEA,@ DAL,W  13-12,3,36,12.0,0,0
Danny Woodhead,,@ BAL,L  26-29,2,36,18.0,0,0
Keenan Allen,,@ BAL,L  26-29,5,35,7.0,1,0
Doug Baldwin,SEA,@ DAL,W  13-12,3,35,11.7,0,0
Charles Johnson,MIN,@ CHI,W  23-20,1,35,35.0,0,0
Jeremy Maclin,KC,vs DET,W  45-10,3,35,11.7,1,0
Jordan Cameron,MIA,@ NE,L  7-36,2,34,17.0,0,0
Jerome Simpson,SF,@,L  6-27,3,34,11.3,0,0
Alfred Blue,HOU,vs TEN,W  20-6,5,33,6.6,0,0
Quinton Patton,SF,@,L  6-27,2,33,16.5,0,0
Martellus Bennett,CHI,vs MIN,L  20-23,3,32,10.7,0,0
Taylor Gabriel,CLE,vs ARI,L  20-34,4,32,8.0,0,0
Brian Hartline,CLE,vs ARI,L  20-34,4,32,8.0,2,0
Brandon Myers,TB,@ ATL,W  23-20,3,32,10.7,0,0
Rashad Jennings,NYG,@ NO,L  49-52,2,31,15.5,0,0
Javorius Allen,BAL,vs,W  29-26,3,30,10.0,0,0
Theo Riddick,DET,@ KC,L  10-45,6,30,5.0,0,0
Lance Moore,DET,@ KC,L  10-45,3,29,9.7,1,0
Matt Forte,CHI,vs MIN,L  20-23,4,28,7.0,0,0
Steve Johnson,,@ BAL,L  26-29,2,28,14.0,0,0
Randall Cobb,GB,@ DEN,L  10-29,6,27,4.5,0,0
Travis Benjamin,CLE,vs ARI,L  20-34,3,26,8.7,0,0
Marcel Reece,OAK,vs NYJ,W  34-20,3,26,8.7,0,0
Charcandrick West,KC,vs DET,W  45-10,4,25,6.2,0,0
Andre Caldwell,DEN,vs GB,W  29-10,1,24,24.0,0,0
Vernon Davis,SF,@,L  6-27,6,24,4.0,0,0
Eric Ebron,DET,@ KC,L  10-45,3,24,8.0,0,0
Chris Ivory,NYJ,@ OAK,L  20-34,3,24,8.0,0,0
Charles Sims,TB,@ ATL,W  23-20,3,24,8.0,0,0
Roddy White,ATL,vs TB,L  20-23,2,24,12.0,0,0
Dexter McCluster,TEN,@ HOU,L  6-20,4,23,5.8,0,0
Giovani Bernard,CIN,@ PIT,W  16-10,2,22,11.0,0,0
Larry Donnell,NYG,@ NO,L  49-52,1,22,22.0,0,0
Frank Gore,IND,@ CAR,L  26-29,3,22,7.3,0,0
Ryan Hewitt,CIN,@ PIT,W  16-10,1,22,22.0,0,0
Kyle Rudolph,MIN,@ CHI,W  23-20,2,22,11.0,0,0
Emmanuel Sanders,DEN,vs GB,W  29-10,2,22,11.0,0,0
De'Anthony Thomas,KC,vs DET,W  45-10,3,22,7.3,0,0
Bennie Fowler,DEN,vs GB,W  29-10,2,21,10.5,0,0
Justin Hardy,ATL,vs TB,L  20-23,2,21,10.5,0,0
Seth Roberts,OAK,vs NYJ,W  34-20,1,21,21.0,0,0
Jeremy Ross,BAL,vs,W  29-26,3,21,7.0,0,0
Kendall Wright,TEN,@ HOU,L  6-20,4,21,5.2,0,0
Terrance Williams,DAL,vs SEA,L  12-13,2,20,10.0,0,0
Jermaine Gresham,ARI,@ CLE,W  34-20,2,19,9.5,0,0
Marc Mariani,CHI,vs MIN,L  20-23,1,19,19.0,0,0
Lamar Miller,MIA,@ NE,L  7-36,5,19,3.8,0,0
Torrey Smith,SF,@,L  6-27,2,19,9.5,0,0
Antonio Andrews,TEN,@ HOU,L  6-20,3,18,6.0,0,0
Jerricho Cotchery,CAR,vs IND,W  29-26,2,18,9.0,0,0
Donte Moncrief,IND,@ CAR,L  26-29,2,18,9.0,0,0
Kendall Gaskins,SF,@,L  6-27,2,17,8.5,0,0
Justin Hunter,TEN,@ HOU,L  6-20,2,17,8.5,0,0
Branden Oliver,,@ BAL,L  26-29,2,16,8.0,0,0
Richard Rodgers,GB,@ DEN,L  10-29,2,16,8.0,0,0
Jason Witten,DAL,vs SEA,L  12-13,2,16,8.0,0,0
Nick Boyle,BAL,vs,W  29-26,1,15,15.0,0,0
C.J. Fiedorowicz,HOU,vs TEN,W  20-6,2,15,7.5,0,0
T.Y. Hilton,IND,@ CAR,L  26-29,1,15,15.0,0,0
MyCole Pruitt,MIN,@ CHI,W  23-20,2,15,7.5,0,0
C.J. Spiller,NO,vs NYG,W  52-49,2,15,7.5,1,0
Brandon Coleman,NO,vs NYG,W  52-49,1,14,14.0,0,0
Mike Davis,SF,@,L  6-27,2,14,7.0,0,0
Adam Humphries,TB,@ ATL,W  23-20,3,14,4.7,0,0
Marquess Wilson,CHI,vs MIN,L  20-23,1,14,14.0,0,0
Le'Veon Bell,PIT,vs CIN,L  10-16,2,13,6.5,0,0
Todd Gurley,,vs SF,W  27-6,3,13,4.3,0,0
Vance McDonald,SF,@,L  6-27,1,13,13.0,0,0
Khiry Robinson,NO,vs NYG,W  52-49,2,13,6.5,0,0
Clive Walford,OAK,vs NYJ,W  34-20,2,13,6.5,0,0
Dez Bryant,DAL,vs SEA,L  12-13,2,12,6.0,0,0
Isaiah Crowell,CLE,vs ARI,L  20-34,1,12,12.0,0,0
Dorial Green-Beckham,TEN,@ HOU,L  6-20,1,12,12.0,0,0
Jonathan Grimes,HOU,vs TEN,W  20-6,2,12,6.0,0,0
Marvin Jones,CIN,@ PIT,W  16-10,2,12,6.0,0,0
Troy Niklas,ARI,@ CLE,W  34-20,2,12,6.0,2,0
Albert Wilson,KC,vs DET,W  45-10,3,12,4.0,0,0
Danny Amendola,NE,vs MIA,W  36-7,1,11,11.0,0,0
Marshawn Lynch,SEA,@ DAL,W  13-12,2,11,5.5,0,0
John Phillips,,@ BAL,L  26-29,2,11,5.5,0,0
Eric Weems,ATL,vs TB,L  20-23,1,11,11.0,0,0
Tevin Coleman,ATL,vs TB,L  20-23,1,10,10.0,0,0
Ladarius Green,,@ BAL,L  26-29,1,10,10.0,0,0
Dontrelle Inman,,@ BAL,L  26-29,1,10,10.0,0,0
Mohamed Sanu,CIN,@ PIT,W  16-10,2,10,5.0,0,0
Scott Chandler,NE,vs MIA,W  36-7,1,9,9.0,0,0
Anthony Fasano,TEN,@ HOU,L  6-20,1,9,9.0,0,0
Fred Jackson,SEA,@ DAL,W  13-12,1,9,9.0,0,0
Eddie Lacy,GB,@ DEN,L  10-29,1,9,9.0,0,0
James Starks,GB,@ DEN,L  10-29,2,9,4.5,0,0
Craig Stevens,TEN,@ HOU,L  6-20,1,9,9.0,0,0
Davante Adams,GB,@ DEN,L  10-29,1,8,8.0,0,0
Patrick DiMarco,ATL,vs TB,L  20-23,1,8,8.0,0,0
Bruce Ellington,SF,@,L  6-27,2,8,4.0,0,0
Devin Funchess,CAR,vs IND,W  29-26,1,8,8.0,0,0
Crockett Gillmore,BAL,vs,W  29-26,2,8,4.0,1,0
Jeremy Hill,CIN,@ PIT,W  16-10,1,8,8.0,0,0
Terron Ward,ATL,vs TB,L  20-23,1,8,8.0,0,0
Myles White,NYG,@ NO,L  49-52,1,8,8.0,0,0
Jarius Wright,MIN,@ CHI,W  23-20,1,8,8.0,0,0
Jeff Cumberland,NYJ,@ OAK,L  20-34,1,7,7.0,0,0
Melvin Gordon,,@ BAL,L  26-29,5,7,1.4,0,0
Lance Kendricks,,vs SF,W  27-6,2,7,3.5,0,0
Doug Martin,TB,@ ATL,W  23-20,1,7,7.0,0,0
Zac Stacy,NYJ,@ OAK,L  20-34,1,7,7.0,0,0
Levine Toilolo,ATL,vs TB,L  20-23,1,7,7.0,0,0
Will Tye,NYG,@ NO,L  49-52,2,7,3.5,0,1
Matt Asiata,MIN,@ CHI,W  23-20,3,6,2.0,0,0
Chris Conley,KC,vs DET,W  45-10,1,6,6.0,0,0
Tre Mason,,vs SF,W  27-6,1,6,6.0,0,0
Latavius Murray,OAK,vs NYJ,W  34-20,1,6,6.0,0,0
Justin Perillo,GB,@ DEN,L  10-29,1,6,6.0,0,0
Adrian Peterson,MIN,@ CHI,W  23-20,2,6,3.0,0,0
Dion Sims,MIA,@ NE,L  7-36,1,6,6.0,0,0
Lee Smith,OAK,vs NYJ,W  34-20,1,6,6.0,0,0
C.J. Anderson,DEN,vs GB,W  29-10,1,5,5.0,0,0
Justin Forsett,BAL,vs,W  29-26,1,5,5.0,0,0
