Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Erik Walden,IND,@ JAX,L  27-30,1.0,4.0,2,3,0,0,0
Cornelius Washington,CHI,vs DET,W  17-14,1.0,9.0,1,1,0,0,0
Sylvester Williams,DEN,@ TB,W  27-7,1.0,7.0,2,2,0,0,0
Leonard Williams,NYJ,vs SEA,L  17-27,1.0,7.0,1,2,0,0,0
Vince Williams,PIT,vs KC,W  43-14,1.0,1.0,1,13,2,0,0
K.J. Wright,SEA,@ NYJ,W  27-17,1.0,4.0,1,4,4,0,0
Shaquil Barrett,DEN,@ TB,W  27-7,0.5,4.5,1,3,3,0,0
Ronald Blair,SF,vs DAL,L  17-24,0.5,1.5,1,0,1,0,0
Jared Crick,DEN,@ TB,W  27-7,0.5,4.5,4,2,1,0,0
Chris Davis,SF,vs DAL,L  17-24,0.5,1.5,1,0,1,0,0
Dee Ford,KC,@ PIT,L  14-43,0.5,2.5,1,2,4,0,0
Michael Johnson,CIN,vs MIA,W  22-7,0.5,4.5,2,0,1,0,0
Josh Johnson,JAX,vs IND,W  30-27,0.5,5.0,1,3,2,0,0
Zach Kerr,IND,@ JAX,L  27-30,0.5,1.5,1,1,1,0,0
Paul Kruger,NO,@,W  35-34,0.5,1.5,2,2,0,0,0
Von Miller,DEN,@ TB,W  27-7,0.5,4.0,2,2,2,0,0
Dontari Poe,KC,@ PIT,L  14-43,0.5,2.5,1,0,1,0,0
Hassan Ridgeway,IND,@ JAX,L  27-30,0.5,1.5,1,1,1,0,0
Eugene Sims,LA,@ ARI,W  17-13,0.5,4.5,1,2,2,0,1
Akeem Spence,TB,vs DEN,L  7-27,0.5,0.5,1,1,4,0,0
Isa Abdul-Quddus,MIA,@ CIN,L  7-22,0.0,0.0,0,2,4,0,0
Sam Acho,CHI,vs DET,W  17-14,0.0,0.0,0,1,0,0,0
Mike Adams,IND,@ JAX,L  27-30,0.0,0.0,0,5,0,1,0
Andrew Adams,NYG,@ MIN,L  10-24,0.0,0.0,0,2,4,0,0
Jude Adjei-Barimah,TB,vs DEN,L  7-27,0.0,0.0,0,1,0,0,0
Walt Aikens,MIA,@ CIN,L  7-22,0.0,0.0,0,0,0,0,0
Dominique Alexander,CLE,@ WAS,L  20-31,0.0,0.0,0,0,0,0,0
Robert Alford,ATL,vs CAR,W  48-33,0.0,0.0,0,3,0,0,0
Ricardo Allen,ATL,vs CAR,W  48-33,0.0,0.0,0,3,2,0,0
Kiko Alonso,MIA,@ CIN,L  7-22,0.0,0.0,0,5,3,0,0
Danny Amendola,NE,vs BUF,L  0-16,0.0,0.0,0,0,0,0,0
David Amerson,OAK,@ BAL,W  28-27,0.0,0.0,0,3,1,0,0
Adrian Amos,CHI,vs DET,W  17-14,0.0,0.0,0,5,1,0,0
Prince Amukamara,JAX,vs IND,W  30-27,0.0,0.0,0,3,0,0,0
Robby Anderson,NYJ,vs SEA,L  17-27,0.0,0.0,0,0,0,0,0
Henry Anderson,IND,@ JAX,L  27-30,0.0,0.0,2,0,0,0,0
Thurston Armbrister,DET,@ CHI,L  14-17,0.0,0.0,0,0,0,0,0
Denico Autry,OAK,@ BAL,W  28-27,0.0,0.0,0,0,0,0,1
Jonathan Babineaux,ATL,vs CAR,W  48-33,0.0,0.0,0,1,0,0,0
Allen Bailey,KC,@ PIT,L  14-43,0.0,0.0,0,1,1,0,0
Chris Baker,WAS,vs CLE,W  31-20,0.0,0.0,1,2,2,0,0
Anthony Barr,MIN,vs NYG,W  24-10,0.0,0.0,0,3,0,0,0
Mark Barron,LA,@ ARI,W  17-13,0.0,0.0,0,8,0,0,0
David Bass,TEN,@ HOU,L  20-27,0.0,0.0,0,2,0,0,0
Daren Bates,OAK,@ BAL,W  28-27,0.0,0.0,0,1,1,0,0
Houston Bates,WAS,vs CLE,W  31-20,0.0,0.0,0,0,1,0,0
Vic Beasley,ATL,vs CAR,W  48-33,0.0,0.0,1,1,0,0,0
Vonn Bell,NO,@,W  35-34,0.0,0.0,0,6,0,1,0
Nick Bellore,SF,vs DAL,L  17-24,0.0,0.0,0,4,0,0,0
Travis Benjamin,,vs NO,L  34-35,0.0,0.0,0,0,0,0,0
Arrelious Benn,JAX,vs IND,W  30-27,0.0,0.0,0,0,0,0,0
