Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Lamar Miller,HOU,vs MIA,W  42-23,0,0,0.0,0,0
David Morgan,MIN,vs NO,L  20-30,0,0,0.0,0,0
Raheem Mostert,SF,@ ARI,L  15-18,0,0,0.0,0,0
J.J. Nelson,ARI,vs SF,W  18-15,0,0,0.0,0,0
Cordarrelle Patterson,NE,@ BUF,W  25-6,0,0,0.0,0,0
Joshua Perkins,PHI,@ JAX,W  24-18,0,0,0.0,0,0
Breshad Perriman,CLE,@ PIT,L  18-33,0,0,0.0,0,0
Dante Pettis,SF,@ ARI,L  15-18,0,0,0.0,0,0
Michael Roberts,DET,vs SEA,L  14-28,0,0,0.0,0,0
Andre Roberts,NYJ,@ CHI,L  10-24,0,0,0.0,0,0
Chester Rogers,IND,@ OAK,W  42-28,0,0,0.0,0,0
Durham Smythe,MIA,@ HOU,L  23-42,0,0,0.0,0,0
Ryan Switzer,PIT,vs CLE,W  33-18,0,0,0.0,0,0
Robert Tonyan,GB,@ LA,L  27-29,0,0,0.0,0,0
C.J. Uzomah,CIN,vs TB,W  37-34,0,0,0.0,0,0
Jamaal Williams,GB,@ LA,L  27-29,0,0,0.0,0,0
Nick Williams,LA,vs GB,W  29-27,0,0,0.0,0,0
Corey Clement,PHI,@ JAX,W  24-18,1,-1,-1.0,0,0
Zach Pascal,IND,@ OAK,W  42-28,1,-4,-4.0,0,0
