Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Phillip Adams,ATL,@ DAL,W  39-28,0.0,0.0,0,2,1,0,0
Mario Addison,CAR,vs NO,W  27-22,0.0,0.0,0,2,2,0,0
Walt Aikens,MIA,vs BUF,L  14-41,0.0,0.0,0,1,0,0,0
Seyi Ajirotutu,PHI,@ NYJ,W  24-17,0.0,0.0,0,0,0,0,0
Lorenzo Alexander,OAK,@ CLE,W  27-20,0.0,0.0,0,0,0,0,0
Kwon Alexander,TB,@ HOU,L  9-19,0.0,0.0,0,5,5,0,0
D.J. Alexander,KC,@ GB,L  28-38,0.0,0.0,0,0,0,0,0
Robert Alford,ATL,@ DAL,W  39-28,0.0,0.0,0,1,0,0,0
Jared Allen,CHI,@ SEA,L  0-26,0.0,0.0,1,0,1,0,0
Ricardo Allen,ATL,@ DAL,W  39-28,0.0,0.0,0,7,0,0,0
Beau Allen,PHI,@ NYJ,W  24-17,0.0,0.0,0,0,1,0,0
Will Allen,PIT,@,W  12-6,0.0,0.0,0,4,3,0,0
Tyson Alualu,,@ NE,L  17-51,0.0,0.0,0,0,1,0,0
David Amerson,OAK,@ CLE,W  27-20,0.0,0.0,0,2,1,0,0
Adrian Amos,CHI,@ SEA,L  0-26,0.0,0.0,0,2,0,0,0
Prince Amukamara,NYG,vs WAS,W  32-21,0.0,0.0,0,6,2,0,0
Henry Anderson,IND,@ TEN,W  35-33,0.0,0.0,1,1,0,0,0
Ezekiel Ansah,DET,vs DEN,L  12-24,0.0,0.0,2,2,1,0,0
Stephone Anthony,NO,@ CAR,L  22-27,0.0,0.0,0,3,2,0,0
Kyle Arrington,BAL,vs CIN,L  24-28,0.0,0.0,0,2,0,0,0
Larry Asante,OAK,@ CLE,W  27-20,0.0,0.0,0,1,0,0,0
Geno Atkins,CIN,@ BAL,W  28-24,0.0,0.0,0,2,2,0,0
Jeremiah Attaochu,,@ MIN,L  14-31,0.0,0.0,1,3,0,0,0
Denico Autry,OAK,@ CLE,W  27-20,0.0,0.0,1,1,0,0,0
Jonathan Babineaux,ATL,@ DAL,W  39-28,0.0,0.0,0,0,1,0,0
Johnson Bademosi,CLE,vs OAK,L  20-27,0.0,0.0,0,0,0,0,0
Allen Bailey,KC,@ GB,L  28-38,0.0,0.0,1,0,1,0,0
Brandon Bair,PHI,@ NYJ,W  24-17,0.0,0.0,0,3,1,0,0
Chris Baker,WAS,@ NYG,L  21-32,0.0,0.0,0,5,1,0,0
Alan Ball,CHI,@ SEA,L  0-26,0.0,0.0,0,5,4,0,0
Chris Banjo,GB,vs KC,W  38-28,0.0,0.0,0,1,0,0,0
Johnthan Banks,TB,@ HOU,L  9-19,0.0,0.0,0,0,2,0,0
Allen Barbre,PHI,@ NYJ,W  24-17,0.0,0.0,0,0,0,0,0
Tavaris Barnes,NO,@ CAR,L  22-27,0.0,0.0,0,1,0,0,0
Lamin Barrow,CHI,@ SEA,L  0-26,0.0,0.0,0,0,0,0,0
