Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Jarvis Jenkins,CHI,@ SEA,L  0-26,2.0,8.0,2,4,6,0,0
Khalil Mack,OAK,@ CLE,W  27-20,2.0,11.0,4,3,1,1,0
Clay Matthews,GB,vs KC,W  38-28,2.0,8.0,3,3,0,0,0
Pernell McPhee,CHI,@ SEA,L  0-26,2.0,15.0,4,6,1,0,0
Alec Ogletree,,vs PIT,L  6-12,2.0,9.0,1,5,4,0,0
Mike Daniels,GB,vs KC,W  38-28,1.5,9.5,2,2,2,1,0
Everson Griffen,MIN,vs,W  31-14,1.5,10.0,6,4,2,0,0
DeMarcus Ware,DEN,@ DET,W  24-12,1.5,9.5,3,2,2,0,0
Arik Armstead,SF,@ ARI,L  7-47,1.0,4.0,1,2,1,0,0
Ray-Ray Armstrong,OAK,@ CLE,W  27-20,1.0,3.0,1,1,0,0,0
Cliff Avril,SEA,vs CHI,W  26-0,1.0,6.0,2,1,2,0,0
Neiron Ball,OAK,@ CLE,W  27-20,1.0,6.0,1,1,0,0,0
Anthony Barr,MIN,vs,W  31-14,1.0,7.0,2,6,0,1,0
Shaquil Barrett,DEN,@ DET,W  24-12,1.0,7.0,1,1,0,1,0
Mark Barron,,vs PIT,L  6-12,1.0,5.0,1,1,3,0,0
Connor Barwin,PHI,@ NYJ,W  24-17,1.0,7.0,4,4,0,0,0
Vic Beasley,ATL,@ DAL,W  39-28,1.0,9.0,1,2,0,0,0
Jurrell Casey,TEN,vs IND,L  33-35,1.0,5.0,2,3,0,0,0
Jonathan Casillas,NYG,vs WAS,W  32-21,1.0,11.0,1,7,0,0,0
Stefan Charles,BUF,@ MIA,W  41-14,1.0,7.0,1,1,0,1,0
Adrian Clayborn,ATL,@ DAL,W  39-28,1.0,3.0,1,2,0,0,0
Jamie Collins,NE,vs,W  51-17,1.0,0.0,0,4,1,1,0
Marcell Dareus,BUF,@ MIA,W  41-14,1.0,1.0,1,4,0,0,0
Ryan Davis,,@ NE,L  17-51,1.0,7.0,1,1,0,0,0
Aaron Donald,,vs PIT,L  6-12,1.0,8.0,1,3,1,0,0
Elvis Dumervil,BAL,vs CIN,L  24-28,1.0,3.0,1,2,0,1,0
Jayrone Elliott,GB,vs KC,W  38-28,1.0,10.0,1,2,0,0,0
Jerrell Freeman,IND,@ TEN,W  35-33,1.0,8.0,1,7,3,0,0
Tamba Hali,KC,@ GB,L  28-38,1.0,8.0,2,3,0,0,0
Will Hill,BAL,vs CIN,L  24-28,1.0,8.0,1,4,0,0,0
Tom Johnson,MIN,vs,W  31-14,1.0,11.0,1,1,1,0,0
Hau'oli Kikaha,NO,@ CAR,L  22-27,1.0,3.0,1,4,2,0,0
Karl Klug,TEN,vs IND,L  33-35,1.0,4.0,0,3,0,1,0
Sean Lee,DAL,vs ATL,L  28-39,1.0,5.0,2,7,3,0,0
Robert Mathis,IND,@ TEN,W  35-33,1.0,6.0,1,1,0,0,0
Henry Melton,TB,@ HOU,L  9-19,1.0,1.0,1,1,2,0,0
Arthur Moats,PIT,@,W  12-6,1.0,8.0,1,1,1,0,0
Brian Orakpo,TEN,vs IND,L  33-35,1.0,6.0,1,1,0,0,0
David Parry,IND,@ TEN,W  35-33,1.0,8.0,1,2,0,0,0
Nick Perry,GB,vs KC,W  38-28,1.0,6.0,1,3,0,1,0
Robert Quinn,,vs PIT,L  6-12,1.0,11.0,1,1,0,1,0
Frostee Rucker,ARI,vs SF,W  47-7,1.0,7.0,2,3,0,0,0
Jabaal Sheard,NE,vs,W  51-17,1.0,6.0,1,2,0,0,0
Malcolm Smith,OAK,@ CLE,W  27-20,1.0,5.0,1,7,1,0,0
Devin Taylor,DET,vs DEN,L  12-24,1.0,11.0,2,2,0,0,0
Joe Thomas,GB,vs KC,W  38-28,1.0,2.0,1,3,0,0,0
Shaq Thompson,CAR,vs NO,W  27-22,1.0,0.0,1,3,4,0,0
Stephon Tuitt,PIT,@,W  12-6,1.0,2.0,1,5,2,0,0
Sylvester Williams,DEN,@ DET,W  24-12,1.0,2.0,2,2,1,0,0
LaMarr Woodley,ARI,vs SF,W  47-7,1.0,7.0,1,1,0,0,0
Sharrif Floyd,MIN,vs,W  31-14,0.5,2.0,2,1,2,0,0
Bruce Irvin,SEA,vs CHI,W  26-0,0.5,4.5,1,0,5,0,0
Malik Jackson,DEN,@ DET,W  24-12,0.5,1.5,1,1,2,0,1
Roy Miller,,@ NE,L  17-51,0.5,2.5,1,1,2,0,0
Mike Neal,GB,vs KC,W  38-28,0.5,3.5,1,0,1,0,0
Chris Smith,,@ NE,L  17-51,0.5,2.5,1,0,1,0,0
Bobby Wagner,SEA,vs CHI,W  26-0,0.5,4.5,2,2,5,0,0
Muhammad Wilkerson,NYJ,vs PHI,L  17-24,0.5,5.0,1,4,7,0,0
Leonard Williams,NYJ,vs PHI,L  17-24,0.5,5.0,2,1,5,0,0
Uani 'Unga,NYG,vs WAS,W  32-21,0.0,0.0,0,6,3,1,0
Isa Abdul-Quddus,DET,vs DEN,L  12-24,0.0,0.0,0,0,2,0,0
Ameer Abdullah,DET,vs DEN,L  12-24,0.0,0.0,0,0,0,0,0
Sam Acho,CHI,@ SEA,L  0-26,0.0,0.0,0,1,1,0,0
Kenneth Acker,SF,@ ARI,L  7-47,0.0,0.0,0,6,1,0,0
Mike Adams,IND,@ TEN,W  35-33,0.0,0.0,1,7,1,0,0
