Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Jeff Locke,MIN,vs ARI,W  30-24,4,225,56.3,47.3,0,2,72,0
Marquette King,OAK,vs HOU,W  27-20,3,159,53.0,49.7,0,1,59,0
Shane Lechler,HOU,@ OAK,L  20-27,3,156,52.0,36.3,1,0,60,0
Jordan Berry,PIT,@ CLE,W  24-9,3,150,50.0,39.3,0,0,57,0
Donnie Jones,PHI,@ SEA,L  15-26,7,344,49.1,39.0,2,0,60,0
Sam Martin,DET,vs JAX,W  26-19,6,291,48.5,48.0,0,3,61,0
Pat O'Donnell,CHI,@ NYG,L  16-22,6,289,48.2,45.8,0,2,67,0
Sam Koch,BAL,@ DAL,L  17-27,5,237,47.4,38.6,1,2,59,0
Thomas Morstead,NO,@ CAR,L  20-23,3,141,47.0,43.7,0,1,50,0
Michael Palardy,CAR,vs NO,W  23-20,6,280,46.7,35.7,1,1,56,0
Jon Ryan,SEA,vs PHI,W  26-15,6,279,46.5,44.0,0,3,58,0
Britton Colquitt,CLE,vs PIT,L  9-24,3,139,46.3,44.0,0,2,48,0
Chris Jones,DAL,vs BAL,W  27-17,4,184,46.0,41.0,1,2,61,0
Jacob Schum,GB,@ WAS,L  24-42,3,138,46.0,43.3,0,1,58,0
Johnny Hekker,LA,vs MIA,L  10-14,8,364,45.5,45.4,0,5,61,0
Matt Darr,MIA,@ LA,W  14-10,10,453,45.3,42.6,0,2,54,0
Drew Butler,ARI,@ MIN,L  24-30,5,224,44.8,37.8,0,2,51,0
Kevin Huber,CIN,vs BUF,L  12-16,6,267,44.5,39.0,0,2,54,0
Brad Wing,NYG,vs CHI,W  22-16,6,267,44.5,42.5,0,2,55,0
Pat McAfee,IND,vs TEN,W  24-17,3,132,44.0,43.7,0,2,49,0
Brett Kern,TEN,@ IND,L  17-24,5,219,43.8,37.4,1,1,57,0
Dustin Colquitt,KC,vs TB,L  17-19,3,130,43.3,39.0,0,1,58,0
Ryan Allen,NE,@ SF,W  30-17,5,216,43.2,37.4,1,1,50,0
Bradley Pinion,SF,vs NE,L  17-30,8,333,41.6,33.4,1,0,49,0
Brad Nortman,JAX,@ DET,L  19-26,6,245,40.8,31.7,0,4,54,0
Bryan Anger,TB,@ KC,W  19-17,2,80,40.0,20.0,1,0,44,0
Colton Schmidt,BUF,@ CIN,W  16-12,5,192,38.4,33.8,0,3,50,0
Tress Way,WAS,vs GB,W  42-24,3,114,38.0,34.7,0,1,46,0
