Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Julio Jones,ATL,vs,L  30-33,9,174,19.3,0,0
A.J. Green,CIN,vs CLE,W  31-17,8,169,21.1,1,0
Tyrell Williams,,@ ATL,W  33-30,7,140,20.0,0,0
T.Y. Hilton,IND,@ TEN,W  34-26,7,133,19.0,1,0
Davante Adams,GB,vs CHI,W  26-10,13,132,10.2,2,0
Michael Thomas,NO,@ KC,L  21-27,10,130,13.0,0,0
Mike Wallace,BAL,@ NYJ,L  16-24,10,120,12.0,0,0
Jamison Crowder,WAS,@ DET,L  17-20,7,108,15.4,0,0
Marqise Lee,JAX,vs OAK,L  16-33,7,107,15.3,0,0
Antonio Brown,PIT,vs NE,L  16-27,7,106,15.1,0,0
Kenny Stills,MIA,vs BUF,W  28-25,5,100,20.0,1,0
Michael Crabtree,OAK,@ JAX,W  33-16,8,96,12.0,1,0
Mike Evans,TB,@ SF,W  34-17,8,96,12.0,2,0
Randall Cobb,GB,vs CHI,W  26-10,11,95,8.6,1,0
Marvin Jones,DET,vs WAS,W  20-17,4,94,23.5,0,0
Marquise Goodwin,BUF,@ MIA,L  25-28,4,93,23.2,1,0
Rob Gronkowski,NE,@ PIT,W  27-16,4,93,23.2,1,0
Golden Tate,DET,vs WAS,W  20-17,6,93,15.5,0,0
Brian Quick,LA,vs NYG,L  10-17,4,92,23.0,0,0
Willie Snead,NO,@ KC,L  21-27,9,87,9.7,0,0
Emmanuel Sanders,DEN,vs HOU,W  27-9,4,86,21.5,0,0
J.J. Nelson,ARI,vs SEA,T 6-6,3,84,28.0,0,0
Delanie Walker,TEN,vs IND,L  26-34,7,84,12.0,1,0
Brandon LaFell,CIN,vs CLE,W  31-17,4,83,20.8,1,0
Vernon Davis,WAS,@ DET,L  17-20,6,79,13.2,0,0
Jack Doyle,IND,@ TEN,W  34-26,9,78,8.7,1,0
Jarvis Landry,MIA,vs BUF,W  28-25,5,78,15.6,0,0
Russell Shepard,TB,@ SF,W  34-17,5,77,15.4,1,0
Quincy Enunwa,NYJ,vs BAL,W  24-16,2,73,36.5,1,0
Larry Fitzgerald,ARI,vs SEA,T 6-6,9,70,7.8,0,0
Doug Baldwin,SEA,@ ARI,T 6-6,6,69,11.5,0,0
Le'Veon Bell,PIT,vs NE,L  16-27,10,68,6.8,0,0
Cordarrelle Patterson,MIN,@ PHI,L  10-21,7,67,9.6,1,0
Gary Barnidge,CLE,@ CIN,L  17-31,6,66,11.0,0,0
Ty Montgomery,GB,vs CHI,W  26-10,10,66,6.6,0,0
Michael Floyd,ARI,vs SEA,T 6-6,5,65,13.0,0,0
Julian Edelman,NE,@ PIT,W  27-16,9,60,6.7,0,1
Tajae Sharpe,TEN,vs IND,L  26-34,4,59,14.8,0,0
Brandin Cooks,NO,@ KC,L  21-27,7,58,8.3,1,0
Dontrelle Inman,,@ ATL,W  33-30,3,58,19.3,0,0
David Johnson,ARI,vs SEA,T 6-6,8,58,7.2,0,0
Tavon Austin,LA,vs NYG,L  10-17,10,57,5.7,1,0
Kamar Aiken,BAL,@ NYJ,L  16-24,3,55,18.3,0,0
Victor Cruz,NYG,@ LA,W  17-10,5,55,11.0,0,0
Lance Kendricks,LA,vs NYG,L  10-17,7,55,7.9,0,0
Kyle Rudolph,MIN,@ PHI,L  10-21,5,55,11.0,0,0
Travis Benjamin,,@ ATL,W  33-30,4,54,13.5,0,0
Matt Forte,NYJ,vs BAL,W  24-16,4,54,13.5,1,1
Spencer Ware,KC,vs NO,W  27-21,2,54,27.0,1,0
Melvin Gordon,,@ ATL,W  33-30,6,53,8.8,1,0
Jimmy Graham,SEA,@ ARI,T 6-6,5,53,10.6,0,0
Adam Thielen,MIN,@ PHI,L  10-21,2,52,26.0,0,0
Jermaine Kearse,SEA,@ ARI,T 6-6,3,51,17.0,0,0
Erik Swoope,IND,@ TEN,W  34-26,2,51,25.5,0,0
Ifeanyi Momah,ARI,vs SEA,T 6-6,2,50,25.0,0,0
Odell Beckham,NYG,@ LA,W  17-10,5,49,9.8,0,0
Allen Hurns,JAX,vs OAK,L  16-33,4,45,11.2,0,0
Coby Fleener,NO,@ KC,L  21-27,2,44,22.0,0,0
Kenny Britt,LA,vs NYG,L  10-17,3,43,14.3,0,0
Devonta Freeman,ATL,vs,L  30-33,5,42,8.4,0,0
Seth Roberts,OAK,@ JAX,W  33-16,4,42,10.5,0,0
Robby Anderson,NYJ,vs BAL,W  24-16,3,41,13.7,0,0
Antone Smith,TB,@ SF,W  34-17,2,41,20.5,0,0
Jeremy Maclin,KC,vs NO,W  27-21,4,40,10.0,0,0
Zach Miller,CHI,@ GB,L  10-26,2,40,20.0,0,0
Dennis Pitta,BAL,@ NYJ,L  16-24,4,40,10.0,0,0
Demaryius Thomas,DEN,vs HOU,W  27-9,6,40,6.7,1,0
Chris Thompson,WAS,@ DET,L  17-20,7,40,5.7,0,0
Arrelious Benn,JAX,vs OAK,L  16-33,1,39,39.0,0,0
Josh Huff,PHI,vs MIN,W  21-10,4,39,9.8,0,0
Brandon Marshall,NYJ,vs BAL,W  24-16,3,39,13.0,0,0
Antonio Gates,,@ ATL,W  33-30,5,38,7.6,0,0
Tyreek Hill,KC,vs NO,W  27-21,1,38,38.0,1,0
Shaun Draughn,SF,vs TB,L  17-34,5,37,7.4,1,0
