Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Robert Woods,BUF,@ SEA,L  25-31,10,162,16.2,0,0
Mike Evans,TB,vs ATL,L  28-43,11,150,13.6,2,0
Jason Witten,DAL,@ CLE,W  35-10,8,134,16.8,1,0
Mike Wallace,BAL,vs PIT,W  21-14,4,124,31.0,1,0
Julio Jones,ATL,@ TB,W  43-28,8,111,13.9,1,0
Quinton Patton,SF,vs NO,L  23-41,6,106,17.7,0,0
Jimmy Graham,SEA,vs BUF,W  31-25,8,103,12.9,2,0
Eli Rogers,PIT,@ BAL,L  14-21,6,103,17.2,0,0
Zach Ertz,PHI,@ NYG,L  23-28,8,97,12.1,0,0
Jordy Nelson,GB,vs IND,L  26-31,7,94,13.4,1,0
Eric Ebron,DET,@ MIN,W  22-16,7,92,13.1,0,0
Lance Kendricks,LA,vs CAR,L  10-13,7,90,12.9,0,0
Doug Baldwin,SEA,vs BUF,W  31-25,6,89,14.8,0,0
Jordan Matthews,PHI,@ NYG,L  23-28,6,88,14.7,0,0
Antonio Brown,PIT,@ BAL,L  14-21,7,85,12.1,1,0
Marqise Lee,JAX,@ KC,L  14-19,4,84,21.0,0,0
Vance McDonald,SF,vs NO,L  23-41,3,84,28.0,1,0
DuJuan Harris,SF,vs NO,L  23-41,5,83,16.6,1,1
T.Y. Hilton,IND,@ GB,W  31-26,6,82,13.7,0,0
Stefon Diggs,MIN,vs DET,L  16-22,13,80,6.2,0,0
Golden Tate,DET,@ MIN,W  22-16,11,79,7.2,1,0
Kelvin Benjamin,CAR,@ LA,W  13-10,5,76,15.2,0,0
Garrett Celek,SF,vs NO,L  23-41,4,76,19.0,0,0
Allen Robinson,JAX,@ KC,L  14-19,7,76,10.9,1,0
Antonio Gates,,vs TEN,W  43-35,5,75,15.0,1,0
Mohamed Sanu,ATL,@ TB,W  43-28,5,74,14.8,0,0
Michael Thomas,NO,@ SF,W  41-23,5,73,14.6,2,0
Kapri Bibbs,DEN,@ OAK,L  20-30,1,69,69.0,1,0
Bryce Treggs,PHI,@ NYG,L  23-28,2,69,34.5,0,0
Adam Thielen,MIN,vs DET,L  16-22,4,68,17.0,0,0
Brandin Cooks,NO,@ SF,W  41-23,5,66,13.2,0,0
Melvin Gordon,,vs TEN,W  43-35,4,65,16.2,0,0
Tyrell Williams,,vs TEN,W  43-35,6,65,10.8,1,0
Richard Rodgers,GB,vs IND,L  26-31,6,64,10.7,0,0
Kendall Wright,TEN,@,L  35-43,2,64,32.0,0,0
Isaiah Crowell,CLE,vs DAL,L  10-35,4,63,15.8,0,0
Rishard Matthews,TEN,@,L  35-43,6,63,10.5,2,0
Jack Doyle,IND,@ GB,W  31-26,5,61,12.2,0,0
Jalin Marshall,NYJ,@ MIA,L  23-27,3,59,19.7,1,0
Travis Kelce,KC,vs JAX,W  19-14,5,58,11.6,0,0
Tajae Sharpe,TEN,@,L  35-43,4,58,14.5,0,0
Cole Beasley,DAL,@ CLE,W  35-10,6,56,9.3,1,0
Amari Cooper,OAK,vs DEN,W  30-20,6,56,9.3,0,0
Dontrelle Inman,,vs TEN,W  43-35,6,56,9.3,0,0
Jordan Norwood,DEN,@ OAK,L  20-30,2,56,28.0,1,0
Demaryius Thomas,DEN,@ OAK,L  20-30,5,56,11.2,0,0
Trey Burton,PHI,@ NYG,L  23-28,3,55,18.3,0,0
Donte Moncrief,IND,@ GB,W  31-26,3,55,18.3,1,0
Taylor Gabriel,ATL,@ TB,W  43-28,5,52,10.4,0,0
Greg Olsen,CAR,@ LA,W  13-10,5,52,10.4,1,0
Sterling Shepard,NYG,vs PHI,W  28-23,3,50,16.7,1,0
Robby Anderson,NYJ,@ MIA,L  23-27,4,49,12.2,0,0
Kenny Britt,LA,vs CAR,L  10-13,4,49,12.2,1,0
Harry Douglas,TEN,@,L  35-43,2,48,24.0,0,0
Brian Quick,LA,vs CAR,L  10-13,4,48,12.0,0,0
Terrelle Pryor,CLE,vs DAL,L  10-35,5,47,9.4,1,0
Emmanuel Sanders,DEN,@ OAK,L  20-30,5,47,9.4,0,0
Steve Smith,BAL,vs PIT,W  21-14,4,47,11.8,0,0
Odell Beckham,NYG,vs PHI,W  28-23,4,46,11.5,2,0
Victor Cruz,NYG,vs PHI,W  28-23,1,46,46.0,0,0
Austin Hooper,ATL,@ TB,W  43-28,3,46,15.3,1,0
