Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Ezekiel Ansah,DET,@ NYG,W  24-10,3.0,18.0,3,6,0,1,0
Chris Jones,KC,vs PHI,W  27-20,3.0,13.0,2,4,0,2,0
Geno Atkins,CIN,vs HOU,L  9-13,2.0,13.0,3,2,3,0,0
Everson Griffen,MIN,@ PIT,L  9-26,2.0,10.0,3,4,0,0,0
Jerry Hughes,BUF,@ CAR,L  3-9,2.0,24.0,2,4,2,0,0
Chandler Jones,ARI,@ IND,W  16-13,2.0,16.0,2,5,2,1,0
Demarcus Lawrence,DAL,@ DEN,L  17-42,2.0,29.0,2,5,2,1,0
Benardrick McKinney,HOU,@ CIN,W  13-9,2.0,7.0,2,4,2,0,0
Von Miller,DEN,vs DAL,W  42-17,2.0,10.0,5,2,0,0,0
Julius Peppers,CAR,vs BUF,W  9-3,2.0,9.0,2,4,2,0,0
Mario Edwards,OAK,vs NYJ,W  45-20,1.5,3.0,2,2,1,0,0
Clay Matthews,GB,@ ATL,L  23-34,1.5,15.5,3,2,3,0,0
Mario Addison,CAR,vs BUF,W  9-3,1.0,9.0,1,4,0,0,0
Lorenzo Alexander,BUF,@ CAR,L  3-9,1.0,5.0,1,6,3,0,0
Alex Anzalone,NO,vs NE,L  20-36,1.0,4.0,1,4,1,0,0
Arik Armstead,SF,@ SEA,L  9-12,1.0,8.0,1,1,3,0,0
Vic Beasley,ATL,vs GB,W  34-23,1.0,15.0,1,1,1,1,0
Michael Bennett,SEA,vs SF,W  12-9,1.0,4.0,2,2,1,0,0
Tyus Bowser,BAL,vs CLE,W  24-10,1.0,2.0,1,2,0,0,0
James Burgess,CLE,@ BAL,L  10-24,1.0,9.0,1,2,0,0,0
Josh Bynes,ARI,@ IND,W  16-13,1.0,2.0,1,3,0,0,0
De'Vondre Campbell,ATL,vs GB,W  34-23,1.0,8.0,1,6,2,0,0
Cornellius Carradine,SF,@ SEA,L  9-12,1.0,8.0,2,2,1,0,0
Frank Clark,SEA,vs SF,W  12-9,1.0,6.0,1,2,0,0,0
Adrian Clayborn,ATL,vs GB,W  34-23,1.0,12.0,2,1,0,0,0
Fletcher Cox,PHI,@ KC,L  20-27,1.0,3.0,1,2,0,0,0
Jarrad Davis,DET,@ NYG,W  24-10,1.0,10.0,1,3,3,0,0
Bud Dupree,PIT,vs MIN,W  26-9,1.0,11.0,1,1,1,0,0
Dee Ford,KC,vs PHI,W  27-20,1.0,9.0,2,2,0,0,0
Eddie Goldman,CHI,@ TB,L  7-29,1.0,5.0,1,2,1,0,0
Nate Hairston,IND,vs ARI,L  13-16,1.0,6.0,1,4,0,0,0
William Hayes,MIA,@ LAC,W  19-17,1.0,8.0,2,1,1,0,0
Justin Houston,KC,vs PHI,W  27-20,1.0,3.0,2,5,0,0,0
Melvin Ingram,LAC,vs MIA,L  17-19,1.0,5.0,2,4,0,0,0
Myles Jack,JAX,vs TEN,L  16-37,1.0,4.0,1,5,1,0,0
Kareem Jackson,HOU,@ CIN,W  13-9,1.0,4.0,1,5,3,1,0
Karl Joseph,OAK,vs NYJ,W  45-20,1.0,7.0,1,3,2,1,1
Mychal Kendricks,PHI,@ KC,L  20-27,1.0,5.0,1,2,0,0,0
Ryan Kerrigan,WAS,@ LA,W  27-20,1.0,5.0,1,1,0,1,0
Hau'oli Kikaha,NO,vs NE,L  20-36,1.0,7.0,1,1,0,0,0
Christian Kirksey,CLE,@ BAL,L  10-24,1.0,7.0,1,6,3,0,0
Shaq Lawson,BUF,@ CAR,L  3-9,1.0,7.0,1,2,4,0,0
Bennie Logan,KC,vs PHI,W  27-20,1.0,9.0,1,1,1,0,0
Chris Long,PHI,@ KC,L  20-27,1.0,5.0,1,1,0,0,0
Aaron Lynch,SF,@ SEA,L  9-12,1.0,1.0,2,1,0,0,0
Khalil Mack,OAK,vs NYJ,W  45-20,1.0,9.0,1,3,1,0,0
Blake Martinez,GB,@ ATL,L  23-34,1.0,8.0,1,5,0,0,0
Josh Mauro,ARI,@ IND,W  16-13,1.0,8.0,1,1,1,0,0
Chris McCain,LAC,vs MIA,L  17-19,1.0,0.0,1,1,1,0,0
Derrick Morgan,TEN,@ JAX,W  37-16,1.0,5.0,1,2,1,0,0
Calvin Munson,NYG,vs DET,L  10-24,1.0,0.0,1,6,1,0,0
Haloti Ngata,DET,@ NYG,W  24-10,1.0,3.0,1,2,0,0,0
Alec Ogletree,LA,vs WAS,L  20-27,1.0,12.0,1,7,4,0,0
Patrick Onwuasor,BAL,vs CLE,W  24-10,1.0,1.0,1,2,0,0,0
Brian Orakpo,TEN,@ JAX,W  37-16,1.0,7.0,1,4,0,1,0
Jason Pierre-Paul,NYG,vs DET,L  10-24,1.0,3.0,1,3,0,1,0
Jordan Poyer,BUF,@ CAR,L  3-9,1.0,7.0,1,7,4,0,0
Hassan Ridgeway,IND,vs ARI,L  13-16,1.0,6.0,1,1,0,0,0
John Simon,IND,vs ARI,L  13-16,1.0,7.0,3,4,1,0,0
Preston Smith,WAS,@ LA,W  27-20,1.0,7.0,2,2,1,0,0
Chris Smith,CIN,vs HOU,L  9-13,1.0,14.0,1,3,3,0,0
Noah Spence,TB,vs CHI,W  29-7,1.0,11.0,1,2,0,1,0
Terrell Suggs,BAL,vs CLE,W  24-10,1.0,4.0,3,1,0,1,0
Vince Williams,PIT,vs MIN,W  26-9,1.0,10.0,1,4,0,0,0
Deatrich Wise,NE,@ NO,W  36-20,1.0,8.0,5,2,0,0,0
Al Woods,IND,vs ARI,L  13-16,1.0,7.0,1,1,1,0,0
Kerry Wynn,NYG,vs DET,L  10-24,1.0,0.0,0,1,0,0,0
Eddie Yarbrough,BUF,@ CAR,L  3-9,1.0,7.0,2,1,0,0,0
Willie Young,CHI,@ TB,L  7-29,1.0,5.0,1,2,0,0,0
Denico Autry,OAK,vs NYJ,W  45-20,0.5,2.0,1,1,2,0,0
Morgan Fox,LA,vs WAS,L  20-27,0.5,5.5,1,0,1,0,0
Brandon Graham,PHI,@ KC,L  20-27,0.5,3.0,1,2,2,0,0
Timmy Jernigan,PHI,@ KC,L  20-27,0.5,3.0,1,2,2,0,0
