Name,Team,Opp,Score,Comp,Att,Yds,TD,Int,Sck,FUM,Rate
Drew Brees,NO,vs WAS,W  34-31,29,41,385,2,1,2,0,106.2
Tom Brady,NE,@ OAK,W  33-8,30,37,340,3,0,1,0,132.0
Kirk Cousins,WAS,@ NO,L  31-34,22,32,322,3,0,2,0,132.6
Marcus Mariota,TEN,@ PIT,L  17-40,22,33,306,1,4,5,0,66.8
Ben Roethlisberger,PIT,vs TEN,W  40-17,30,45,299,4,0,3,0,115.0
Matthew Stafford,DET,@ CHI,W  27-24,21,31,299,2,0,3,1,120.2
Matt Moore,MIA,vs TB,L  20-30,17,28,282,1,0,1,0,106.5
Case Keenum,MIN,vs LA,W  24-7,27,38,280,1,0,0,0,100.8
Ryan Fitzpatrick,TB,@ MIA,W  30-20,22,37,275,2,0,1,0,100.6
Russell Wilson,SEA,vs ATL,L  31-34,26,42,258,2,1,3,1,85.2
Blaine Gabbert,ARI,@ HOU,L  21-31,22,34,257,3,2,2,0,92.4
Brock Osweiler,DEN,vs CIN,L  17-20,23,42,254,1,1,3,0,70.9
Philip Rivers,LAC,vs BUF,W  54-24,20,32,251,2,0,1,0,107.7
Brett Hundley,GB,vs BAL,L  0-23,21,36,239,0,3,6,1,43.6
Derek Carr,OAK,vs NE,L  8-33,28,49,237,1,1,1,0,68.2
Tom Savage,HOU,vs ARI,W  31-21,22,32,230,2,1,1,1,97.1
Alex Smith,KC,@ NYG,L  9-12,27,40,230,0,2,1,0,61.5
Jared Goff,LA,@ MIN,L  7-24,23,37,225,0,0,2,0,79.2
Eli Manning,NYG,vs KC,W  12-9,19,35,205,0,0,0,0,71.7
Matt Ryan,ATL,@ SEA,W  34-31,19,27,195,2,0,1,0,115.5
Joe Flacco,BAL,@ GB,W  23-0,22,28,183,1,1,3,0,90.9
DeShone Kizer,CLE,vs JAX,L  7-19,16,32,179,1,2,5,2,51.4
Mitchell Trubisky,CHI,vs DET,L  24-27,18,30,179,1,0,1,1,88.1
Carson Wentz,PHI,@ DAL,W  37-9,14,27,168,2,0,0,0,95.9
Tyrod Taylor,BUF,@ LAC,L  24-54,15,25,158,1,0,1,1,91.8
Blake Bortles,JAX,@ CLE,W  19-7,17,30,154,1,0,2,1,81.8
Andy Dalton,CIN,@ DEN,W  20-17,15,25,154,3,0,2,0,117.3
Dak Prescott,DAL,vs PHI,L  9-37,18,31,145,0,3,4,1,30.4
Jay Cutler,MIA,vs TB,L  20-30,6,12,83,1,3,0,0,60.8
Nathan Peterman,BUF,@ LAC,L  24-54,6,14,66,0,5,0,0,17.9
Kellen Clemens,LAC,vs BUF,W  54-24,5,5,33,0,0,0,0,94.2
Eric Decker,TEN,@ PIT,L  17-40,0,1,0,0,0,0,0,39.6
Travis Kelce,KC,@ NYG,L  9-12,0,1,0,0,1,0,0,0.0
Cooper Rush,DAL,vs PHI,L  9-37,0,1,0,0,0,0,0,39.6
Shane Vereen,NYG,vs KC,W  12-9,0,1,0,0,1,0,0,0.0
Jon Ryan,SEA,vs ATL,L  31-34,1,1,-4,0,0,0,0,79.2
