Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Rishard Matthews,TEN,@ IND,L  17-24,9,122,13.6,0,0
Pierre Garcon,WAS,vs GB,W  42-24,6,116,19.3,1,0
Travis Kelce,KC,vs TB,L  17-19,7,108,15.4,0,0
Jared Cook,GB,@ WAS,L  24-42,6,105,17.5,1,1
Mike Evans,TB,@ KC,W  19-17,6,105,17.5,0,0
Doug Baldwin,SEA,vs PHI,W  26-15,4,104,26.0,0,0
Jamison Crowder,WAS,vs GB,W  42-24,3,102,34.0,1,0
Steve Smith,BAL,@ DAL,L  17-27,8,99,12.4,1,0
Malcolm Mitchell,NE,@ SF,W  30-17,4,98,24.5,1,0
T.Y. Hilton,IND,vs TEN,W  24-17,5,97,19.4,1,0
Terrelle Pryor,CLE,vs PIT,L  9-24,5,97,19.4,0,0
Jamize Olawale,OAK,vs HOU,W  27-20,3,90,30.0,1,0
Randall Cobb,GB,@ WAS,L  24-42,3,84,28.0,0,0
C.J. Fiedorowicz,HOU,@ OAK,L  20-27,6,82,13.7,0,0
Dez Bryant,DAL,vs BAL,W  27-17,6,80,13.3,2,0
DeVante Parker,MIA,@ LA,W  14-10,8,79,9.9,1,0
Jordan Reed,WAS,vs GB,W  42-24,5,79,15.8,0,0
Julian Edelman,NE,@ SF,W  30-17,8,77,9.6,1,0
Antonio Brown,PIT,@ CLE,W  24-9,8,76,9.5,0,0
Chris Ivory,JAX,@ DET,L  19-26,6,75,12.5,0,1
Frank Gore,IND,vs TEN,W  24-17,4,71,17.8,0,0
Eric Ebron,DET,vs JAX,W  26-19,3,70,23.3,0,0
Theo Riddick,DET,vs JAX,W  26-19,8,70,8.8,0,0
Tajae Sharpe,TEN,@ IND,L  17-24,4,68,17.0,1,0
Michael Thomas,NO,@ CAR,L  20-23,5,68,13.6,0,0
Adam Thielen,MIN,vs ARI,W  30-24,5,65,13.0,1,0
Larry Fitzgerald,ARI,@ MIN,L  24-30,6,63,10.5,0,0
James White,NE,@ SF,W  30-17,6,63,10.5,1,0
Cecil Shorts,TB,@ KC,W  19-17,5,62,12.4,0,0
Mike Wallace,BAL,@ DAL,L  17-27,5,62,12.4,0,0
Zach Miller,CHI,@ NYG,L  16-22,3,61,20.3,1,0
Cole Beasley,DAL,vs BAL,W  27-17,5,59,11.8,1,0
Jordan Matthews,PHI,@ SEA,L  15-26,5,59,11.8,0,0
Latavius Murray,OAK,vs HOU,W  27-20,5,59,11.8,0,0
DeAndre Hopkins,HOU,@ OAK,L  20-27,5,58,11.6,0,0
Amari Cooper,OAK,vs HOU,W  27-20,4,57,14.2,1,0
Tim Hightower,NO,@ CAR,L  20-23,8,57,7.1,0,0
David Johnson,ARI,@ MIN,L  24-30,7,57,8.1,1,0
Kelvin Benjamin,CAR,vs NO,W  23-20,3,56,18.7,0,0
Le'Veon Bell,PIT,@ CLE,W  24-9,8,55,6.9,0,0
Tyler Boyd,CIN,vs BUF,L  12-16,6,54,9.0,1,0
Dorial Green-Beckham,PHI,@ SEA,L  15-26,5,54,10.8,1,0
Russell Shepard,TB,@ KC,W  19-17,3,54,18.0,0,0
Tyreek Hill,KC,vs TB,L  17-19,4,53,13.2,0,0
Cordarrelle Patterson,MIN,vs ARI,W  30-24,4,53,13.2,0,0
Marqise Lee,JAX,@ DET,L  19-26,4,52,13.0,1,0
Kendall Wright,TEN,@ IND,L  17-24,4,52,13.0,0,0
DeSean Jackson,WAS,vs GB,W  42-24,4,51,12.8,1,0
Phillip Dorsett,IND,vs TEN,W  24-17,1,50,50.0,0,0
Jalen Richard,OAK,vs HOU,W  27-20,3,50,16.7,1,0
Sterling Shepard,NYG,vs CHI,W  22-16,5,50,10.0,1,0
Brice Butler,DAL,vs BAL,W  27-17,2,49,24.5,0,0
Cameron Meredith,CHI,@ NYG,L  16-22,4,49,12.2,0,0
Victor Cruz,NYG,vs CHI,W  22-16,1,48,48.0,0,0
Brandon Tate,BUF,@ CIN,W  16-12,2,48,24.0,0,0
Adam Humphries,TB,@ KC,W  19-17,4,47,11.8,0,0
Mark Ingram,NO,@ CAR,L  20-23,3,47,15.7,0,0
Odell Beckham,NYG,vs CHI,W  22-16,5,46,9.2,0,0
Ted Ginn,CAR,vs NO,W  23-20,3,46,15.3,1,0
Jimmy Graham,SEA,vs PHI,W  26-15,3,46,15.3,1,0
Duke Johnson,CLE,vs PIT,L  9-24,3,46,15.3,0,0
Vance McDonald,SF,vs NE,L  17-30,3,46,15.3,1,0
James Starks,GB,@ WAS,L  24-42,5,46,9.2,1,0
Rashad Jennings,NYG,vs CHI,W  22-16,5,44,8.8,0,0
Andre Roberts,DET,vs JAX,W  26-19,1,44,44.0,0,1
Kenny Britt,LA,vs MIA,L  10-14,5,43,8.6,0,0
Shaun Draughn,SF,vs NE,L  17-30,3,43,14.3,1,0
Davante Adams,GB,@ WAS,L  24-42,3,42,14.0,0,0
Brandin Cooks,NO,@ CAR,L  20-23,7,42,6.0,0,0
Doug Martin,TB,@ KC,W  19-17,3,42,14.0,0,0
Charcandrick West,KC,vs TB,L  17-19,3,42,14.0,0,0
Garrett Celek,SF,vs NE,L  17-30,3,41,13.7,0,0
Robert Woods,BUF,@ CIN,W  16-12,3,41,13.7,0,0
Giovani Bernard,CIN,vs BUF,L  12-16,5,40,8.0,0,0
Corey Coleman,CLE,vs PIT,L  9-24,4,39,9.8,0,0
Tyler Lockett,SEA,vs PHI,W  26-15,2,39,19.5,0,0
Lance Kendricks,LA,vs MIA,L  10-14,4,38,9.5,0,1
Anquan Boldin,DET,vs JAX,W  26-19,6,37,6.2,0,0
Stefon Diggs,MIN,vs ARI,W  30-24,6,37,6.2,0,0
Tyler Eifert,CIN,vs BUF,L  12-16,3,37,12.3,0,0
Donte Moncrief,IND,vs TEN,W  24-17,4,37,9.2,1,0
Jason Witten,DAL,vs BAL,W  27-17,5,37,7.4,0,0
Delanie Walker,TEN,@ IND,L  17-24,4,36,9.0,0,0
Kamar Aiken,BAL,@ DAL,L  17-27,3,35,11.7,0,0
Zach Ertz,PHI,@ SEA,L  15-26,6,35,5.8,1,0
Chris Harper,SF,vs NE,L  17-30,2,35,17.5,0,0
Marquess Wilson,CHI,@ NYG,L  16-22,1,35,35.0,0,0
Jermaine Gresham,ARI,@ MIN,L  24-30,2,33,16.5,1,0
Greg Olsen,CAR,vs NO,W  23-20,4,33,8.2,0,0
Willie Snead,NO,@ CAR,L  20-23,4,33,8.2,0,0
Kenny Stills,MIA,@ LA,W  14-10,4,33,8.2,0,0
Josh Bellamy,CHI,@ NYG,L  16-22,2,32,16.0,0,0
Devin Funchess,CAR,vs NO,W  23-20,2,32,16.0,0,0
Ryan Griffin,HOU,@ OAK,L  20-27,3,32,10.7,0,0
Kyle Juszczyk,BAL,@ DAL,L  17-27,3,32,10.7,0,0
Brandon LaFell,CIN,vs BUF,L  12-16,4,32,8.0,0,0
Thomas Rawls,SEA,vs PHI,W  26-15,3,31,10.3,0,0
Wendell Smallwood,PHI,@ SEA,L  15-26,4,31,7.8,0,0
Ezekiel Elliott,DAL,vs BAL,W  27-17,4,30,7.5,0,0
Jeremy Langford,CHI,@ NYG,L  16-22,3,30,10.0,0,0
Dennis Pitta,BAL,@ DAL,L  17-27,3,30,10.0,0,0
Jermaine Kearse,SEA,vs PHI,W  26-15,2,29,14.5,0,0
Chris Conley,KC,vs TB,L  17-19,4,28,7.0,0,0
Jarvis Landry,MIA,@ LA,W  14-10,5,28,5.6,1,0
Jordy Nelson,GB,@ WAS,L  24-42,3,28,9.3,1,0
Richard Rodgers,GB,@ WAS,L  24-42,4,28,7.0,0,0
Clive Walford,OAK,vs HOU,W  27-20,2,28,14.0,0,0
Ty Montgomery,GB,@ WAS,L  24-42,3,27,9.0,0,0
Golden Tate,DET,vs JAX,W  26-19,3,27,9.0,0,1
Dion Lewis,NE,@ SF,W  30-17,3,26,8.7,0,0
Braxton Miller,HOU,@ OAK,L  20-27,5,25,5.0,1,0
Carlos Hyde,SF,vs NE,L  17-30,3,24,8.0,0,0
Gary Barnidge,CLE,vs PIT,L  9-24,2,23,11.5,1,0
Charles Clay,BUF,@ CIN,W  16-12,5,23,4.6,0,0
Darren Fells,ARI,@ MIN,L  24-30,1,22,22.0,0,0
Jordan Howard,CHI,@ NYG,L  16-22,1,22,22.0,0,0
James Wright,CIN,vs BUF,L  12-16,2,22,11.0,0,0
Tavon Austin,LA,vs MIA,L  10-14,1,21,21.0,0,0
Reggie Bush,BUF,@ CIN,W  16-12,2,21,10.5,0,0
Gavin Escobar,DAL,vs BAL,W  27-17,2,21,10.5,0,0
Michael Floyd,ARI,@ MIN,L  24-30,2,21,10.5,0,0
Brian Quick,LA,vs MIA,L  10-14,3,21,7.0,0,0
Andrew Hawkins,CLE,vs PIT,L  9-24,1,20,20.0,0,0
Eli Rogers,PIT,@ CLE,W  24-9,4,20,5.0,0,0
Dion Sims,MIA,@ LA,W  14-10,3,20,6.7,0,0
Brent Celek,PHI,@ SEA,L  15-26,1,19,19.0,0,0
Paul Perkins,NYG,vs CHI,W  22-16,2,19,9.5,0,0
Albert Wilson,KC,vs TB,L  17-19,4,19,4.8,1,0
Cameron Brate,TB,@ KC,W  19-17,2,18,9.0,0,0
Allen Robinson,JAX,@ DET,L  19-26,3,18,6.0,1,0
Coby Fleener,NO,@ CAR,L  20-23,3,17,5.7,1,0
Will Fuller,HOU,@ OAK,L  20-27,1,17,17.0,0,0
Quinton Patton,SF,vs NE,L  17-30,2,17,8.5,0,0
Mike Tolbert,CAR,vs NO,W  23-20,1,17,17.0,0,0
Marcedes Lewis,JAX,@ DET,L  19-26,2,16,8.0,0,0
Spencer Ware,KC,vs TB,L  17-19,2,16,8.0,0,0
T.J. Yeldon,JAX,@ DET,L  19-26,2,16,8.0,0,0
Marquise Goodwin,BUF,@ CIN,W  16-12,2,15,7.5,0,0
Marvin Jones,DET,vs JAX,W  26-19,1,15,15.0,0,0
Dwayne Washington,DET,vs JAX,W  26-19,2,15,7.5,0,0
Russell Wilson,SEA,vs PHI,W  26-15,1,15,15.0,1,0
Stephen Anderson,HOU,@ OAK,L  20-27,1,14,14.0,0,0
Martellus Bennett,NE,@ SF,W  30-17,1,14,14.0,0,0
Rex Burkhead,CIN,vs BUF,L  12-16,1,14,14.0,0,0
Trey Burton,PHI,@ SEA,L  15-26,1,14,14.0,0,0
Lance Dunbar,DAL,vs BAL,W  27-17,2,14,7.0,0,0
Maurice Harris,WAS,vs GB,W  42-24,1,14,14.0,0,0
Isaiah Crowell,CLE,vs PIT,L  9-24,5,13,2.6,0,0
Eddie Royal,CHI,@ NYG,L  16-22,2,13,6.5,0,0
LeSean McCoy,BUF,@ CIN,W  16-12,2,12,6.0,0,0
Keith Mumphery,HOU,@ OAK,L  20-27,2,12,6.0,0,0
Kyle Rudolph,MIN,vs ARI,W  30-24,2,12,6.0,0,0
Julius Thomas,JAX,@ DET,L  19-26,3,12,4.0,0,0
Will Tye,NYG,vs CHI,W  22-16,2,12,6.0,1,0
Luke Willson,SEA,vs PHI,W  26-15,1,12,12.0,0,0
Cobi Hamilton,PIT,@ CLE,W  24-9,2,11,5.5,0,0
Terrance West,BAL,@ DAL,L  17-27,1,11,11.0,0,0
Terrance Williams,DAL,vs BAL,W  27-17,1,11,11.0,0,0
Pharoh Cooper,LA,vs MIA,L  10-14,1,10,10.0,0,0
Deonte Thompson,CHI,@ NYG,L  16-22,1,10,10.0,0,0
Brandon Coleman,NO,@ CAR,L  20-23,1,9,9.0,1,0
