Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Cliff Avril,SEA,@ ARI,T 6-6,2.5,20.5,6,3,1,0,0
Vic Beasley,ATL,vs,L  30-33,2.0,13.0,2,2,1,1,0
Joey Bosa,,@ ATL,W  33-30,2.0,10.0,3,4,1,0,0
Leonard Floyd,CHI,@ GB,L  10-26,2.0,23.0,3,2,1,1,1
Matt Judon,BAL,@ NYJ,L  16-24,2.0,13.0,2,2,1,0,0
Emmanuel Ogbah,CLE,@ CIN,L  17-31,2.0,12.0,2,5,1,0,0
Frank Clark,SEA,@ ARI,T 6-6,1.5,10.5,3,4,1,1,0
Derrick Morgan,TEN,vs IND,L  26-34,1.5,9.0,3,2,2,0,0
Cameron Wake,MIA,vs BUF,W  28-25,1.5,8.0,2,1,1,0,0
Jude Adjei-Barimah,TB,@ SF,W  34-17,1.0,12.0,1,6,0,1,0
Lorenzo Alexander,BUF,@ MIA,L  25-28,1.0,6.0,2,4,0,0,0
Akeem Ayers,IND,@ TEN,W  34-26,1.0,10.0,1,1,0,0,0
Connor Barwin,PHI,vs MIN,W  21-10,1.0,7.0,0,3,1,1,0
Nigel Bradham,PHI,vs MIN,W  21-10,1.0,9.0,2,6,1,0,0
Jay Bromley,NYG,@ LA,W  17-10,1.0,5.0,1,1,0,0,0
Armonty Bryant,DET,vs WAS,W  20-17,1.0,9.0,1,2,0,1,0
Rafael Bush,DET,vs WAS,W  20-17,1.0,9.0,1,3,3,0,0
Adrian Clayborn,ATL,vs,L  30-33,1.0,5.0,2,3,0,0,1
Carlos Dunlap,CIN,vs CLE,W  31-17,1.0,6.0,3,1,2,0,0
William Gholston,TB,@ SF,W  34-17,1.0,8.0,1,5,2,0,0
Brandon Graham,PHI,vs MIN,W  21-10,1.0,4.0,5,2,1,1,0
Damon Harrison,NYG,@ LA,W  17-10,1.0,12.0,1,5,1,0,0
Jordan Hicks,PHI,vs MIN,W  21-10,1.0,3.0,2,8,3,0,0
Melvin Ingram,,@ ATL,W  33-30,1.0,7.0,3,6,3,0,0
Timmy Jernigan,BAL,@ NYJ,L  16-24,1.0,7.0,2,1,3,0,1
Jason Jones,MIA,vs BUF,W  28-25,1.0,4.0,1,2,0,0,0
Chandler Jones,ARI,vs SEA,T 6-6,1.0,20.0,3,3,0,1,0
Ryan Kerrigan,WAS,@ DET,L  17-20,1.0,8.0,1,1,0,0,0
Aaron Lynch,SF,vs TB,L  17-34,1.0,4.0,2,3,0,0,0
Khalil Mack,OAK,@ JAX,W  33-16,1.0,7.0,2,3,0,0,0
Gerald McCoy,TB,@ SF,W  34-17,1.0,4.0,1,2,1,1,1
T.Y. McGill,IND,@ TEN,W  34-26,1.0,11.0,3,1,0,1,0
Rodney McLeod,PHI,vs MIN,W  21-10,1.0,7.0,0,7,0,1,0
Steven Means,PHI,vs MIN,W  21-10,1.0,5.0,0,1,0,1,0
Trent Murphy,WAS,@ DET,L  17-20,1.0,2.0,0,2,0,1,0
Nick Perry,GB,vs CHI,W  26-10,1.0,10.0,1,3,1,0,0
Michael Pierce,BAL,@ NYJ,L  16-24,1.0,3.0,1,3,2,0,0
Brooks Reed,ATL,vs,L  30-33,1.0,5.0,1,3,0,0,0
Sheldon Richardson,NYJ,vs BAL,W  24-16,1.0,9.0,2,6,1,0,0
Preston Smith,WAS,@ DET,L  17-20,1.0,6.0,1,2,0,0,0
Daniel Sorensen,KC,vs NO,W  27-21,1.0,8.0,1,6,0,0,0
Noah Spence,TB,@ SF,W  34-17,1.0,6.0,2,1,0,0,0
Ndamukong Suh,MIA,vs BUF,W  28-25,1.0,6.0,4,1,1,0,0
Erik Walden,IND,@ TEN,W  34-26,1.0,4.0,1,1,1,0,0
Shawn Williams,CIN,vs CLE,W  31-17,1.0,4.0,3,3,2,0,0
Leonard Williams,NYJ,vs BAL,W  24-16,1.0,5.0,2,2,1,0,0
Brandon Williams,BAL,@ NYJ,L  16-24,1.0,3.0,1,5,3,0,0
Arik Armstead,SF,vs TB,L  17-34,0.5,0.5,1,3,1,0,0
Andre Branch,MIA,vs BUF,W  28-25,0.5,3.0,1,0,2,0,0
Ahmad Brooks,SF,vs TB,L  17-34,0.5,0.5,2,3,2,0,0
Christian Kirksey,CLE,@ CIN,L  17-31,0.5,4.0,1,4,4,0,0
Karl Klug,TEN,vs IND,L  26-34,0.5,3.0,1,0,3,0,0
Carl Nassib,CLE,@ CIN,L  17-31,0.5,4.0,2,2,2,0,0
Jason Pierre-Paul,NYG,@ LA,W  17-10,0.5,1.5,1,0,1,0,0
Kerry Wynn,NYG,@ LA,W  17-10,0.5,1.5,1,0,1,0,0
Isa Abdul-Quddus,MIA,vs BUF,W  28-25,0.0,0.0,0,3,0,0,0
Sam Acho,CHI,@ GB,L  10-26,0.0,0.0,2,1,2,0,0
Mike Adams,IND,@ TEN,W  34-26,0.0,0.0,0,6,2,0,0
Andrew Adams,NYG,@ LA,W  17-10,0.0,0.0,0,4,0,0,0
Nelson Agholor,PHI,vs MIN,W  21-10,0.0,0.0,0,0,0,0,0
Walt Aikens,MIA,vs BUF,W  28-25,0.0,0.0,0,0,0,0,0
Dominique Alexander,CLE,@ CIN,L  17-31,0.0,0.0,0,0,0,0,0
Maurice Alexander,LA,vs NYG,L  10-17,0.0,0.0,0,4,0,0,0
Kwon Alexander,TB,@ SF,W  34-17,0.0,0.0,2,7,2,0,0
Robert Alford,ATL,vs,L  30-33,0.0,0.0,0,4,2,0,0
Nate Allen,OAK,@ JAX,W  33-16,0.0,0.0,0,0,0,0,0
Ricardo Allen,ATL,vs,L  30-33,0.0,0.0,0,7,1,0,0
Beau Allen,PHI,vs MIN,W  21-10,0.0,0.0,1,2,1,0,1
Kiko Alonso,MIA,vs BUF,W  28-25,0.0,0.0,0,5,1,0,0
Tyson Alualu,JAX,vs OAK,L  16-33,0.0,0.0,0,2,0,0,0
David Amerson,OAK,@ JAX,W  33-16,0.0,0.0,0,4,0,0,0
Adrian Amos,CHI,@ GB,L  10-26,0.0,0.0,0,6,2,0,0
Prince Amukamara,JAX,vs OAK,L  16-33,0.0,0.0,0,7,0,0,0
Ezekiel Ansah,DET,vs WAS,W  20-17,0.0,0.0,3,1,1,0,0
Eli Apple,NYG,@ LA,W  17-10,0.0,0.0,0,3,0,1,0
Geno Atkins,CIN,vs CLE,W  31-17,0.0,0.0,3,0,0,0,0
Tavon Austin,LA,vs NYG,L  10-17,0.0,0.0,0,0,0,0,0
Denico Autry,OAK,@ JAX,W  33-16,0.0,0.0,0,0,0,0,0
Jonathan Babineaux,ATL,vs,L  30-33,0.0,0.0,0,0,0,0,0
Johnson Bademosi,DET,vs WAS,W  20-17,0.0,0.0,0,4,1,0,0
Chris Baker,WAS,@ DET,L  17-20,0.0,0.0,0,2,1,0,0
Allen Barbre,PHI,vs MIN,W  21-10,0.0,0.0,0,0,0,0,0
Anthony Barr,MIN,@ PHI,L  10-21,0.0,0.0,1,4,1,0,1
Shaquil Barrett,DEN,vs HOU,W  27-9,0.0,0.0,0,0,1,0,0
Mark Barron,LA,vs NYG,L  10-17,0.0,0.0,0,4,1,0,0
David Bass,TEN,vs IND,L  26-34,0.0,0.0,0,0,2,0,0
Daren Bates,OAK,@ JAX,W  33-16,0.0,0.0,0,0,0,0,0
De'Vante Bausby,CHI,@ GB,L  10-26,0.0,0.0,0,7,1,0,0
Zane Beadles,SF,vs TB,L  17-34,0.0,0.0,0,0,0,0,0
Le'Veon Bell,PIT,vs NE,L  16-27,0.0,0.0,0,0,0,0,0
Blake Bell,SF,vs TB,L  17-34,0.0,0.0,0,0,0,0,0
Vonn Bell,NO,@ KC,L  21-27,0.0,0.0,0,3,1,0,0
Josh Bellamy,CHI,@ GB,L  10-26,0.0,0.0,0,0,0,0,0
Nick Bellore,SF,vs TB,L  17-34,0.0,0.0,0,3,2,0,0
Michael Bennett,SEA,@ ARI,T 6-6,0.0,0.0,0,2,1,0,0
Eric Berry,KC,vs NO,W  27-21,0.0,0.0,0,6,2,0,0
Antoine Bethea,SF,vs TB,L  17-34,0.0,0.0,1,8,1,0,0
Justin Bethel,ARI,vs SEA,T 6-6,0.0,0.0,0,0,0,0,0
Will Blackmon,WAS,@ DET,L  17-20,0.0,0.0,0,3,1,0,0
Angelo Blackson,TEN,vs IND,L  26-34,0.0,0.0,0,1,1,0,0
