Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
DeAndre Hopkins,HOU,vs IND,L  20-27,11,169,15.4,0,0
Willie Snead,NO,@ PHI,L  17-39,6,141,23.5,0,0
Gary Barnidge,CLE,@ BAL,W  33-30,8,139,17.4,1,0
Odell Beckham,NYG,vs SF,W  30-27,7,121,17.3,1,0
Julian Edelman,NE,@ DAL,W  30-6,4,120,30.0,1,0
Allen Hurns,,@ TB,L  31-38,5,116,23.2,1,0
Emmanuel Sanders,DEN,@ OAK,W  16-10,9,111,12.3,0,0
Anquan Boldin,SF,@ NYG,L  27-30,8,107,13.4,1,0
Brandin Cooks,NO,@ PHI,L  17-39,5,107,21.4,1,0
Jacob Tamme,ATL,vs WAS,W  25-19,8,94,11.8,0,0
Antonio Gates,,vs PIT,L  20-24,9,92,10.2,2,0
Tyler Eifert,CIN,vs SEA,W  27-24,8,90,11.2,2,0
T.Y. Hilton,IND,@ HOU,W  27-20,5,88,17.6,0,0
Jamison Crowder,WAS,@ ATL,L  19-25,8,87,10.9,0,0
Shane Vereen,NYG,vs SF,W  30-27,8,86,10.8,1,0
Jeremy Maclin,KC,vs CHI,L  17-18,8,85,10.6,0,0
Charles Sims,TB,vs,W  38-31,4,85,21.2,0,0
Marquess Wilson,CHI,@ KC,W  18-17,6,85,14.2,1,0
Travis Benjamin,CLE,@ BAL,W  33-30,6,83,13.8,0,0
Kamar Aiken,BAL,vs CLE,L  30-33,4,78,19.5,0,0
A.J. Green,CIN,vs SEA,W  27-24,6,78,13.0,0,0
Josh Huff,PHI,vs NO,W  39-17,4,78,19.5,1,0
Arian Foster,HOU,vs IND,L  20-27,9,77,8.6,0,0
Andre Johnson,IND,@ HOU,W  27-20,6,77,12.8,2,0
James Jones,GB,vs,W  24-10,2,77,38.5,1,0
Taylor Gabriel,CLE,@ BAL,W  33-30,4,75,18.8,0,0
Golden Tate,DET,vs ARI,L  17-42,8,74,9.2,0,1
Stedman Bailey,,@ GB,L  10-24,3,73,24.3,0,0
John Brown,ARI,@ DET,W  42-17,4,73,18.2,1,0
Dwayne Harris,NYG,vs SF,W  30-27,6,72,12.0,0,0
Allen Robinson,,@ TB,L  31-38,7,72,10.3,2,0
Markus Wheaton,PIT,@,W  24-20,1,72,72.0,1,0
Doug Baldwin,SEA,@ CIN,L  24-27,3,70,23.3,0,0
Mohamed Sanu,CIN,vs SEA,W  27-24,5,69,13.8,0,0
Rob Gronkowski,NE,@ DAL,W  30-6,4,67,16.8,0,0
Calvin Johnson,DET,vs ARI,L  17-42,5,67,13.4,0,0
Julio Jones,ATL,vs WAS,W  25-19,5,67,13.4,0,0
Danny Woodhead,,vs PIT,L  20-24,5,66,13.2,0,0
Bryan Walters,,@ TB,L  31-38,4,64,16.0,0,0
Darren McFadden,DAL,vs NE,L  6-30,9,62,6.9,0,0
Marvin Jones,CIN,vs SEA,W  27-24,5,61,12.2,0,0
Zach Ertz,PHI,vs NO,W  39-17,5,60,12.0,0,0
Dion Lewis,NE,@ DAL,W  30-6,8,59,7.4,1,0
Ty Montgomery,GB,vs,W  24-10,4,59,14.8,1,0
Larry Fitzgerald,ARI,@ DET,W  42-17,5,58,11.6,1,0
Keenan Allen,,vs PIT,L  20-24,6,57,9.5,0,0
Corey Fuller,DET,vs ARI,L  17-42,2,56,28.0,0,0
Duke Johnson,CLE,@ BAL,W  33-30,6,55,9.2,0,0
Lance Moore,DET,vs ARI,L  17-42,6,55,9.2,1,0
Demaryius Thomas,DEN,@ OAK,W  16-10,5,55,11.0,0,0
Michael Crabtree,OAK,vs DEN,L  10-16,4,54,13.5,0,0
Theo Riddick,DET,vs ARI,L  17-42,10,53,5.3,1,0
Jaelen Strong,HOU,vs IND,L  20-27,2,53,26.5,2,0
Melvin Gordon,,vs PIT,L  20-24,7,52,7.4,0,1
Chris Hogan,BUF,@ TEN,W  14-13,3,52,17.3,1,0
Cameron Meredith,CHI,@ KC,W  18-17,4,52,13.0,0,0
Pierre Garcon,WAS,@ ATL,L  19-25,3,51,17.0,0,0
Ladarius Green,,vs PIT,L  20-24,5,50,10.0,0,0
Justin Forsett,BAL,vs CLE,L  30-33,4,49,12.2,0,0
Andrew Hawkins,CLE,@ BAL,W  33-30,7,49,7.0,0,0
Marcel Reece,OAK,vs DEN,L  10-16,7,49,7.0,1,0
Malcom Floyd,,vs PIT,L  20-24,3,48,16.0,0,0
Will Tye,NYG,vs SF,W  30-27,4,48,12.0,0,0
Amari Cooper,OAK,vs DEN,L  10-16,4,47,11.8,0,0
Bennie Fowler,DEN,@ OAK,W  16-10,2,46,23.0,0,0
Heath Miller,PIT,@,W  24-20,3,46,15.3,0,0
Antonio Andrews,TEN,vs BUF,L  13-14,3,45,15.0,0,0
Antonio Brown,PIT,@,W  24-20,3,45,15.0,0,0
Richard Rodgers,GB,vs,W  24-10,6,45,7.5,0,0
Brent Celek,PHI,vs NO,W  39-17,3,44,14.7,1,0
Devonta Freeman,ATL,vs WAS,W  25-19,7,44,6.3,0,0
Jordan Matthews,PHI,vs NO,W  39-17,5,44,8.8,0,0
Rueben Randle,NYG,vs SF,W  30-27,5,42,8.4,0,0
Torrey Smith,SF,@ NYG,L  27-30,2,42,21.0,0,0
Mike Evans,TB,vs,W  38-31,3,41,13.7,0,0
Cole Beasley,DAL,vs NE,L  6-30,4,40,10.0,0,0
Bruce Ellington,SF,@ NYG,L  27-30,2,39,19.5,0,0
Isaiah Crowell,CLE,@ BAL,W  33-30,2,38,19.0,1,0
Matt Forte,CHI,@ KC,W  18-17,5,38,7.6,1,0
Justin Hunter,TEN,vs BUF,L  13-14,4,38,9.5,0,0
Jermaine Kearse,SEA,@ CIN,L  24-27,2,38,19.0,1,0
DeMarco Murray,PHI,vs NO,W  39-17,7,37,5.3,0,0
Marques Colston,NO,@ PHI,L  17-39,3,36,12.0,0,0
Delanie Walker,TEN,vs BUF,L  13-14,4,36,9.0,0,0
Benjamin Watson,NO,@ PHI,L  17-39,3,36,12.0,1,0
Larry Donnell,NYG,vs SF,W  30-27,6,35,5.8,1,0
Travis Kelce,KC,vs CHI,L  17-18,3,35,11.7,0,0
Doug Martin,TB,vs,W  38-31,3,35,11.7,1,0
Brandon Myers,TB,vs,W  38-31,2,34,17.0,0,0
Mychal Rivera,OAK,vs DEN,L  10-16,3,33,11.0,0,0
Chris Thompson,WAS,@ ATL,L  19-25,6,33,5.5,0,0
Clive Walford,OAK,vs DEN,L  10-16,1,33,33.0,0,0
Jason Witten,DAL,vs NE,L  6-30,5,33,6.6,0,1
Martellus Bennett,CHI,@ KC,W  18-17,4,32,8.0,0,0
Riley Cooper,PHI,vs NO,W  39-17,3,32,10.7,0,0
Josh Bellamy,CHI,@ KC,W  18-17,6,31,5.2,0,0
Kyle Juszczyk,BAL,vs CLE,L  30-33,3,31,10.3,1,0
T.J. Yeldon,,@ TB,L  31-38,5,31,6.2,1,0
Jimmy Graham,SEA,@ CIN,L  24-27,3,30,10.0,0,0
Terrance Williams,DAL,vs NE,L  6-30,2,30,15.0,0,0
Fred Jackson,SEA,@ CIN,L  24-27,3,29,9.7,0,0
Tyler Lockett,SEA,@ CIN,L  24-27,2,29,14.5,0,0
Brandon Pettigrew,DET,vs ARI,L  17-42,3,29,9.7,0,0
James Starks,GB,vs,W  24-10,3,29,9.7,0,0
Kendall Wright,TEN,vs BUF,L  13-14,3,29,9.7,0,0
Benny Cunningham,,@ GB,L  10-24,2,28,14.0,0,0
Nick Boyle,BAL,vs CLE,L  30-33,3,27,9.0,0,0
Derek Carrier,WAS,@ ATL,L  19-25,2,27,13.5,1,0
Garrett Celek,SF,@ NYG,L  27-30,3,26,8.7,1,0
Jamaal Charles,KC,vs CHI,L  17-18,1,26,26.0,0,0
Darren Fells,ARI,@ DET,W  42-17,2,25,12.5,1,0
Marquise Goodwin,BUF,@ TEN,W  14-13,2,24,12.0,0,0
Darrius Heyward-Bey,PIT,@,W  24-20,2,24,12.0,0,0
Jeremy Ross,BAL,vs CLE,L  30-33,2,24,12.0,0,0
De'Anthony Thomas,KC,vs CHI,L  17-18,2,24,12.0,1,0
Randall Cobb,GB,vs,W  24-10,3,23,7.7,0,0
Keshawn Martin,NE,@ DAL,W  30-6,2,23,11.5,0,0
Ryan Mathews,PHI,vs NO,W  39-17,3,23,7.7,0,0
Bruce Miller,SF,@ NYG,L  27-30,2,23,11.5,0,0
Keith Mumphery,HOU,vs IND,L  20-27,4,23,5.8,0,0
Bishop Sankey,TEN,vs BUF,L  13-14,3,23,7.7,0,0
Roddy White,ATL,vs WAS,W  25-19,2,23,11.5,0,0
Dwayne Allen,IND,@ HOU,W  27-20,1,21,21.0,0,0
Giovani Bernard,CIN,vs SEA,W  27-24,5,21,4.2,0,0
Rashad Jennings,NYG,vs SF,W  30-27,4,21,5.2,0,0
Cody Davis,,@ GB,L  10-24,1,20,20.0,0,0
Anthony Dixon,BUF,@ TEN,W  14-13,3,20,6.7,0,0
Julius Thomas,,@ TB,L  31-38,2,20,10.0,0,0
C.J. Anderson,DEN,@ OAK,W  16-10,2,18,9.0,0,0
Latavius Murray,OAK,vs DEN,L  10-16,3,18,6.0,0,0
Harry Douglas,TEN,vs BUF,L  13-14,2,17,8.5,0,0
Mark Ingram,NO,@ PHI,L  17-39,2,17,8.5,0,0
Matt Jones,WAS,@ ATL,L  19-25,1,17,17.0,0,0
Chris Polk,HOU,vs IND,L  20-27,2,17,8.5,0,0
Luke Willson,SEA,@ CIN,L  24-27,2,17,8.5,0,0
Le'Veon Bell,PIT,@,W  24-20,4,16,4.0,0,0
Geremy Davis,NYG,vs SF,W  30-27,1,16,16.0,0,0
Lance Kendricks,,@ GB,L  10-24,2,16,8.0,0,0
Juwan Thompson,DEN,@ OAK,W  16-10,1,16,16.0,0,0
Michael Floyd,ARI,@ DET,W  42-17,1,15,15.0,0,0
Jordan Norwood,DEN,@ OAK,W  16-10,2,15,7.5,0,0
Vincent Jackson,TB,vs,W  38-31,1,14,14.0,0,0
Jeremy Langford,CHI,@ KC,W  18-17,1,14,14.0,0,0
Leonard Hankerson,ATL,vs WAS,W  25-19,1,13,13.0,0,0
Devin Street,DAL,vs NE,L  6-30,1,13,13.0,0,0
Nick Williams,ATL,vs WAS,W  25-19,1,13,13.0,0,0
Roy Helu,OAK,vs DEN,L  10-16,3,12,4.0,0,0
Jeremy Hill,CIN,vs SEA,W  27-24,1,12,12.0,0,0
Joseph Randle,DAL,vs NE,L  6-30,4,12,3.0,0,0
Timothy Wright,DET,vs ARI,L  17-42,3,12,4.0,0,0
Alfred Blue,HOU,vs IND,L  20-27,1,11,11.0,0,0
T.J. Jones,DET,vs ARI,L  17-42,1,11,11.0,0,0
Brian Quick,,@ GB,L  10-24,1,10,10.0,0,0
Darren Sproles,PHI,vs NO,W  39-17,1,10,10.0,0,0
Ameer Abdullah,DET,vs ARI,L  17-42,1,9,9.0,0,1
Phillip Dorsett,IND,@ HOU,W  27-20,1,9,9.0,0,0
Coby Fleener,IND,@ HOU,W  27-20,2,9,4.5,0,0
Vance McDonald,SF,@ NYG,L  27-30,2,9,4.5,0,0
Jared Cook,,@ GB,L  10-24,1,8,8.0,0,0
Garrett Graham,HOU,vs IND,L  20-27,1,8,8.0,0,0
Eddie Lacy,GB,vs,W  24-10,1,8,8.0,0,0
Charles Clay,BUF,@ TEN,W  14-13,1,7,7.0,0,0
Jim Dray,CLE,@ BAL,W  33-30,1,7,7.0,0,0
Zach Zenner,DET,vs ARI,L  17-42,1,7,7.0,0,0
Danny Amendola,NE,@ DAL,W  30-6,2,6,3.0,0,0
Tavon Austin,,@ GB,L  10-24,2,6,3.0,1,0
Blake Bell,SF,@ NYG,L  27-30,1,6,6.0,0,0
Michael Burton,DET,vs ARI,L  17-42,1,6,6.0,0,0
Chris Conley,KC,vs CHI,L  17-18,1,6,6.0,0,0
Rob Housler,CLE,@ BAL,W  33-30,1,6,6.0,0,0
Quinton Patton,SF,@ NYG,L  27-30,2,6,3.0,0,0
Josh Robinson,IND,@ HOU,W  27-20,1,6,6.0,0,0
Robert Woods,BUF,@ TEN,W  14-13,1,6,6.0,0,0
Nelson Agholor,PHI,vs NO,W  39-17,1,5,5.0,0,0
Brian Hartline,CLE,@ BAL,W  33-30,1,5,5.0,0,0
Ronnie Hillman,DEN,@ OAK,W  16-10,1,5,5.0,0,0
Charcandrick West,KC,vs CHI,L  17-18,1,5,5.0,0,0
C.J. Fiedorowicz,HOU,vs IND,L  20-27,1,4,4.0,0,0
Ryan Grant,WAS,@ ATL,L  19-25,1,4,4.0,0,0
Michael Hoomanawanui,NO,@ PHI,L  17-39,2,4,2.0,0,1
Carlos Hyde,SF,@ NYG,L  27-30,1,4,4.0,0,0
Tyrod Taylor,BUF,@ TEN,W  14-13,1,4,4.0,0,0
Donte Moncrief,IND,@ HOU,W  27-20,1,3,3.0,0,0
Donald Penn,OAK,vs DEN,L  10-16,1,3,3.0,0,0
Khiry Robinson,NO,@ PHI,L  17-39,2,2,1.0,0,0
Craig Stevens,TEN,vs BUF,L  13-14,1,1,1.0,0,0
Darren Waller,BAL,vs CLE,L  30-33,1,1,1.0,0,0
Javorius Allen,BAL,vs CLE,L  30-33,0,0,0.0,0,0
Miles Austin,PHI,vs NO,W  39-17,0,0,0.0,0,0
Kenny Britt,,@ GB,L  10-24,0,0,0.0,0,0
Marlon Brown,BAL,vs CLE,L  30-33,1,0,0.0,0,0
Brandon Coleman,NO,@ PHI,L  17-39,0,0,0.0,0,0
Owen Daniels,DEN,@ OAK,W  16-10,0,0,0.0,0,0
Jack Doyle,IND,@ HOU,W  27-20,1,0,0.0,0,0
Donteea Dye,TB,vs,W  38-31,0,0,0.0,0,0
Gavin Escobar,DAL,vs NE,L  6-30,0,0,0.0,0,0
Anthony Fasano,TEN,vs BUF,L  13-14,0,0,0.0,0,0
Toby Gerhart,,@ TB,L  31-38,0,0,0.0,0,0
Chris Givens,BAL,vs CLE,L  30-33,0,0,0.0,0,0
Jermaine Gresham,ARI,@ DET,W  42-17,0,0,0.0,0,0
Percy Harvin,BUF,@ TEN,W  14-13,0,0,0.0,0,0
Josh Hill,NO,@ PHI,L  17-39,0,0,0.0,0,0
Andre Holmes,OAK,vs DEN,L  10-16,0,0,0.0,0,0
Dontrelle Inman,,vs PIT,L  20-24,0,0,0.0,0,0
John Kuhn,GB,vs,W  24-10,0,0,0.0,0,0
Khari Lee,CHI,@ KC,W  18-17,0,0,0.0,0,0
Marcedes Lewis,,@ TB,L  31-38,0,0,0.0,0,0
Marc Mariani,CHI,@ KC,W  18-17,0,0,0.0,0,0
Vince Mayle,DAL,vs NE,L  6-30,0,0,0.0,0,0
Zach Miller,CHI,@ KC,W  18-17,0,0,0.0,0,0
Seth Roberts,OAK,vs DEN,L  10-16,0,0,0.0,0,0
Matt Slater,NE,@ DAL,W  30-6,0,0,0.0,0,0
