Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Aaron Donald,LA,@ SF,W  39-10,4.0,29.0,5,8,1,1,1
Bradley Chubb,DEN,@ ARI,W  45-10,2.0,14.0,2,3,0,1,0
Jadeveon Clowney,HOU,@ JAX,W  20-7,2.0,14.0,4,7,0,0,1
Myles Garrett,CLE,@ TB,L  23-26,2.0,12.0,3,2,0,1,0
Grady Jarrett,ATL,vs NYG,W  23-20,2.0,11.0,2,2,3,0,0
Ricky Jean Francois,DET,@ MIA,W  32-21,2.0,14.0,2,3,1,0,0
Ryan Kerrigan,WAS,vs DAL,W  20-17,2.0,15.0,2,4,1,1,0
Cory Littleton,LA,@ SF,W  39-10,2.0,19.0,2,8,2,0,0
Von Miller,DEN,@ ARI,W  45-10,2.0,9.0,4,2,2,2,1
Carl Nassib,TB,vs CLE,W  26-23,2.0,16.0,2,2,0,0,0
Emmanuel Ogbah,CLE,@ TB,L  23-26,1.5,7.5,2,4,1,0,0
Mario Addison,CAR,@ PHI,W  21-17,1.0,1.0,1,2,0,0,0
Jonathan Allen,WAS,vs DAL,W  20-17,1.0,8.0,1,1,1,0,0
Ryan Anderson,WAS,vs DAL,W  20-17,1.0,0.0,2,1,0,0,0
Arik Armstead,SF,vs LA,L  10-39,1.0,9.0,3,5,0,0,0
Shaquil Barrett,DEN,@ ARI,W  45-10,1.0,10.0,1,1,0,0,0
Michael Bennett,PHI,vs CAR,L  17-21,1.0,8.0,3,1,1,0,0
Andrew Billings,CIN,@ KC,L  10-45,1.0,4.0,2,5,0,0,0
Andre Branch,MIA,vs DET,L  21-32,1.0,8.0,1,2,0,1,0
Jayon Brown,TEN,@ LAC,L  19-20,1.0,1.0,1,6,1,0,0
Lorenzo Carter,NYG,@ ATL,L  20-23,1.0,6.0,1,1,0,0,0
Adrian Clayborn,NE,@ CHI,W  38-31,1.0,10.0,1,2,0,0,0
Brandon Copeland,NYJ,vs MIN,L  17-37,1.0,13.0,2,3,2,0,0
