Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
J.J. Nelson,ARI,@ IND,W  16-13,5,120,24.0,1,0
Rob Gronkowski,NE,@ NO,W  36-20,6,116,19.3,1,0
Julio Jones,ATL,vs GB,W  34-23,5,108,21.6,0,0
Travis Kelce,KC,vs PHI,W  27-20,8,103,12.9,1,0
Keenan Allen,LAC,vs MIA,L  17-19,9,100,11.1,0,0
Davante Adams,GB,@ ATL,L  23-34,8,99,12.4,1,0
Zach Ertz,PHI,@ KC,L  20-27,5,97,19.4,0,0
Jason Witten,DAL,@ DEN,L  17-42,10,97,9.7,1,0
Gerald Everett,LA,vs WAS,L  20-27,3,95,31.7,0,0
Rashard Higgins,CLE,@ BAL,L  10-24,7,95,13.6,0,0
Mike Evans,TB,vs CHI,W  29-7,7,93,13.3,1,0
Alshon Jeffery,PHI,@ KC,L  20-27,7,92,13.1,1,0
Martavis Bryant,PIT,vs MIN,W  26-9,3,91,30.3,1,0
Benjamin Watson,BAL,vs CLE,W  24-10,8,91,11.4,0,0
Michael Thomas,NO,vs NE,L  20-36,5,89,17.8,0,0
DeVante Parker,MIA,@ LAC,W  19-17,4,85,21.2,0,0
Mohamed Sanu,ATL,vs GB,W  34-23,5,85,17.0,0,0
James White,NE,@ NO,W  36-20,8,85,10.6,0,0
Brandon Coleman,NO,vs NE,L  20-36,4,82,20.5,1,0
Allen Hurns,JAX,vs TEN,L  16-37,6,82,13.7,1,0
Michael Crabtree,OAK,vs NYJ,W  45-20,6,80,13.3,3,0
Hunter Henry,LAC,vs MIA,L  17-19,7,80,11.4,0,0
Jack Doyle,IND,vs ARI,L  13-16,8,79,9.9,0,0
Chris Hogan,NE,@ NO,W  36-20,5,78,15.6,1,0
Jarvis Landry,MIA,@ LAC,W  19-17,13,78,6.0,0,0
Kelvin Benjamin,CAR,vs BUF,W  9-3,6,77,12.8,0,0
Marqise Lee,JAX,vs TEN,L  16-37,7,76,10.9,0,0
Ty Montgomery,GB,@ ATL,L  23-34,6,75,12.5,1,0
Jaron Brown,ARI,@ IND,W  16-13,4,73,18.2,0,0
DeAndre Hopkins,HOU,@ CIN,W  13-9,7,73,10.4,0,0
Demaryius Thomas,DEN,vs DAL,W  42-17,6,71,11.8,0,0
Kendall Wright,CHI,@ TB,L  7-29,7,69,9.9,0,0
Phillip Dorsett,NE,@ NO,W  36-20,3,68,22.7,0,0
Devin Funchess,CAR,vs BUF,W  9-3,4,68,17.0,0,0
A.J. Green,CIN,vs HOU,L  9-13,5,67,13.4,0,0
Torrey Smith,PHI,@ KC,L  20-27,4,66,16.5,0,0
Melvin Gordon,LAC,vs MIA,L  17-19,7,65,9.3,0,0
Jermaine Kearse,NYJ,@ OAK,L  20-45,4,64,16.0,2,0
Tyler Lockett,SEA,vs SF,W  12-9,6,64,10.7,0,0
Antonio Brown,PIT,vs MIN,W  26-9,5,62,12.4,0,0
Alex Erickson,CIN,vs HOU,L  9-13,4,62,15.5,0,0
Emmanuel Sanders,DEN,vs DAL,W  42-17,6,62,10.3,2,0
Seth DeValve,CLE,@ BAL,L  10-24,2,61,30.5,0,0
Delanie Walker,TEN,@ JAX,W  37-16,4,61,15.2,0,0
Randall Cobb,GB,@ ATL,L  23-34,6,60,10.0,0,0
Dez Bryant,DAL,@ DEN,L  17-42,7,59,8.4,1,0
Duke Johnson,CLE,@ BAL,L  10-24,3,59,19.7,0,0
Deonte Thompson,CHI,@ TB,L  7-29,4,57,14.2,1,0
Tarik Cohen,CHI,@ TB,L  7-29,8,55,6.9,0,1
Chris Conley,KC,vs PHI,W  27-20,4,55,13.8,0,0
Tyrell Williams,LAC,vs MIA,L  17-19,4,54,13.5,0,0
Josh Bellamy,CHI,@ TB,L  7-29,4,51,12.8,0,0
Alvin Kamara,NO,vs NE,L  20-36,3,51,17.0,0,0
Jalen Richard,OAK,vs NYJ,W  45-20,2,51,25.5,0,0
