Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Dee Ford,KC,@ IND,W  30-14,3.5,21.0,4,3,2,0,0
Star Lotulelei,CAR,vs ARI,W  30-20,3.0,12.0,3,5,1,1,0
Adrian Clayborn,ATL,vs GB,W  33-32,2.0,16.0,2,3,0,0,0
Trey Flowers,NE,@ BUF,W  41-25,2.0,9.0,2,4,1,0,0
Akiem Hicks,CHI,vs MIN,W  20-10,2.0,16.0,2,3,1,0,0
Khalil Mack,OAK,@ TB,W  30-24,2.0,12.0,4,6,1,1,0
Tyrone Crawford,DAL,vs PHI,W  29-23,1.5,3.0,3,3,3,0,1
Jude Adjei-Barimah,TB,vs OAK,L  24-30,1.0,4.0,1,6,0,0,0
Geno Atkins,CIN,vs WAS,T 27-27,1.0,12.0,2,2,0,0,0
Cliff Avril,SEA,@ NO,L  20-25,1.0,8.0,1,3,1,1,0
Chris Baker,WAS,@ CIN,T 27-27,1.0,9.0,2,5,0,1,0
Connor Barwin,PHI,@ DAL,L  23-29,1.0,10.0,3,1,1,0,0
Vic Beasley,ATL,vs GB,W  33-32,1.0,7.0,1,2,1,0,0
Zach Brown,BUF,vs NE,L  25-41,1.0,8.0,1,7,4,0,0
Preston Brown,BUF,vs NE,L  25-41,1.0,5.0,1,6,1,0,0
Armonty Bryant,DET,@ HOU,L  13-20,1.0,10.0,1,1,0,0,0
Frank Clark,SEA,@ NO,L  20-25,1.0,5.0,1,3,3,0,0
Jadeveon Clowney,HOU,vs DET,W  20-13,1.0,9.0,1,2,1,0,0
Su'a Cravens,WAS,@ CIN,T 27-27,1.0,4.0,1,2,0,0,0
Jared Crick,DEN,vs,W  27-19,1.0,3.0,1,1,1,0,0
Mike Daniels,GB,@ ATL,L  32-33,1.0,9.0,1,1,0,0,0
Marcell Dareus,BUF,vs NE,L  25-41,1.0,5.0,1,4,0,0,0
Leonard Floyd,CHI,vs MIN,W  20-10,1.0,5.0,1,2,0,0,0
Everson Griffen,MIN,@ CHI,L  10-20,1.0,7.0,3,5,0,0,0
Tyrone Holmes,CLE,vs NYJ,L  28-31,1.0,0.0,1,1,2,0,0
Melvin Ingram,,@ DEN,L  19-27,1.0,9.0,2,2,1,0,0
Edwin Jackson,IND,vs KC,L  14-30,1.0,0.0,1,4,0,0,0
Charles Johnson,CAR,vs ARI,W  30-20,1.0,5.0,2,1,0,1,0
Leonard Johnson,CAR,vs ARI,W  30-20,1.0,7.0,1,5,3,0,0
Chris Jones,KC,@ IND,W  30-14,1.0,7.0,2,1,0,0,0
Ryan Kerrigan,WAS,@ CIN,T 27-27,1.0,8.0,3,3,0,0,0
Paul Kruger,NO,vs SEA,W  25-20,1.0,11.0,1,1,0,0,0
Luke Kuechly,CAR,vs ARI,W  30-20,1.0,9.0,1,6,0,0,0
Shaq Lawson,BUF,vs NE,L  25-41,1.0,5.0,2,1,2,0,0
Kareem Martin,ARI,@ CAR,L  20-30,1.0,4.0,1,1,0,0,0
Robert Mathis,IND,vs KC,L  14-30,1.0,6.0,1,3,2,0,0
Pernell McPhee,CHI,vs MIN,W  20-10,1.0,3.0,4,1,0,1,0
Von Miller,DEN,vs,W  27-19,1.0,1.0,3,2,2,0,0
Derrick Morgan,TEN,vs JAX,W  36-22,1.0,6.0,1,1,0,0,0
Julius Peppers,GB,@ ATL,L  32-33,1.0,2.0,1,1,0,0,0
A'Shawn Robinson,DET,@ HOU,L  13-20,1.0,5.0,1,1,3,0,0
Orlando Scandrick,DAL,vs PHI,W  29-23,1.0,2.0,1,3,0,0,0
Kawann Short,CAR,vs ARI,W  30-20,1.0,7.0,2,1,2,0,0
Justin Simmons,DEN,vs,W  27-19,1.0,9.0,1,1,0,0,0
Marcus Smith,PHI,@ DAL,L  23-29,1.0,4.0,1,2,0,0,0
Noah Spence,TB,vs OAK,L  24-30,1.0,11.0,1,3,0,1,0
Khyri Thornton,DET,@ HOU,L  13-20,1.0,7.0,1,2,2,0,0
Erik Walden,IND,vs KC,L  14-30,1.0,10.0,2,1,1,0,0
T.J. Ward,DEN,vs,W  27-19,1.0,8.0,2,7,3,0,0
Cornelius Washington,CHI,vs MIN,W  20-10,1.0,3.0,2,1,0,0,0
Muhammad Wilkerson,NYJ,@ CLE,W  31-28,1.0,6.0,1,1,1,0,0
Kyle Williams,BUF,vs NE,L  25-41,1.0,7.0,3,2,0,0,0
Avery Williamson,TEN,vs JAX,W  36-22,1.0,9.0,1,5,2,0,0
Daryl Worley,CAR,vs ARI,W  30-20,1.0,7.0,1,7,4,0,0
Frank Zombo,KC,@ IND,W  30-14,1.0,5.0,2,1,0,0,0
Tamba Hali,KC,@ IND,W  30-14,0.5,5.0,1,2,1,0,0
Joe Schobert,CLE,vs NYJ,L  28-31,0.5,3.0,1,2,1,0,0
Danny Shelton,CLE,vs NYJ,L  28-31,0.5,3.0,1,2,1,0,0
Cedric Thornton,DAL,vs PHI,W  29-23,0.5,3.0,1,0,1,0,0
Sam Acho,CHI,vs MIN,W  20-10,0.0,0.0,0,0,1,0,0
Mike Adams,IND,vs KC,L  14-30,0.0,0.0,0,3,1,0,0
Mario Addison,CAR,vs ARI,W  30-20,0.0,0.0,2,1,0,0,0
Lorenzo Alexander,BUF,vs NE,L  25-41,0.0,0.0,0,1,0,0,0
Kwon Alexander,TB,vs OAK,L  24-30,0.0,0.0,0,14,0,0,0
Robert Alford,ATL,vs GB,W  33-32,0.0,0.0,0,5,0,0,0
Ricardo Allen,ATL,vs GB,W  33-32,0.0,0.0,0,4,0,0,0
Tyson Alualu,JAX,@ TEN,L  22-36,0.0,0.0,0,1,2,0,0
David Amerson,OAK,@ TB,W  30-24,0.0,0.0,0,4,0,0,0
Adrian Amos,CHI,vs MIN,W  20-10,0.0,0.0,0,5,0,0,0
Prince Amukamara,JAX,@ TEN,L  22-36,0.0,0.0,0,4,0,0,0
Stephen Anderson,HOU,vs DET,W  20-13,0.0,0.0,0,0,0,0,0
Zaire Anderson,DEN,vs,W  27-19,0.0,0.0,0,0,0,0,0
Bryan Anger,TB,vs OAK,L  24-30,0.0,0.0,0,0,0,0,0
Ezekiel Ansah,DET,@ HOU,L  13-20,0.0,0.0,0,1,1,0,0
Richard Ash,JAX,@ TEN,L  22-36,0.0,0.0,0,1,3,0,0
George Atkinson,CLE,vs NYJ,L  28-31,0.0,0.0,0,0,0,0,0
Denico Autry,OAK,@ TB,W  30-24,0.0,0.0,0,2,0,0,0
Robert Ayers,TB,vs OAK,L  24-30,0.0,0.0,0,1,0,0,0
Akeem Ayers,IND,vs KC,L  14-30,0.0,0.0,0,2,1,0,0
Jonathan Babineaux,ATL,vs GB,W  33-32,0.0,0.0,0,1,0,0,0
Johnson Bademosi,DET,@ HOU,L  13-20,0.0,0.0,0,3,0,0,0
Dan Bailey,DAL,vs PHI,W  29-23,0.0,0.0,0,0,0,0,0
Anthony Barr,MIN,@ CHI,L  10-20,0.0,0.0,0,3,1,0,0
Shaquil Barrett,DEN,vs,W  27-19,0.0,0.0,0,0,1,0,0
David Bass,TEN,vs JAX,W  36-22,0.0,0.0,0,1,1,0,0
Houston Bates,WAS,@ CIN,T 27-27,0.0,0.0,0,0,0,0,0
