Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Pat O'Donnell,CHI,@ TB,L  7-29,3,168,56.0,43.7,1,1,63,0
Marquette King,OAK,vs NYJ,W  45-20,3,166,55.3,51.7,0,2,65,0
Britton Colquitt,CLE,@ BAL,L  10-24,4,209,52.3,47.5,0,0,67,0
Tress Way,WAS,@ LA,W  27-20,4,204,51.0,45.0,0,2,62,0
Chris Jones,DAL,@ DEN,L  17-42,5,249,49.8,41.8,1,2,62,0
Colton Schmidt,BUF,@ CAR,L  3-9,6,297,49.5,44.5,0,2,57,0
Brad Nortman,JAX,vs TEN,L  16-37,5,246,49.2,38.2,0,1,59,0
Shane Lechler,HOU,@ CIN,W  13-9,9,440,48.9,38.0,0,2,59,0
Bryan Anger,TB,vs CHI,W  29-7,3,146,48.7,45.3,0,1,54,0
Brad Wing,NYG,vs DET,L  10-24,5,239,47.8,27.6,0,0,60,0
Kevin Huber,CIN,vs HOU,L  9-13,7,334,47.7,45.6,0,6,61,0
Sam Koch,BAL,vs CLE,W  24-10,5,235,47.0,43.0,1,4,63,0
Andy Lee,ARI,@ IND,W  16-13,5,232,46.4,41.8,0,1,55,0
Johnny Hekker,LA,vs WAS,L  20-27,4,182,45.5,42.3,0,1,55,0
Dustin Colquitt,KC,vs PHI,W  27-20,5,227,45.4,35.4,2,2,60,0
Jon Ryan,SEA,vs SF,W  12-9,7,309,44.1,38.4,0,3,57,0
Ryan Quigley,MIN,@ PIT,L  9-26,6,264,44.0,44.2,0,3,55,0
Bradley Pinion,SF,@ SEA,L  9-12,7,307,43.9,43.9,0,4,51,0
Matt Haack,MIA,@ LAC,W  19-17,3,130,43.3,29.0,1,0,58,0
Rigoberto Sanchez,IND,vs ARI,L  13-16,7,303,43.3,42.4,0,3,53,0
Riley Dixon,DEN,vs DAL,W  42-17,3,129,43.0,36.7,0,1,48,0
Drew Kaser,LAC,vs MIA,L  17-19,4,170,42.5,37.3,0,3,58,0
Donnie Jones,PHI,@ KC,L  20-27,4,169,42.3,35.3,1,1,49,0
Jeff Locke,DET,@ NYG,W  24-10,5,209,41.8,40.0,0,3,51,0
Brett Kern,TEN,@ JAX,W  37-16,3,125,41.7,40.3,0,0,42,0
Michael Palardy,CAR,vs BUF,W  9-3,6,249,41.5,41.2,0,2,55,0
Matt Bosher,ATL,vs GB,W  34-23,4,165,41.3,41.3,0,3,50,0
Thomas Morstead,NO,vs NE,L  20-36,3,121,40.3,40.3,0,2,51,0
Lachlan Edwards,NYJ,@ OAK,L  20-45,3,119,39.7,35.3,0,2,52,0
Justin Vogel,GB,@ ATL,L  23-34,3,119,39.7,39.7,0,1,47,0
Jordan Berry,PIT,vs MIN,W  26-9,5,193,38.6,36.2,0,2,46,0
Ryan Allen,NE,@ NO,W  36-20,3,111,37.0,31.7,0,1,57,0
