Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
George Kittle,SF,@ LA,L  32-48,9,149,16.6,1,0
DeAndre Hopkins,HOU,vs JAX,W  20-3,12,147,12.2,0,0
Julio Jones,ATL,@ TB,W  34-32,9,138,15.3,1,0
Blake Jarwin,DAL,@ NYG,W  36-35,7,119,17.0,3,0
Chris Godwin,TB,vs ATL,L  32-34,6,114,19.0,2,0
Mike Evans,TB,vs ATL,L  32-34,6,106,17.7,2,0
Brandon Powell,DET,@ GB,W  31-0,6,103,17.2,0,0
Jarvis Landry,CLE,@ BAL,L  24-26,5,102,20.4,1,0
Tyreek Hill,KC,vs OAK,W  35-3,5,101,20.2,1,0
Cole Beasley,DAL,@ NYG,W  36-35,6,94,15.7,1,0
Zay Jones,BUF,vs MIA,W  42-17,6,93,15.5,2,0
Mohamed Sanu,ATL,@ TB,W  34-32,7,90,12.9,0,0
Demarcus Robinson,KC,vs OAK,W  35-3,1,89,89.0,1,0
Rashard Higgins,CLE,@ BAL,L  24-26,4,86,21.5,0,0
Evan Engram,NYG,vs DAL,L  35-36,5,81,16.2,1,0
D.J. Moore,CAR,@ NO,W  33-14,4,81,20.2,0,0
Antonio Callaway,CLE,@ BAL,L  24-26,4,79,19.8,1,0
Jordy Nelson,OAK,@ KC,L  3-35,9,78,8.7,0,0
Dontrelle Inman,IND,@ TEN,W  33-17,5,77,15.4,1,0
Deontay Burnett,NYJ,@ NE,L  3-38,5,73,14.6,0,0
Cody Latimer,NYG,vs DAL,L  35-36,4,72,18.0,1,0
Curtis Samuel,CAR,@ NO,W  33-14,2,72,36.0,1,0
Julian Edelman,NE,vs NYJ,W  38-3,5,69,13.8,1,0
Austin Hooper,ATL,@ TB,W  34-32,5,67,13.4,0,0
Sterling Shepard,NYG,vs DAL,L  35-36,4,67,16.8,0,0
Adam Humphries,TB,vs ATL,L  32-34,5,66,13.2,0,0
Tyler Lockett,SEA,vs ARI,W  27-24,2,66,33.0,1,0
Mike Williams,LAC,@ DEN,W  23-9,5,65,13.0,1,0
Keenan Allen,LAC,@ DEN,W  23-9,4,64,16.0,0,0
Chris Hogan,NE,vs NYJ,W  38-3,6,64,10.7,0,0
James Washington,PIT,vs CIN,W  16-13,3,64,21.3,0,0
Alex Erickson,CIN,@ PIT,L  13-16,6,63,10.5,0,0
Brandin Cooks,LA,vs SF,W  48-32,5,62,12.4,2,0
Travis Kelce,KC,vs OAK,W  35-3,5,62,12.4,0,0
David Njoku,CLE,@ BAL,L  24-26,3,62,20.7,0,0
Taylor Gabriel,CHI,@ MIN,W  24-10,4,61,15.2,0,0
T.Y. Hilton,IND,@ TEN,W  33-17,2,61,30.5,0,0
Ian Thomas,CAR,@ NO,W  33-14,5,61,12.2,1,0
Eric Ebron,IND,@ TEN,W  33-17,4,60,15.0,1,0
Kendrick Bourne,SF,@ LA,L  32-48,5,59,11.8,1,0
Alshon Jeffery,PHI,@ WAS,W  24-0,5,59,11.8,1,0
Eli Rogers,PIT,vs CIN,W  16-13,7,57,8.1,0,0
Josh Reynolds,LA,vs SF,W  48-32,4,55,13.8,2,0
Mark Andrews,BAL,vs CLE,W  26-24,4,54,13.5,0,0
Kenyan Drake,MIA,@ BUF,L  17-42,5,52,10.4,0,0
Chad Williams,ARI,@ SEA,L  24-27,5,51,10.2,0,0
Michael Gallup,DAL,@ NYG,W  36-35,3,50,16.7,0,0
Andy Jones,DET,@ GB,W  31-0,6,50,8.3,0,0
DaeSean Hamilton,DEN,vs LAC,L  9-23,5,49,9.8,0,0
Allen Hurns,DAL,@ NYG,W  36-35,1,49,49.0,0,0
Corey Davis,TEN,vs IND,L  17-33,5,48,9.6,0,0
Tim Patrick,DEN,vs LAC,L  9-23,4,48,12.0,0,1
Stefon Diggs,MIN,vs CHI,L  10-24,8,47,5.9,1,0
Chris Ivory,BUF,vs MIA,W  42-17,1,46,46.0,0,0
Keelan Cole,JAX,@ HOU,L  3-20,4,45,11.2,0,0
Breshad Perriman,CLE,@ BAL,L  24-26,3,45,15.0,1,0
River Cracraft,DEN,vs LAC,L  9-23,1,44,44.0,0,1
Royce Freeman,DEN,vs LAC,L  9-23,8,43,5.4,0,0
Hayden Hurst,BAL,vs CLE,W  26-24,2,43,21.5,0,0
Levine Toilolo,DET,@ GB,W  31-0,4,43,10.8,1,0
Marquez Valdes-Scantling,GB,vs DET,L  0-31,3,43,14.3,0,0
Nelson Agholor,PHI,@ WAS,W  24-0,5,40,8.0,2,0
T.J. Jones,DET,@ GB,W  31-0,3,40,13.3,2,0
Jaylen Samuels,PIT,vs CIN,W  16-13,7,40,5.7,0,0
Cameron Brate,TB,vs ATL,L  32-34,2,39,19.5,0,0
Vance McDonald,PIT,vs CIN,W  16-13,3,39,13.0,0,0
James White,NE,vs NYJ,W  38-3,4,39,9.8,1,0
Adam Thielen,MIN,vs CHI,L  10-24,3,38,12.7,0,0
JuJu Smith-Schuster,PIT,vs CIN,W  16-13,5,37,7.4,1,0
Larry Fitzgerald,ARI,@ SEA,L  24-27,4,36,9.0,1,0
Tyler Higbee,LA,vs SF,W  48-32,1,36,36.0,0,0
Phillip Dorsett,NE,vs NYJ,W  38-3,5,34,6.8,1,0
Josh Adams,PHI,@ WAS,W  24-0,3,33,11.0,0,0
Saquon Barkley,NYG,vs DAL,L  35-36,4,33,8.2,0,0
Trey Burton,CHI,@ MIN,W  24-10,5,33,6.6,0,0
DeAndre Carter,HOU,vs JAX,W  20-3,4,33,8.2,0,1
Josh Doctson,WAS,vs PHI,L  0-24,2,33,16.5,0,0
Matt LaCosse,DEN,vs LAC,L  9-23,5,33,6.6,0,0
Golden Tate,PHI,@ WAS,W  24-0,4,33,8.2,0,0
Jason Croom,BUF,vs MIA,W  42-17,2,32,16.0,0,0
Richie James,SF,@ LA,L  32-48,3,32,10.7,1,0
Calvin Ridley,ATL,@ TB,W  34-32,5,32,6.4,1,0
Chester Rogers,IND,@ TEN,W  33-17,3,32,10.7,0,0
Javon Wims,CHI,@ MIN,W  24-10,4,32,8.0,0,0
Amari Cooper,DAL,@ NYG,W  36-35,5,31,6.2,0,1
Seth Roberts,OAK,@ KC,L  3-35,5,31,6.2,0,0
James Conner,PIT,vs CIN,W  16-13,3,30,10.0,0,0
Andy Janovich,DEN,vs LAC,L  9-23,2,30,15.0,1,0
Tre'Quan Smith,NO,vs CAR,L  14-33,3,30,10.0,1,0
Zach Zenner,DET,@ GB,W  31-0,1,30,30.0,0,0
John Phillips,ARI,@ SEA,L  24-27,2,29,14.5,0,0
Michael Thomas,NO,vs CAR,L  14-33,5,29,5.8,0,0
Benjamin Watson,NO,vs CAR,L  14-33,2,29,14.5,0,0
Jared Cook,OAK,@ KC,L  3-35,3,28,9.3,0,0
Andre Roberts,NYJ,@ NE,L  3-38,3,28,9.3,0,0
Vyncint Smith,HOU,vs JAX,W  20-3,3,28,9.3,0,0
Doug Baldwin,SEA,vs ARI,W  27-24,2,27,13.5,0,0
Randall Cobb,GB,vs DET,L  0-31,1,27,27.0,0,0
Dallas Goedert,PHI,@ WAS,W  24-0,3,27,9.0,0,0
Kenny Stills,MIA,@ BUF,L  17-42,3,27,9.0,0,0
Danny Amendola,MIA,@ BUF,L  17-42,4,26,6.5,0,0
MyCole Pruitt,TEN,vs IND,L  17-33,2,26,13.0,0,0
Nyheim Hines,IND,@ TEN,W  33-17,3,25,8.3,0,0
James O'Shaughnessy,JAX,@ HOU,L  3-20,3,25,8.3,0,0
Willie Snead,BAL,vs CLE,W  26-24,1,25,25.0,0,0
Courtland Sutton,DEN,vs LAC,L  9-23,1,25,25.0,0,0
Robby Anderson,NYJ,@ NE,L  3-38,3,24,8.0,0,0
Melvin Gordon,LAC,@ DEN,W  23-9,3,24,8.0,0,0
Rob Gronkowski,NE,vs NYJ,W  38-3,2,24,12.0,0,0
Elijah McGuire,NYJ,@ NE,L  3-38,2,24,12.0,0,1
Wendell Smallwood,PHI,@ WAS,W  24-0,4,24,6.0,0,0
Robert Woods,LA,vs SF,W  48-32,2,24,12.0,0,0
Dion Lewis,TEN,vs IND,L  17-33,3,23,7.7,0,0
Trent Sherfield,ARI,@ SEA,L  24-27,2,23,11.5,0,0
Darren Waller,OAK,@ KC,L  3-35,3,23,7.7,0,0
Tyrell Williams,LAC,@ DEN,W  23-9,2,23,11.5,0,0
C.J. Anderson,LA,vs SF,W  48-32,3,22,7.3,0,0
Gehrig Dieter,KC,vs OAK,W  35-3,1,22,22.0,0,0
Christian McCaffrey,CAR,@ NO,W  33-14,1,22,22.0,0,0
Luke Stocker,TEN,vs IND,L  17-33,1,22,22.0,1,0
Kevin White,CHI,@ MIN,W  24-10,1,22,22.0,0,0
Mo Alie-Cox,IND,@ TEN,W  33-17,1,21,21.0,0,0
Dalvin Cook,MIN,vs CHI,L  10-24,4,21,5.2,0,0
Robert Foster,BUF,vs MIA,W  42-17,4,21,5.2,1,0
Bennie Fowler,NYG,vs DAL,L  35-36,3,21,7.0,0,0
Jimmy Graham,GB,vs DET,L  0-31,3,21,7.0,0,0
Donte Moncrief,JAX,@ HOU,L  3-20,2,21,10.5,0,0
Devontae Booker,DEN,vs LAC,L  9-23,5,20,4.0,0,0
Michael Crabtree,BAL,vs CLE,W  26-24,2,20,10.0,0,0
Jarius Wright,CAR,@ NO,W  33-14,2,20,10.0,0,0
Jake Kumerow,GB,vs DET,L  0-31,3,19,6.3,0,0
Chris Moore,BAL,vs CLE,W  26-24,2,19,9.5,0,0
Logan Paulsen,ATL,@ TB,W  34-32,1,19,19.0,0,0
Kyle Rudolph,MIN,vs CHI,L  10-24,4,19,4.8,0,0
Anthony Sherman,KC,vs OAK,W  35-3,2,19,9.5,0,0
Rex Burkhead,NE,vs NYJ,W  38-3,1,18,18.0,1,0
Mike Gesicki,MIA,@ BUF,L  17-42,1,18,18.0,0,0
John Kelly,LA,vs SF,W  48-32,1,18,18.0,0,0
LeSean McCoy,BUF,vs MIA,W  42-17,2,18,9.0,0,0
Darius Jennings,TEN,vs IND,L  17-33,3,17,5.7,0,0
Jalen Richard,OAK,@ KC,L  3-35,2,17,8.5,0,0
Dalton Schultz,DAL,@ NYG,W  36-35,1,17,17.0,0,0
Trent Taylor,SF,@ LA,L  32-48,3,17,5.7,0,0
Nick Vannett,SEA,vs ARI,W  27-24,2,17,8.5,0,0
Xavier Grimble,PIT,vs CIN,W  16-13,1,16,16.0,0,0
David Moore,SEA,vs ARI,W  27-24,2,16,8.0,0,0
Jamaal Williams,GB,vs DET,L  0-31,3,16,5.3,0,0
Bobo Wilson,TB,vs ATL,L  32-34,1,16,16.0,0,0
Zach Ertz,PHI,@ WAS,W  24-0,3,15,5.0,0,0
Michael Floyd,WAS,vs PHI,L  0-24,2,15,7.5,0,0
Mark Ingram,NO,vs CAR,L  14-33,2,15,7.5,0,0
Kyle Juszczyk,SF,@ LA,L  32-48,1,15,15.0,0,1
Auden Tate,CIN,@ PIT,L  13-16,1,15,15.0,0,0
Matt Flanagan,WAS,vs PHI,L  0-24,1,14,14.0,0,0
Russell Gage,ATL,@ TB,W  34-32,2,14,7.0,0,0
Scott Simonson,NYG,vs DAL,L  35-36,2,14,7.0,0,0
Rod Smith,DAL,@ NYG,W  36-35,2,14,7.0,0,0
Durham Smythe,MIA,@ BUF,L  17-42,3,14,4.7,0,0
Chris Thompson,WAS,vs PHI,L  0-24,5,14,2.8,0,0
Kapri Bibbs,GB,vs DET,L  0-31,3,13,4.3,0,0
Derrick Henry,TEN,vs IND,L  17-33,1,13,13.0,0,0
Alfred Blue,HOU,vs JAX,W  20-3,2,12,6.0,0,0
Mike Davis,SEA,vs ARI,W  27-24,2,12,6.0,0,0
Tommylee Lewis,NO,vs CAR,L  14-33,1,12,12.0,0,0
Darren Sproles,PHI,@ WAS,W  24-0,2,12,6.0,0,0
Tavon Austin,DAL,@ NYG,W  36-35,1,10,10.0,0,0
Dede Westbrook,JAX,@ HOU,L  3-20,3,10,3.3,0,1
Kelvin Benjamin,KC,vs OAK,W  35-3,1,9,9.0,0,0
Brandon Bolden,MIA,@ BUF,L  17-42,1,9,9.0,0,0
Tevin Coleman,ATL,@ TB,W  34-32,1,9,9.0,0,0
Brian Hill,ATL,@ TB,W  34-32,1,9,9.0,0,0
Ty Montgomery,BAL,vs CLE,W  26-24,1,9,9.0,0,0
Kyle Williams,BUF,vs MIA,W  42-17,1,9,9.0,0,0
Nick Bellore,DET,@ GB,W  31-0,1,8,8.0,0,0
Giovani Bernard,CIN,@ PIT,L  13-16,2,8,4.0,0,0
Tarik Cohen,CHI,@ MIN,W  24-10,2,8,4.0,0,0
Anthony Firkser,TEN,vs IND,L  17-33,1,8,8.0,0,0
Ryan Griffin,HOU,vs JAX,W  20-3,1,8,8.0,0,0
Christopher Herndon,NYJ,@ NE,L  3-38,1,8,8.0,0,0
Darvin Kidsy,WAS,vs PHI,L  0-24,1,8,8.0,0,0
Taywan Taylor,TEN,vs IND,L  17-33,2,8,4.0,0,0
Damien Williams,KC,vs OAK,W  35-3,1,8,8.0,0,0
Marcell Ateman,OAK,@ KC,L  3-35,1,7,7.0,0,0
Jaron Brown,SEA,vs ARI,W  27-24,1,7,7.0,0,0
John Brown,BAL,vs CLE,W  26-24,1,7,7.0,0,0
Chris Carson,SEA,vs ARI,W  27-24,1,7,7.0,0,0
Jehu Chesson,WAS,vs PHI,L  0-24,1,7,7.0,0,0
Jamison Crowder,WAS,vs PHI,L  0-24,1,7,7.0,0,0
Wayne Gallman,NYG,vs DAL,L  35-36,1,7,7.0,0,0
Allen Lazard,GB,vs DET,L  0-31,1,7,7.0,0,0
Jordan Leggett,NYJ,@ NE,L  3-38,1,7,7.0,0,0
Robert Tonyan,GB,vs DET,L  0-31,1,7,7.0,0,0
Laquon Treadwell,MIN,vs CHI,L  10-24,1,7,7.0,0,0
Ross Dwelley,SF,@ LA,L  32-48,1,6,6.0,0,0
