Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Ezekiel Ansah,DET,vs PHI,W  45-14,3.5,27.0,3,3,1,1,1
Vinny Curry,PHI,@ DET,L  14-45,2.0,15.0,2,2,0,0,0
Ryan Kerrigan,WAS,vs NYG,W  20-14,2.0,16.0,3,3,0,0,0
Khalil Mack,OAK,@ TEN,W  24-21,2.0,13.0,2,3,3,0,0
Erik Walden,IND,vs TB,W  25-12,2.0,16.0,2,4,0,0,0
J.J. Watt,HOU,vs NO,W  24-6,2.0,10.0,8,3,2,0,0
Elvis Dumervil,BAL,@ CLE,W  33-27,1.5,10.0,5,3,1,0,0
Geno Atkins,CIN,vs,W  31-7,1.0,8.0,3,3,0,0,0
Cliff Avril,SEA,vs PIT,W  39-30,1.0,2.0,1,2,0,0,0
Chris Baker,WAS,vs NYG,W  20-14,1.0,6.0,2,1,0,0,0
Anthony Barr,MIN,@ ATL,W  20-10,1.0,8.0,1,7,1,2,0
Malcom Brown,NE,@ DEN,L  24-30,1.0,3.0,1,4,0,0,0
Frank Clark,SEA,vs PIT,W  39-30,1.0,8.0,1,1,0,0,0
Trent Cole,IND,vs TB,W  25-12,1.0,9.0,4,2,1,0,0
Tyrone Crawford,DAL,vs CAR,L  14-33,1.0,18.0,1,4,1,0,0
Thomas Davis,CAR,@ DAL,W  33-14,1.0,10.0,2,4,1,0,0
Kony Ealy,CAR,@ DAL,W  33-14,1.0,10.0,1,1,0,0,0
Jonathan Freeny,NE,@ DEN,L  24-30,1.0,13.0,1,7,5,0,0
William Gay,PIT,@ SEA,L  30-39,1.0,1.0,1,1,2,0,0
Everson Griffen,MIN,@ ATL,W  20-10,1.0,12.0,2,1,0,0,0
Tamba Hali,KC,vs BUF,W  30-22,1.0,5.0,3,3,1,1,0
Cameron Heyward,PIT,@ SEA,L  30-39,1.0,8.0,2,1,2,0,0
Lamarr Houston,CHI,@ GB,W  17-13,1.0,10.0,1,6,1,0,1
Nate Irving,IND,vs TB,W  25-12,1.0,8.0,1,2,0,0,0
D'Qwell Jackson,IND,vs TB,W  25-12,1.0,0.0,1,6,5,0,0
Tony Jefferson,ARI,@ SF,W  19-13,1.0,10.0,1,4,1,1,0
Howard Jones,TB,@ IND,L  12-25,1.0,1.0,3,3,0,0,0
Cameron Jordan,NO,@ HOU,L  6-24,1.0,10.0,1,2,2,0,0
Lorenzo Mauldin,NYJ,vs MIA,W  38-20,1.0,10.0,2,1,0,0,1
Gerald McCoy,TB,@ IND,L  12-25,1.0,4.0,1,2,0,0,0
Roy Miller,JAX,vs,L  25-31,1.0,3.0,1,4,1,0,0
Von Miller,DEN,vs NE,W  30-24,1.0,7.0,3,3,1,0,0
Rob Ninkovich,NE,@ DEN,L  24-30,1.0,0.0,1,4,2,0,0
Jared Odrick,JAX,vs,L  25-31,1.0,7.0,1,1,0,0,0
Mike Purcell,SF,vs ARI,L  13-19,1.0,4.0,1,2,1,0,0
Kendall Reyes,,@ JAX,W  31-25,1.0,1.0,1,3,0,0,0
Sheldon Richardson,NYJ,vs MIA,W  38-20,1.0,10.0,2,1,0,1,0
Quinten Rollins,GB,vs CHI,L  13-17,1.0,11.0,1,3,0,0,0
Akeem Spence,TB,@ IND,L  12-25,1.0,1.0,2,3,0,0,0
Darryl Tapp,DET,vs PHI,W  45-14,1.0,1.0,1,3,0,0,0
A.J. Tarpley,BUF,@ KC,L  22-30,1.0,0.0,0,1,0,0,0
Stephen Tulloch,DET,vs PHI,W  45-14,1.0,8.0,1,3,2,0,0
Olivier Vernon,MIA,@ NYJ,L  20-38,1.0,3.0,3,4,1,0,0
Vance Walker,DEN,vs NE,W  30-24,1.0,7.0,1,1,0,0,0
Muhammad Wilkerson,NYJ,vs MIA,W  38-20,1.0,10.0,3,3,1,0,0
Avery Williamson,TEN,vs OAK,L  21-24,1.0,7.0,1,7,4,0,0
Jimmy Wilson,,@ JAX,W  31-25,1.0,10.0,1,1,0,0,0
Derek Wolfe,DEN,vs NE,W  30-24,1.0,4.0,1,7,2,0,0
Willie Young,CHI,@ GB,W  17-13,1.0,4.0,3,2,1,0,0
Markus Golden,ARI,@ SF,W  19-13,0.5,3.5,1,1,1,0,0
Timmy Jernigan,BAL,@ CLE,W  33-27,0.5,4.0,3,2,1,0,0
Kevin Minter,ARI,@ SF,W  19-13,0.5,3.5,1,5,2,0,0
Devin Taylor,DET,vs PHI,W  45-14,0.5,4.0,2,3,1,0,0
Isa Abdul-Quddus,DET,vs PHI,W  45-14,0.0,0.0,0,1,0,0,0
Husain Abdullah,KC,vs BUF,W  30-22,0.0,0.0,0,1,0,0,0
Sam Acho,CHI,@ GB,W  17-13,0.0,0.0,0,0,1,0,0
Kenneth Acker,SF,vs ARI,L  13-19,0.0,0.0,0,7,1,0,0
Davante Adams,GB,vs CHI,L  13-17,0.0,0.0,0,0,0,0,0
Jahleel Addae,,@ JAX,W  31-25,0.0,0.0,0,5,1,0,0
Mario Addison,CAR,@ DAL,W  33-14,0.0,0.0,0,1,0,0,0
Jude Adjei-Barimah,TB,@ IND,L  12-25,0.0,0.0,0,6,3,0,0
Kamar Aiken,BAL,@ CLE,W  33-27,0.0,0.0,0,0,0,0,0
Walt Aikens,MIA,@ NYJ,L  20-38,0.0,0.0,0,0,0,0,0
Seyi Ajirotutu,PHI,@ DET,L  14-45,0.0,0.0,0,0,0,0,0
Kwon Alexander,TB,@ IND,L  12-25,0.0,0.0,0,7,3,0,0
Robert Alford,ATL,vs MIN,L  10-20,0.0,0.0,0,1,1,0,0
Jared Allen,CAR,@ DAL,W  33-14,0.0,0.0,0,1,1,0,0
Ricardo Allen,ATL,vs MIN,L  10-20,0.0,0.0,0,3,3,0,0
Beau Allen,PHI,@ DET,L  14-45,0.0,0.0,0,1,0,0,0
Dwayne Allen,IND,vs TB,W  25-12,0.0,0.0,0,0,0,0,0
Nate Allen,OAK,@ TEN,W  24-21,0.0,0.0,0,0,0,0,0
Will Allen,PIT,@ SEA,L  30-39,0.0,0.0,0,1,3,0,0
Kiko Alonso,PHI,@ DET,L  14-45,0.0,0.0,0,2,2,0,0
Tyson Alualu,JAX,vs,L  25-31,0.0,0.0,1,0,0,0,0
David Amerson,OAK,@ TEN,W  24-21,0.0,0.0,0,2,0,0,0
Adrian Amos,CHI,@ GB,W  17-13,0.0,0.0,0,8,1,0,0
Prince Amukamara,NYG,@ WAS,L  14-20,0.0,0.0,0,3,1,0,0
Jonathan Anderson,CHI,@ GB,W  17-13,0.0,0.0,1,2,1,0,0
Stephone Anthony,NO,@ HOU,L  6-24,0.0,0.0,1,8,2,0,0
Thurston Armbrister,JAX,vs,L  25-31,0.0,0.0,0,1,0,0,0
Arik Armstead,SF,vs ARI,L  13-19,0.0,0.0,1,0,0,0,0
Jeremiah Attaochu,,@ JAX,W  31-25,0.0,0.0,0,0,1,0,0
Denico Autry,OAK,@ TEN,W  24-21,0.0,0.0,0,0,1,0,0
Robert Ayers,NYG,@ WAS,L  14-20,0.0,0.0,1,2,1,0,0
Akeem Ayers,,@ CIN,L  7-31,0.0,0.0,0,5,3,0,0
Jonathan Babineaux,ATL,vs MIN,L  10-20,0.0,0.0,0,2,1,0,0
Johnson Bademosi,CLE,vs BAL,L  27-33,0.0,0.0,0,0,0,0,0
Tavaris Barnes,NO,@ HOU,L  6-24,0.0,0.0,0,0,2,0,0
Shaquil Barrett,DEN,vs NE,W  30-24,0.0,0.0,1,2,1,0,0
Mark Barron,,@ CIN,L  7-31,0.0,0.0,0,7,3,0,0
Lamin Barrow,CHI,@ GB,W  17-13,0.0,0.0,0,0,0,0,0
Connor Barwin,PHI,@ DET,L  14-45,0.0,0.0,0,4,1,0,0
David Bass,TEN,vs OAK,L  21-24,0.0,0.0,0,1,0,0,0
Daren Bates,,@ CIN,L  7-31,0.0,0.0,0,0,0,0,0
Vic Beasley,ATL,vs MIN,L  10-20,0.0,0.0,0,0,0,0,0
Josh Bellamy,CHI,@ GB,W  17-13,0.0,0.0,0,0,0,0,0
