Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Julio Jones,ATL,vs IND,L  21-24,9,160,17.8,0,0
J.J. Nelson,ARI,vs CIN,W  34-31,4,142,35.5,1,0
Giovani Bernard,CIN,@ ARI,L  31-34,8,128,16.0,0,0
DeAndre Hopkins,HOU,vs NYJ,W  24-17,5,118,23.6,2,0
Danny Amendola,NE,vs BUF,W  20-13,9,117,13.0,0,0
Allen Robinson,JAX,vs TEN,W  19-13,5,113,22.6,0,0
James Jones,GB,@ MIN,W  30-13,6,109,18.2,1,0
Delanie Walker,TEN,@ JAX,L  13-19,8,109,13.6,0,0
Kyle Rudolph,MIN,vs GB,L  13-30,6,106,17.7,1,0
Marquess Wilson,CHI,vs DEN,L  15-17,4,102,25.5,0,0
Crockett Gillmore,BAL,vs,W  16-13,5,101,20.2,0,0
Chris Hogan,BUF,@ NE,L  13-20,6,95,15.8,0,0
Anquan Boldin,SF,@ SEA,L  13-29,5,93,18.6,0,0
Larry Fitzgerald,ARI,vs CIN,W  34-31,8,90,11.2,0,0
Calvin Johnson,DET,vs OAK,W  18-13,5,88,17.6,0,0
DeSean Jackson,WAS,@ CAR,L  16-44,5,87,17.4,1,0
Eric Decker,NYJ,@ HOU,L  17-24,4,81,20.2,0,0
Brent Celek,PHI,vs TB,L  17-45,7,79,11.3,0,0
A.J. Green,CIN,@ ARI,L  31-34,4,79,19.8,0,0
Terrance Williams,DAL,@ MIA,W  24-14,4,79,19.8,1,0
Golden Tate,DET,vs OAK,W  18-13,8,73,9.1,0,0
Theo Riddick,DET,vs OAK,W  18-13,5,72,14.4,0,0
Owen Daniels,DEN,@ CHI,W  17-15,4,69,17.2,0,0
Vernon Davis,DEN,@ CHI,W  17-15,6,68,11.3,0,0
Bilal Powell,NYJ,@ HOU,L  17-24,5,67,13.4,0,0
Stefon Diggs,MIN,vs GB,L  13-30,6,66,11.0,0,0
Brandon LaFell,NE,vs BUF,W  20-13,4,66,16.5,0,0
Jarvis Landry,MIA,vs DAL,L  14-24,4,66,16.5,0,0
Vance McDonald,SF,@ SEA,L  13-29,4,65,16.2,1,0
Devin Funchess,CAR,vs WAS,W  44-16,4,64,16.0,1,0
Mike Evans,TB,@ PHI,W  45-17,4,63,15.8,1,0
Doug Baldwin,SEA,vs SF,W  29-13,6,60,10.0,0,0
Marvin Jones,CIN,@ ARI,L  31-34,4,60,15.0,0,0
Demaryius Thomas,DEN,@ CHI,W  17-15,3,59,19.7,1,0
Josh Bellamy,CHI,vs DEN,L  15-17,4,57,14.2,0,0
Jerricho Cotchery,CAR,vs WAS,W  44-16,4,57,14.2,0,0
Vincent Jackson,TB,@ PHI,W  45-17,4,56,14.0,1,0
Albert Wilson,KC,@,W  33-3,4,56,14.0,0,0
Steve Johnson,,vs KC,L  3-33,7,54,7.7,0,0
Greg Olsen,CAR,vs WAS,W  44-16,3,54,18.0,1,0
Seth Roberts,OAK,@ DET,L  13-18,2,54,27.0,0,0
Kenny Stills,MIA,vs DAL,L  14-24,2,52,26.0,1,0
Dontrelle Inman,,vs KC,L  3-33,3,51,17.0,0,0
Cecil Shorts,HOU,vs NYJ,W  24-17,2,51,25.5,0,0
Kamar Aiken,BAL,vs,W  16-13,5,50,10.0,1,0
Michael Crabtree,OAK,@ DET,L  13-18,6,50,8.3,0,0
Adam Humphries,TB,@ PHI,W  45-17,4,50,12.5,0,0
Jarius Wright,MIN,vs GB,L  13-30,4,50,12.5,0,0
Javorius Allen,BAL,vs,W  16-13,5,48,9.6,0,0
Tyler Lockett,SEA,vs SF,W  29-13,4,48,12.0,2,0
Charcandrick West,KC,@,W  33-3,2,48,24.0,0,0
Cameron Brate,TB,@ PHI,W  45-17,3,47,15.7,1,0
Brandon Marshall,NYJ,@ HOU,L  17-24,5,47,9.4,1,0
Zach Miller,CHI,vs DEN,L  15-17,3,47,15.7,0,0
Frank Gore,IND,@ ATL,W  24-21,5,46,9.2,0,1
Travis Kelce,KC,@,W  33-3,5,46,9.2,0,0
Thomas Rawls,SEA,vs SF,W  29-13,3,46,15.3,1,0
Jordan Reed,WAS,@ CAR,L  16-44,6,46,7.7,0,1
Dez Bryant,DAL,@ MIA,W  24-14,4,45,11.2,1,0
Jeremy Butler,BAL,vs,W  16-13,4,45,11.2,0,0
Coby Fleener,IND,@ ATL,W  24-21,3,45,15.0,0,0
Robert Woods,BUF,@ NE,L  13-20,4,44,11.0,0,0
John Brown,ARI,vs CIN,W  34-31,3,43,14.3,1,0
Pierre Garcon,WAS,@ CAR,L  16-44,3,43,14.3,0,0
Lance Kendricks,,@ BAL,L  13-16,2,43,21.5,1,0
Riley Cooper,PHI,vs TB,L  17-45,2,42,21.0,0,0
LeSean McCoy,BUF,@ NE,L  13-20,6,41,6.8,0,0
Donte Moncrief,IND,@ ATL,W  24-21,5,41,8.2,0,0
Shaun Draughn,SF,@ SEA,L  13-29,8,40,5.0,0,0
Dorial Green-Beckham,TEN,@ JAX,L  13-19,3,40,13.3,0,0
Jimmy Graham,SEA,vs SF,W  29-13,3,39,13.0,0,0
Josh Huff,PHI,vs TB,L  17-45,1,39,39.0,1,0
Sammy Watkins,BUF,@ NE,L  13-20,3,39,13.0,0,0
Darren Sproles,PHI,vs TB,L  17-45,3,38,12.7,1,0
Ted Ginn,CAR,vs WAS,W  44-16,5,37,7.4,1,0
Rob Gronkowski,NE,vs BUF,W  20-13,2,37,18.5,0,0
Javontee Herndon,,vs KC,L  3-33,5,37,7.4,0,1
Davante Adams,GB,@ MIN,W  30-13,3,36,12.0,0,0
Leonard Hankerson,ATL,vs IND,L  21-24,4,36,9.0,1,0
Garrett Celek,SF,@ SEA,L  13-29,2,35,17.5,0,0
Bryan Walters,JAX,vs TEN,W  19-13,2,35,17.5,0,0
Alfred Blue,HOU,vs NYJ,W  24-17,3,34,11.3,1,0
Jermaine Kearse,SEA,vs SF,W  29-13,3,34,11.3,0,0
James White,NE,vs BUF,W  20-13,2,32,16.0,1,0
Jared Cook,,@ BAL,L  13-16,4,31,7.8,0,0
James Starks,GB,@ MIN,W  30-13,1,30,30.0,0,0
Jeremy Maclin,KC,@,W  33-3,3,29,9.7,0,0
Jonathan Grimes,HOU,vs NYJ,W  24-17,3,28,9.3,0,0
Julius Thomas,JAX,vs TEN,W  19-13,5,28,5.6,1,0
T.J. Yeldon,JAX,vs TEN,W  19-13,3,28,9.3,0,0
DeMarco Murray,PHI,vs TB,L  17-45,4,27,6.8,0,1
Jason Witten,DAL,@ MIA,W  24-14,2,27,13.5,0,0
Jason Avant,KC,@,W  33-3,2,26,13.0,0,0
Martellus Bennett,CHI,vs DEN,L  15-17,2,26,13.0,0,0
Demetrius Harris,KC,@,W  33-3,2,26,13.0,0,0
Charles Sims,TB,@ PHI,W  45-17,3,26,8.7,1,0
Chris Givens,BAL,vs,W  16-13,2,25,12.5,0,0
Clive Walford,OAK,@ DET,L  13-18,2,25,12.5,0,0
Kenny Britt,,@ BAL,L  13-16,2,24,12.0,0,0
Randall Cobb,GB,@ MIN,W  30-13,2,24,12.0,1,0
Roddy White,ATL,vs IND,L  21-24,4,24,6.0,0,0
Jay Ajayi,MIA,vs DAL,L  14-24,2,23,11.5,0,0
Tyler Eifert,CIN,@ ARI,L  31-34,3,22,7.3,2,0
Quincy Enunwa,NYJ,@ HOU,L  17-24,2,22,11.0,0,0
Cody Latimer,DEN,@ CHI,W  17-15,2,22,11.0,1,0
Jordan Cameron,MIA,vs DAL,L  14-24,2,21,10.5,1,0
Patrick DiMarco,ATL,vs IND,L  21-24,3,21,7.0,2,0
T.Y. Hilton,IND,@ ATL,W  24-21,2,21,10.5,0,0
Lance Moore,DET,vs OAK,W  18-13,1,21,21.0,0,0
Mychal Rivera,OAK,@ DET,L  13-18,1,21,21.0,0,0
Ahmad Bradshaw,IND,@ ATL,W  24-21,4,20,5.0,2,0
Benny Cunningham,,@ BAL,L  13-16,1,20,20.0,0,0
Gavin Escobar,DAL,@ MIA,W  24-14,2,20,10.0,0,0
Darren McFadden,DAL,@ MIA,W  24-14,3,20,6.7,0,0
Griff Whalen,IND,@ ATL,W  24-21,2,20,10.0,0,0
Maxx Williams,BAL,vs,W  16-13,3,20,6.7,0,0
Rhett Ellison,MIN,vs GB,L  13-30,2,19,9.5,0,0
Allen Hurns,JAX,vs TEN,W  19-13,3,19,6.3,0,0
Mohamed Sanu,CIN,@ ARI,L  31-34,2,19,9.5,0,0
Devin Street,DAL,@ MIA,W  24-14,1,19,19.0,0,0
Joique Bell,DET,vs OAK,W  18-13,1,18,18.0,0,0
Darren Fells,ARI,vs CIN,W  34-31,1,18,18.0,1,0
Dexter McCluster,TEN,@ JAX,L  13-19,2,18,9.0,0,0
Chris Conley,KC,@,W  33-3,1,17,17.0,0,0
Aaron Dobson,NE,vs BUF,W  20-13,1,17,17.0,0,0
Clay Harbor,JAX,vs TEN,W  19-13,2,17,8.5,0,0
David Johnson,ARI,vs CIN,W  34-31,2,17,8.5,1,0
Jeremy Langford,CHI,vs DEN,L  15-17,3,17,5.7,0,0
Antonio Andrews,TEN,@ JAX,L  13-19,2,16,8.0,0,0
Harry Douglas,TEN,@ JAX,L  13-19,2,16,8.0,0,0
Adrian Peterson,MIN,vs GB,L  13-30,2,16,8.0,0,1
Torrey Smith,SF,@ SEA,L  13-29,1,16,16.0,0,0
Phillip Supernaw,TEN,@ JAX,L  13-19,2,16,8.0,0,1
Jacob Tamme,ATL,vs IND,L  21-24,1,16,16.0,0,0
Terron Ward,ATL,vs IND,L  21-24,3,16,5.3,0,0
Brenton Bersin,CAR,vs WAS,W  44-16,1,15,15.0,0,0
Rishard Matthews,MIA,vs DAL,L  14-24,1,15,15.0,0,0
