Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Vic Beasley,ATL,@ LA,W  42-14,3.0,27.0,2,3,0,1,1
Bud Dupree,PIT,@ BUF,W  27-20,2.5,11.0,3,5,1,0,0
Geno Atkins,CIN,@ CLE,W  23-10,2.0,19.0,4,4,1,0,0
DeForest Buckner,SF,vs NYJ,L  17-23,2.0,9.0,4,10,1,0,0
Everson Griffen,MIN,@ JAX,W  25-16,2.0,12.0,3,3,0,0,0
Kawann Short,CAR,vs,W  28-16,2.0,7.0,3,3,0,1,0
Fletcher Cox,PHI,vs WAS,L  22-27,1.5,4.0,2,3,1,0,0
Emmanuel Ogbah,CLE,vs CIN,L  10-23,1.5,12.5,3,3,3,0,0
Mario Addison,CAR,vs,W  28-16,1.0,4.0,1,1,0,0,0
Robert Ayers,TB,vs NO,W  16-11,1.0,9.0,4,3,0,0,0
Joey Bosa,,@ CAR,L  16-28,1.0,7.0,1,1,2,0,0
Andre Branch,MIA,vs ARI,W  26-23,1.0,5.0,0,3,3,1,0
Bashaud Breeland,WAS,@ PHI,W  27-22,1.0,3.0,1,7,0,1,0
Jonathan Casillas,NYG,vs DAL,W  10-7,1.0,0.0,1,4,1,0,0
Jadeveon Clowney,HOU,@ IND,W  22-17,1.0,11.0,3,1,2,1,0
Trent Cole,IND,vs HOU,L  17-22,1.0,11.0,1,3,1,0,0
Jamie Collins,CLE,vs CIN,L  10-23,1.0,8.0,1,13,2,0,0
Tyrone Crawford,DAL,@ NYG,L  7-10,1.0,8.0,1,2,1,0,0
Karlos Dansby,CIN,@ CLE,W  23-10,1.0,0.0,0,11,1,0,0
Ryan Delaire,CAR,vs,W  28-16,1.0,5.0,1,1,1,0,0
Aaron Donald,LA,vs ATL,L  14-42,1.0,6.0,2,1,1,0,0
Jayrone Elliott,GB,vs SEA,W  38-10,1.0,8.0,1,3,2,0,0
Nick Fairley,NO,@ TB,L  11-16,1.0,7.0,1,6,0,0,0
Trey Flowers,NE,vs BAL,W  30-23,1.0,10.0,1,1,0,0,0
Mason Foster,WAS,@ PHI,W  27-22,1.0,1.0,1,12,0,0,0
William Hayes,LA,vs ATL,L  14-42,1.0,11.0,1,3,1,0,0
Akiem Hicks,CHI,@ DET,L  17-20,1.0,11.0,1,4,2,0,0
Gerald Hodges,SF,vs NYJ,L  17-23,1.0,10.0,1,8,1,0,0
Danielle Hunter,MIN,@ JAX,W  25-16,1.0,8.0,1,5,1,0,0
Kerry Hyder,DET,vs CHI,W  20-17,1.0,8.0,2,2,0,0,0
Cam Johnson,CLE,vs CIN,L  10-23,1.0,10.0,1,1,2,1,0
Datone Jones,GB,vs SEA,W  38-10,1.0,3.0,5,2,0,0,0
