Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Tyler Boyd,CIN,@ NYG,L  20-21,2,12,6.0,0,0
Chris Conley,KC,@ CAR,W  20-17,1,12,12.0,0,0
Sean McGrath,,vs MIA,L  24-31,1,12,12.0,0,0
Terrance West,BAL,vs CLE,W  28-7,1,12,12.0,0,0
Matt Forte,NYJ,vs LA,L  6-9,2,11,5.5,0,0
Hunter Henry,,vs MIA,L  24-31,2,11,5.5,1,0
Ty Montgomery,GB,@ TEN,L  25-47,2,11,5.5,0,0
James Starks,GB,@ TEN,L  25-47,3,11,3.7,1,0
Luke Stocker,TB,vs CHI,W  36-10,1,11,11.0,0,0
Rod Streater,SF,@ ARI,L  20-23,1,11,11.0,0,0
Chris Thompson,WAS,vs MIN,W  26-20,3,11,3.7,0,1
Spencer Ware,KC,@ CAR,W  20-17,3,11,3.7,0,0
Chris Ivory,JAX,vs HOU,L  21-24,2,10,5.0,0,0
Jeremy Langford,CHI,@ TB,L  10-36,4,10,2.5,0,0
Braxton Miller,HOU,@ JAX,W  24-21,1,10,10.0,0,0
Griff Whalen,,vs MIA,L  24-31,1,10,10.0,0,0
Brent Celek,PHI,vs ATL,W  24-15,1,9,9.0,0,0
Anthony Fasano,TEN,vs GB,W  47-25,1,9,9.0,1,0
Andy Janovich,DEN,@ NO,W  25-23,1,9,9.0,0,0
Brandon LaFell,CIN,@ NYG,L  20-21,1,9,9.0,0,0
Charone Peake,NYJ,vs LA,L  6-9,2,9,4.5,0,0
Fozzy Whittaker,CAR,vs KC,L  17-20,1,9,9.0,0,0
Jarius Wright,MIN,@ WAS,L  20-26,1,9,9.0,0,0
Gary Barnidge,CLE,@ BAL,L  7-28,1,8,8.0,0,0
Rhett Ellison,MIN,@ WAS,L  20-26,2,8,4.0,0,0
Todd Gurley,LA,@ NYJ,W  9-6,1,8,8.0,0,0
Austin Hooper,ATL,@ PHI,L  15-24,1,8,8.0,0,0
Kendall Wright,TEN,vs GB,W  47-25,2,8,4.0,1,0
Nelson Agholor,PHI,vs ATL,W  24-15,2,7,3.5,0,0
Stephen Anderson,HOU,@ JAX,W  24-21,1,7,7.0,1,0
Benny Cunningham,LA,@ NYJ,W  9-6,3,7,2.3,0,0
Quincy Enunwa,NYJ,vs LA,L  6-9,1,7,7.0,0,0
Ryan Griffin,HOU,@ JAX,W  24-21,3,7,2.3,1,0
Pharoh Cooper,LA,@ NYJ,W  9-6,1,6,6.0,0,0
Tavarres King,NYG,vs CIN,W  21-20,1,6,6.0,0,0
Alfred Morris,DAL,@ PIT,W  35-30,1,6,6.0,0,0
Brandon Myers,TB,vs CHI,W  36-10,1,6,6.0,0,0
Xavier Grimble,PIT,vs DAL,L  30-35,1,5,5.0,0,0
Mike James,TB,vs CHI,W  36-10,1,5,5.0,0,0
Ross Travis,KC,@ CAR,W  20-17,1,5,5.0,0,0
Charcandrick West,KC,@ CAR,W  20-17,3,5,1.7,0,0
Lucky Whitehead,DAL,@ PIT,W  35-30,1,5,5.0,0,0
Terrance Williams,DAL,@ PIT,W  35-30,1,5,5.0,0,0
Kyle Juszczyk,BAL,vs CLE,W  28-7,2,4,2.0,0,0
Christine Michael,SEA,@ NE,W  31-24,1,4,4.0,0,0
Corey Brown,CAR,vs KC,L  17-20,1,3,3.0,0,0
Paul Lasike,CHI,@ TB,L  10-36,1,3,3.0,0,0
Matt Asiata,MIN,@ WAS,L  20-26,1,2,2.0,0,0
David Johnson,PIT,vs DAL,L  30-35,1,2,2.0,0,0
Roger Lewis,NYG,vs CIN,W  21-20,1,2,2.0,0,0
Aldrick Robinson,ATL,@ PHI,L  15-24,1,2,2.0,0,0
Jay Ajayi,MIA,@,W  31-24,1,1,1.0,0,0
Akeem Hunt,HOU,@ JAX,W  24-21,1,1,1.0,0,0
Josh Bellamy,CHI,@ TB,L  10-36,0,0,0.0,0,0
Kapri Bibbs,DEN,@ NO,W  25-23,0,0,0.0,0,0
Isaiah Burse,,vs MIA,L  24-31,0,0,0.0,0,0
Sammie Coates,PIT,vs DAL,L  30-35,0,0,0.0,0,0
Trevor Davis,GB,@ TEN,L  25-47,0,0,0.0,0,1
Lance Dunbar,DAL,@ PIT,W  35-30,0,0,0.0,0,0
Ryan Grant,WAS,vs MIN,W  26-20,0,0,0.0,0,0
Chris Harper,SF,@ ARI,L  20-23,0,0,0.0,0,0
Demetrius Harris,KC,@ CAR,W  20-17,0,0,0.0,0,0
Andrew Hawkins,CLE,@ BAL,L  7-28,0,0,0.0,0,0
Josh Hill,NO,vs DEN,L  23-25,0,0,0.0,0,0
Chris Hogan,NE,vs SEA,L  24-31,0,0,0.0,0,0
Carlos Hyde,SF,@ ARI,L  20-23,0,0,0.0,0,0
Jeff Janis,GB,@ TEN,L  25-47,0,0,0.0,0,0
Dominique Jones,MIA,@,W  31-24,0,0,0.0,0,0
Lance Kendricks,LA,@ NYJ,W  9-6,1,0,0.0,0,0
Tyler Kroft,CIN,@ NYG,L  20-21,0,0,0.0,0,0
Zach Line,MIN,@ WAS,L  20-26,0,0,0.0,0,0
Logan Paulsen,CHI,@ TB,L  10-36,0,0,0.0,0,0
Justin Perillo,GB,@ TEN,L  25-47,0,0,0.0,0,0
Paul Perkins,NYG,vs CIN,W  21-20,0,0,0.0,0,0
Dion Sims,MIA,@,W  31-24,0,0,0.0,0,0
Wendell Smallwood,PHI,vs ATL,W  24-15,0,0,0.0,0,0
C.J. Spiller,NYJ,vs LA,L  6-9,0,0,0.0,0,0
Jonathan Stewart,CAR,vs KC,L  17-20,0,0,0.0,0,0
Fitzgerald Toussaint,PIT,vs DAL,L  30-35,0,0,0.0,0,0
Hakeem Valles,ARI,vs SF,W  23-20,0,0,0.0,0,0
Terron Ward,ATL,@ PHI,L  15-24,0,0,0.0,0,0
Marcedes Lewis,JAX,vs HOU,L  21-24,3,-1,-0.3,0,0
Rob Kelley,WAS,vs MIN,W  26-20,1,-2,-2.0,0,0
Randall Telfer,CLE,@ BAL,L  7-28,1,-3,-3.0,0,0
