Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Jared Cook,OAK,vs LA,L  13-33,9,180,20.0,0,0
Michael Thomas,NO,vs TB,L  40-48,16,180,11.2,1,1
Tyreek Hill,KC,@ LAC,W  38-28,7,169,24.1,2,0
Julio Jones,ATL,@ PHI,L  12-18,10,169,16.9,0,0
Mike Evans,TB,@ NO,W  48-40,7,147,21.0,1,0
DeSean Jackson,TB,@ NO,W  48-40,5,146,29.2,2,0
Randall Cobb,GB,vs CHI,W  24-23,9,142,15.8,1,0
Emmanuel Sanders,DEN,vs SEA,W  27-24,10,135,13.5,1,0
Rob Gronkowski,NE,vs HOU,W  27-20,7,123,17.6,1,1
JuJu Smith-Schuster,PIT,@ CLE,T 21-21,5,119,23.8,0,0
Kenny Golladay,DET,vs NYJ,L  17-48,7,114,16.3,0,0
Alvin Kamara,NO,vs TB,L  40-48,9,112,12.4,1,0
Odell Beckham,NYG,vs JAX,L  15-20,11,111,10.1,0,0
Keenan Allen,LAC,vs KC,L  28-38,8,108,13.5,1,0
Jarvis Landry,CLE,vs PIT,T 21-21,7,106,15.1,0,0
Kenny Stills,MIA,vs TEN,W  27-20,4,106,26.5,2,0
Will Dissly,SEA,@ DEN,L  24-27,3,105,35.0,1,0
Melvin Gordon,LAC,vs KC,L  28-38,9,102,11.3,0,0
Adam Thielen,MIN,vs SF,W  24-16,6,102,17.0,0,0
Antonio Brown,PIT,@ CLE,T 21-21,9,93,10.3,1,0
A.J. Green,CIN,@ IND,W  34-23,6,92,15.3,1,1
George Kittle,SF,@ MIN,L  16-24,5,90,18.0,0,0
Davante Adams,GB,vs CHI,W  24-23,5,88,17.6,1,0
Brandin Cooks,LA,@ OAK,W  33-13,5,87,17.4,0,0
Austin Ekeler,LAC,vs KC,L  28-38,5,87,17.4,1,0
Mike Williams,LAC,vs KC,L  28-38,5,81,16.2,0,0
Golden Tate,DET,vs NYJ,L  17-48,7,79,11.3,1,0
DeAndre Hopkins,HOU,@ NE,L  20-27,8,78,9.8,0,0
Larry Fitzgerald,ARI,vs WAS,L  6-24,7,76,10.9,0,0
Cole Beasley,DAL,@ CAR,L  8-16,7,73,10.4,0,0
Adrian Peterson,WAS,@ ARI,W  24-6,2,70,35.0,0,1
Geronimo Allison,GB,vs CHI,W  24-23,5,69,13.8,1,0
Ted Ginn,NO,vs TB,L  40-48,5,68,13.6,1,0
Phillip Dorsett,NE,vs HOU,W  27-20,7,66,9.4,1,0
Quincy Enunwa,NYJ,@ DET,W  48-17,6,63,10.5,1,0
Demaryius Thomas,DEN,vs SEA,W  27-24,6,63,10.5,1,0
Chris Thompson,WAS,@ ARI,W  24-6,6,63,10.5,1,0
Corey Davis,TEN,@ MIA,L  20-27,6,62,10.3,0,0
Dante Pettis,SF,@ MIN,L  16-24,2,61,30.5,1,0
Allen Robinson,CHI,@ GB,L  23-24,4,61,15.2,0,0
Jack Doyle,IND,vs CIN,L  23-34,7,60,8.6,0,1
Jesse James,PIT,@ CLE,T 21-21,3,60,20.0,0,0
Ryan Grant,IND,vs CIN,L  23-34,8,59,7.4,0,0
Tyler Lockett,SEA,@ DEN,L  24-27,3,59,19.7,1,0
James Conner,PIT,@ CLE,T 21-21,5,57,11.4,0,1
Kyle Juszczyk,SF,@ MIN,L  16-24,1,56,56.0,0,0
Dalvin Cook,MIN,vs SF,W  24-16,6,55,9.2,0,1
Jalen Richard,OAK,vs LA,L  13-33,9,55,6.1,0,0
Keelan Cole,JAX,@ NYG,W  20-15,3,54,18.0,0,0
O.J. Howard,TB,@ NO,W  48-40,2,54,27.0,0,0
Marvin Jones,DET,vs NYJ,L  17-48,4,54,13.5,0,0
Joe Mixon,CIN,@ IND,W  34-23,5,54,10.8,0,0
Cooper Kupp,LA,@ OAK,W  33-13,5,52,10.4,1,0
Delanie Walker,TEN,@ MIA,L  20-27,4,52,13.0,0,0
Eric Ebron,IND,vs CIN,L  23-34,4,51,12.8,1,0
Dede Westbrook,JAX,@ NYG,W  20-15,5,51,10.2,0,0
Terrelle Pryor,NYJ,@ DET,W  48-17,3,49,16.3,0,0
Willie Snead,BAL,vs BUF,W  47-3,4,49,12.2,1,0
Zach Ertz,PHI,vs ATL,W  18-12,5,48,9.6,0,0
Jordan Reed,WAS,@ ARI,W  24-6,4,48,12.0,1,0
Sterling Shepard,NYG,vs JAX,L  15-20,5,48,9.6,0,0
T.Y. Hilton,IND,vs CIN,L  23-34,5,46,9.2,1,0
Brandon Marshall,SEA,@ DEN,L  24-27,3,46,15.3,1,0
Christian McCaffrey,CAR,vs DAL,W  16-8,6,45,7.5,0,1
Courtland Sutton,DEN,vs SEA,W  27-24,2,45,22.5,0,0
John Brown,BAL,vs BUF,W  47-3,3,44,14.7,1,0
Tyler Eifert,CIN,@ IND,W  34-23,3,44,14.7,0,0
Benjamin Watson,NO,vs TB,L  40-48,4,44,11.0,0,0
Stefon Diggs,MIN,vs SF,W  24-16,3,43,14.3,1,0
Robby Anderson,NYJ,@ DET,W  48-17,1,41,41.0,1,0
Devin Funchess,CAR,vs DAL,W  16-8,3,41,13.7,0,0
Chris Godwin,TB,@ NO,W  48-40,3,41,13.7,1,0
Nick Boyle,BAL,vs BUF,W  47-3,3,40,13.3,0,0
Todd Gurley,LA,@ OAK,W  33-13,3,39,13.0,1,0
Michael Crabtree,BAL,vs BUF,W  47-3,3,38,12.7,1,0
Jakeem Grant,MIA,vs TEN,W  27-20,5,38,7.6,0,0
Rashard Higgins,CLE,vs PIT,T 21-21,1,38,38.0,0,0
James White,NE,vs HOU,W  27-20,4,38,9.5,1,0
Bruce Ellington,HOU,@ NE,L  20-27,4,37,9.2,1,0
Luke Stocker,TEN,@ MIA,L  20-27,2,37,18.5,0,0
Robert Woods,LA,@ OAK,W  33-13,3,37,12.3,0,0
Anthony Sherman,KC,@ LAC,W  38-28,1,36,36.0,1,0
Dion Lewis,TEN,@ MIA,L  20-27,5,35,7.0,0,0
Rashaad Penny,SEA,@ DEN,L  24-27,4,35,8.8,0,0
Nelson Agholor,PHI,vs ATL,W  18-12,8,33,4.1,0,0
Nyheim Hines,IND,vs CIN,L  23-34,7,33,4.7,0,0
Greg Olsen,CAR,vs DAL,W  16-8,2,33,16.5,0,0
Jamison Crowder,WAS,@ ARI,W  24-6,3,32,10.7,0,0
Maxx Williams,BAL,vs BUF,W  47-3,3,32,10.7,0,0
Mark Andrews,BAL,vs BUF,W  47-3,3,31,10.3,0,0
Phillip Lindsay,DEN,vs SEA,W  27-24,2,31,15.5,1,0
Albert Wilson,MIA,vs TEN,W  27-20,3,31,10.3,0,0
David Johnson,ARI,vs WAS,L  6-24,5,30,6.0,0,0
Jake Butt,DEN,vs SEA,W  27-24,2,29,14.5,0,0
Chris Carson,SEA,@ DEN,L  24-27,3,28,9.3,0,1
Trent Taylor,SF,@ MIN,L  16-24,4,28,7.0,0,0
Adam Humphries,TB,@ NO,W  48-40,3,27,9.0,0,0
Neal Sterling,NYJ,@ DET,W  48-17,3,27,9.0,0,0
Jordan Thomas,HOU,@ NE,L  20-27,1,27,27.0,0,0
Deonte Thompson,DAL,@ CAR,L  8-16,3,27,9.0,0,0
Danny Amendola,MIA,vs TEN,W  27-20,4,26,6.5,0,0
Tyler Boyd,CIN,@ IND,W  34-23,3,26,8.7,0,0
Tevin Coleman,ATL,@ PHI,L  12-18,1,26,26.0,0,0
Zay Jones,BUF,@ BAL,L  3-47,3,26,8.7,0,0
Taylor Gabriel,CHI,@ GB,L  23-24,5,25,5.0,0,0
Jordan Howard,CHI,@ GB,L  23-24,5,25,5.0,0,0
Austin Seferian-Jenkins,JAX,@ NYG,W  20-15,3,25,8.3,0,0
Chase Edmonds,ARI,vs WAS,L  6-24,4,24,6.0,0,0
Austin Hooper,ATL,@ PHI,L  12-18,3,24,8.0,0,0
Logan Thomas,BUF,@ BAL,L  3-47,1,24,24.0,0,0
Jordy Nelson,OAK,vs LA,L  13-33,3,23,7.7,0,0
Jarius Wright,CAR,vs DAL,W  16-8,3,23,7.7,0,0
Saquon Barkley,NYG,vs JAX,L  15-20,2,22,11.0,0,0
James Develin,NE,vs HOU,W  27-20,4,22,5.5,0,0
Paul Richardson,WAS,@ ARI,W  24-6,4,22,5.5,0,0
Darren Sproles,PHI,vs ATL,W  18-12,4,22,5.5,0,0
Pierre Garcon,SF,@ MIN,L  16-24,2,21,10.5,0,0
Virgil Green,LAC,vs KC,L  28-38,2,21,10.5,0,0
Ty Montgomery,GB,vs CHI,W  24-23,2,21,10.5,0,0
Sammy Watkins,KC,@ LAC,W  38-28,3,21,7.0,0,0
Jordan Wilkins,IND,vs CIN,L  23-34,3,21,7.0,0,0
Austin Carr,NO,vs TB,L  40-48,2,20,10.0,0,0
Derek Carrier,OAK,vs LA,L  13-33,2,20,10.0,0,0
Allen Hurns,DAL,@ CAR,L  8-16,1,20,20.0,0,0
Kerryon Johnson,DET,vs NYJ,L  17-48,3,20,6.7,0,0
Ricky Seals-Jones,ARI,vs WAS,L  6-24,3,19,6.3,0,0
Malcolm Brown,LA,@ OAK,W  33-13,2,18,9.0,0,0
Jason Croom,BUF,@ BAL,L  3-47,2,18,9.0,0,0
Kenyan Drake,MIA,vs TEN,W  27-20,3,18,6.0,0,0
Evan Engram,NYG,vs JAX,L  15-20,2,18,9.0,0,0
Zach Pascal,IND,vs CIN,L  23-34,1,18,18.0,0,0
Chester Rogers,IND,vs CIN,L  23-34,3,18,6.0,0,0
Mohamed Sanu,ATL,@ PHI,L  12-18,4,18,4.5,0,0
Geoff Swaim,DAL,@ CAR,L  8-16,3,18,6.0,0,0
Laquon Treadwell,MIN,vs SF,W  24-16,2,18,9.0,0,0
T.J. Yeldon,JAX,@ NYG,W  20-15,3,18,6.0,1,0
Ezekiel Elliott,DAL,@ CAR,L  8-16,3,17,5.7,0,0
Josh Gordon,CLE,vs PIT,T 21-21,1,17,17.0,1,0
Tajae Sharpe,TEN,@ MIA,L  20-27,1,17,17.0,0,0
Tarik Cohen,CHI,@ GB,L  23-24,3,16,5.3,0,0
