Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Marc Mariani,CHI,@ TB,W  26-21,2,32,16.0,0,0
Brandon Bolden,NE,@ NYJ,L  20-26,5,30,6.0,0,0
Cole Beasley,DAL,@ BUF,L  6-16,2,29,14.5,0,0
Giovani Bernard,CIN,@ DEN,L  17-20,4,29,7.2,0,0
Phillip Dorsett,IND,@ MIA,W  18-12,2,29,14.5,0,0
Larry Fitzgerald,ARI,vs GB,W  38-8,4,29,7.2,1,0
T.J. Jones,DET,vs SF,W  32-17,1,29,29.0,1,0
Mohamed Sanu,CIN,@ DEN,L  17-20,3,29,9.7,0,0
Jacob Tamme,ATL,vs CAR,W  20-13,4,29,7.2,0,0
Eddie Lacy,GB,@ ARI,L  8-38,1,28,28.0,1,0
Quinton Patton,SF,@ DET,L  17-32,1,28,28.0,0,0
Will Tye,NYG,@ MIN,L  17-49,3,28,9.3,0,0
James White,NE,@ NYJ,L  20-26,5,28,5.6,1,0
Anquan Boldin,SF,@ DET,L  17-32,5,27,5.4,0,0
Ladarius Green,,@ OAK,L  20-23,2,27,13.5,0,0
Kenbrell Thompkins,NYJ,vs NE,W  26-20,4,27,6.8,0,0
Marqise Lee,JAX,@ NO,L  27-38,3,26,8.7,1,0
John Brown,ARI,vs GB,W  38-8,3,25,8.3,1,0
Jerricho Cotchery,CAR,@ ATL,L  13-20,4,24,6.0,0,0
Ryan Grant,WAS,@ PHI,W  38-24,1,24,24.0,0,0
DeMarco Murray,PHI,vs WAS,L  24-38,3,24,8.0,0,0
Matt Forte,CHI,@ TB,W  26-21,3,23,7.7,0,0
Torrey Smith,SF,@ DET,L  17-32,2,23,11.5,1,0
Matt LaCosse,NYG,@ MIN,L  17-49,3,22,7.3,0,0
Clive Walford,OAK,vs,W  23-20,1,22,22.0,0,0
Jerome Cunningham,NYG,@ MIN,L  17-49,2,21,10.5,0,0
Anthony Fasano,TEN,vs HOU,L  6-34,2,21,10.5,0,0
Eddie Royal,CHI,@ TB,W  26-21,5,21,4.2,0,0
Shane Vereen,NYG,@ MIN,L  17-49,2,21,10.5,0,0
Karlos Williams,BUF,vs DAL,W  16-6,2,21,10.5,0,1
Travis Benjamin,CLE,@ KC,L  13-17,2,20,10.0,0,0
Jarryd Hayne,SF,@ DET,L  17-32,5,20,4.0,0,0
Stefon Diggs,MIN,vs NYG,W  49-17,4,19,4.8,0,0
Chris Gragg,BUF,vs DAL,W  16-6,2,19,9.5,0,0
Austin Johnson,NO,vs JAX,W  38-27,2,19,9.5,0,0
Brandon LaFell,NE,@ NYJ,L  20-26,1,19,19.0,0,0
Chris Matthews,BAL,vs PIT,W  20-17,3,19,6.3,1,0
Brent Celek,PHI,vs WAS,L  24-38,1,18,18.0,0,0
Jim Dray,CLE,@ KC,L  13-17,1,18,18.0,0,0
Russell Shepard,TB,vs CHI,L  21-26,1,18,18.0,0,0
Jaelen Strong,HOU,@ TEN,W  34-6,2,18,9.0,0,0
Kendall Wright,TEN,vs HOU,L  6-34,3,18,6.0,0,0
Devonta Freeman,ATL,vs CAR,W  20-13,3,17,5.7,0,0
Michael Hoomanawanui,NO,vs JAX,W  38-27,1,17,17.0,1,0
Andrew Quarless,GB,@ ARI,L  8-38,2,17,8.5,0,0
Lee Smith,OAK,vs,W  23-20,1,17,17.0,0,0
Mike Tolbert,CAR,@ ATL,L  13-20,2,17,8.5,0,0
Tavon Austin,,@ SEA,W  23-17,3,16,5.3,0,0
Mike Gillislee,BUF,vs DAL,W  16-6,2,16,8.0,0,0
Javontee Herndon,,@ OAK,L  20-23,3,16,5.3,0,0
Maxx Williams,BAL,vs PIT,W  20-17,2,16,8.0,0,0
Randall Cobb,GB,@ ARI,L  8-38,3,15,5.0,0,0
Orleans Darkwa,NYG,@ MIN,L  17-49,1,15,15.0,0,0
Donteea Dye,TB,vs CHI,L  21-26,1,15,15.0,0,0
Justin Hardy,ATL,vs CAR,W  20-13,2,15,7.5,0,0
Duke Johnson,CLE,@ KC,L  13-17,3,15,5.0,0,0
Donte Moncrief,IND,@ MIA,W  18-12,2,15,7.5,0,0
Adrian Peterson,MIN,vs NYG,W  49-17,1,15,15.0,0,0
Benny Cunningham,,@ SEA,W  23-17,3,14,4.7,0,0
Christine Michael,SEA,vs,L  17-23,2,14,7.0,0,0
Kenny Stills,MIA,vs IND,L  12-18,3,14,4.7,0,0
Jamison Crowder,WAS,@ PHI,W  38-24,2,13,6.5,0,0
Coby Fleener,IND,@ MIA,W  18-12,2,13,6.5,0,0
Bennie Fowler,DEN,vs CIN,W  20-17,1,13,13.0,0,0
Ryan Griffin,HOU,@ TEN,W  34-6,1,13,13.0,0,0
Marcedes Lewis,JAX,@ NO,L  27-38,1,13,13.0,0,0
Ryan Mathews,PHI,vs WAS,L  24-38,2,13,6.5,0,0
Josh Hill,NO,vs JAX,W  38-27,2,12,6.0,0,0
Julius Thomas,JAX,@ NO,L  27-38,2,12,6.0,0,0
Chris Thompson,WAS,@ PHI,W  38-24,1,12,12.0,1,0
Jason Witten,DAL,@ BUF,L  6-16,1,12,12.0,0,0
Antonio Gates,,@ OAK,L  20-23,2,11,5.5,0,0
DuJuan Harris,SF,@ DET,L  17-32,1,11,11.0,0,0
Mike Wallace,MIN,vs NYG,W  49-17,2,11,5.5,0,0
Josh Bellamy,CHI,@ TB,W  26-21,2,10,5.0,0,0
Amari Cooper,OAK,vs,W  23-20,2,10,5.0,0,0
Frank Gore,IND,@ MIA,W  18-12,2,10,5.0,0,0
James Hanna,DAL,@ BUF,L  6-16,1,10,10.0,0,0
Darrius Heyward-Bey,PIT,@ BAL,L  17-20,1,10,10.0,0,0
Adam Humphries,TB,vs CHI,L  21-26,1,10,10.0,0,0
Ameer Abdullah,DET,vs SF,W  32-17,4,9,2.2,0,0
Joique Bell,DET,vs SF,W  32-17,2,9,4.5,0,0
Ben Edwards,NYG,@ MIN,L  17-49,1,9,9.0,0,0
Ted Ginn,CAR,@ ATL,L  13-20,1,9,9.0,0,0
John Phillips,,@ OAK,L  20-23,1,9,9.0,0,0
C.J. Anderson,DEN,vs CIN,W  20-17,1,8,8.0,0,1
Rex Burkhead,CIN,@ DEN,L  17-20,1,8,8.0,0,0
Virgil Green,DEN,vs CIN,W  20-17,1,8,8.0,0,0
Josh Huff,PHI,vs WAS,L  24-38,1,8,8.0,0,0
Tre McBride,TEN,vs HOU,L  6-34,2,8,4.0,1,0
Jerick McKinnon,MIN,vs NYG,W  49-17,2,8,4.0,0,0
Dion Sims,MIA,vs IND,L  12-18,1,8,8.0,0,0
Craig Stevens,TEN,vs HOU,L  6-34,1,8,8.0,0,0
Cameron Artis-Payne,CAR,@ ATL,L  13-20,1,7,7.0,0,0
Jack Doyle,IND,@ MIA,W  18-12,2,7,3.5,0,0
Jermaine Gresham,ARI,vs GB,W  38-8,1,7,7.0,0,0
Todd Gurley,,@ SEA,W  23-17,1,7,7.0,0,0
Clay Harbor,JAX,@ NO,L  27-38,1,7,7.0,0,0
Jonathan Krause,PHI,vs WAS,L  24-38,1,7,7.0,0,0
Luke Stocker,TB,vs CHI,L  21-26,1,7,7.0,0,0
Martavis Bryant,PIT,@ BAL,L  17-20,1,6,6.0,0,0
C.J. Fiedorowicz,HOU,@ TEN,W  34-6,1,6,6.0,0,0
Dwayne Harris,NYG,@ MIN,L  17-49,1,6,6.0,0,0
Akeem Hunt,HOU,@ TEN,W  34-6,1,6,6.0,0,0
Doug Martin,TB,vs CHI,L  21-26,1,6,6.0,0,2
Lance Moore,DET,vs SF,W  32-17,1,6,6.0,0,0
Brian Quick,,@ SEA,W  23-17,1,6,6.0,0,0
Fozzy Whittaker,CAR,@ ATL,L  13-20,2,6,3.0,0,0
Jared Abbrederis,GB,@ ARI,L  8-38,1,5,5.0,0,0
Alfred Blue,HOU,@ TEN,W  34-6,1,5,5.0,0,0
Jared Cook,,@ SEA,W  23-17,1,5,5.0,0,0
Andre Ellington,ARI,vs GB,W  38-8,1,5,5.0,0,0
Taiwan Jones,OAK,vs,W  23-20,1,5,5.0,0,0
Adam Thielen,MIN,vs NYG,W  49-17,1,5,5.0,0,0
Benjamin Watson,NO,vs JAX,W  38-27,1,5,5.0,0,0
Chris Ivory,NYJ,vs NE,W  26-20,4,4,1.0,0,0
David Johnson,,@ OAK,L  20-23,1,4,4.0,0,1
Hakeem Nicks,NYG,@ MIN,L  17-49,1,4,4.0,0,0
Kerwynn Williams,ARI,vs GB,W  38-8,1,4,4.0,0,1
Jesse James,PIT,@ BAL,L  17-20,1,3,3.0,0,0
Tre Mason,,@ SEA,W  23-17,1,3,3.0,0,0
Marcel Reece,OAK,vs,W  23-20,2,3,1.5,0,0
Wes Welker,,@ SEA,W  23-17,1,3,3.0,0,0
Rashad Greene,JAX,@ NO,L  27-38,1,2,2.0,0,0
Richard Rodgers,GB,@ ARI,L  8-38,1,2,2.0,0,0
Ka'Deem Carey,CHI,@ TB,W  26-21,1,1,1.0,1,0
Dwayne Allen,IND,@ MIA,W  18-12,0,0,0.0,0,0
Antonio Andrews,TEN,vs HOU,L  6-34,0,0,0.0,0,1
Matt Asiata,MIN,vs NYG,W  49-17,0,0,0.0,0,0
Jason Avant,KC,vs CLE,W  17-13,0,0,0.0,0,0
Blake Bell,SF,@ DET,L  17-32,0,0,0.0,0,0
Dwayne Bowe,CLE,@ KC,L  13-17,0,0,0.0,0,0
Bryce Brown,SEA,vs,L  17-23,0,0,0.0,0,0
Andre Caldwell,DEN,vs CIN,W  20-17,0,0,0.0,0,0
Riley Cooper,PHI,vs WAS,L  24-38,0,0,0.0,0,0
Ed Dickson,CAR,@ ATL,L  13-20,0,0,0.0,0,0
Rhett Ellison,MIN,vs NYG,W  49-17,0,0,0.0,0,0
Jake Fisher,CIN,@ DEN,L  17-20,0,0,0.0,0,0
Devin Funchess,CAR,@ ATL,L  13-20,0,0,0.0,0,0
Taylor Gabriel,CLE,@ KC,L  13-17,0,0,0.0,0,0
Dorial Green-Beckham,TEN,vs HOU,L  6-34,0,0,0.0,0,0
Matt Hazel,MIA,vs IND,L  12-18,0,0,0.0,0,0
Will Johnson,PIT,@ BAL,L  17-20,0,0,0.0,0,0
Seantavius Jones,NO,vs JAX,W  38-27,0,0,0.0,0,0
Lance Kendricks,,@ SEA,W  23-17,0,0,0.0,0,0
Jeremy Langford,CHI,@ TB,W  26-21,0,0,0.0,0,0
Bradley Marquez,,@ SEA,W  23-17,0,0,0.0,0,0
Bruce Miller,SF,@ DET,L  17-32,0,0,0.0,0,0
Alfred Morris,WAS,@ PHI,W  38-24,0,0,0.0,0,0
Nick O'Leary,BUF,vs DAL,W  16-6,0,0,0.0,0,0
Brian Parker,KC,vs CLE,W  17-13,0,0,0.0,0,0
Mitchell Schwartz,CLE,@ KC,L  13-17,0,0,0.0,0,0
Alex Smith,WAS,@ PHI,W  38-24,0,0,0.0,0,0
Devin Street,DAL,@ BUF,L  6-16,0,0,0.0,0,0
Robert Turbin,DAL,@ BUF,L  6-16,0,0,0.0,0,0
Michael Williams,NE,@ NYJ,L  20-26,0,0,0.0,0,0
Luke Willson,SEA,vs,L  17-23,0,0,0.0,0,0
Darren McFadden,DAL,@ BUF,L  6-16,1,-1,-1.0,0,0
Marlon Moore,CLE,@ KC,L  13-17,1,-1,-1.0,0,0
Charcandrick West,KC,vs CLE,W  17-13,1,-1,-1.0,0,0
David Cobb,TEN,vs HOU,L  6-34,1,-2,-2.0,0,0
Jeremy Hill,CIN,@ DEN,L  17-20,2,-2,-1.0,0,0
Ben Roethlisberger,PIT,@ BAL,L  17-20,0,-3,0.0,0,0
Kenjon Barner,PHI,vs WAS,L  24-38,1,-7,-7.0,0,0
