Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Jason Pierre-Paul,NYG,vs CHI,W  22-16,2.5,19.0,3,4,1,1,0
Mario Addison,CAR,vs NO,W  23-20,2.0,17.0,2,2,1,1,1
Dominique Easley,LA,vs MIA,L  10-14,2.0,13.0,2,2,2,0,0
Danielle Hunter,MIN,vs ARI,W  30-24,2.0,23.0,3,2,0,0,0
Arthur Moats,PIT,@ CLE,W  24-9,2.0,16.0,2,2,0,0,0
Stephon Tuitt,PIT,@ CLE,W  24-9,2.0,14.0,4,4,1,0,0
Derrick Morgan,TEN,@ IND,L  17-24,1.5,8.0,6,2,2,0,0
Tyson Alualu,JAX,@ DET,L  19-26,1.0,6.0,1,1,1,0,0
Cliff Avril,SEA,vs PHI,W  26-15,1.0,14.0,4,2,0,1,0
Chris Baker,WAS,vs GB,W  42-24,1.0,10.0,2,1,2,0,0
Ahmad Brooks,SF,vs NE,L  17-30,1.0,7.0,2,2,0,0,0
Vontaze Burfict,CIN,vs BUF,L  12-16,1.0,3.0,1,11,2,0,0
Malcolm Butler,NE,@ SF,W  30-17,1.0,0.0,1,2,0,0,0
Patrick Chung,NE,@ SF,W  30-17,1.0,12.0,1,6,2,0,0
Jack Crawford,DAL,vs BAL,W  27-17,1.0,2.0,1,1,0,0,0
Kony Ealy,CAR,vs NO,W  23-20,1.0,4.0,1,1,0,0,0
Dannell Ellerbe,NO,@ CAR,L  20-23,1.0,8.0,2,2,2,0,0
Javon Hargrave,PIT,@ CLE,W  24-9,1.0,11.0,1,1,0,0,1
James Harrison,PIT,@ CLE,W  24-9,1.0,5.0,1,1,0,0,0
Dont'a Hightower,NE,@ SF,W  30-17,1.0,9.0,1,5,1,1,0
Bruce Irvin,OAK,vs HOU,W  27-20,1.0,4.0,1,9,1,0,0
D'Qwell Jackson,IND,vs TEN,W  24-17,1.0,12.0,1,5,4,0,0
Edwin Jackson,IND,vs TEN,W  24-17,1.0,0.0,1,3,2,0,0
Malik Jackson,JAX,@ DET,L  19-26,1.0,4.0,1,1,1,0,0
Chandler Jones,ARI,@ MIN,L  24-30,1.0,10.0,1,4,1,1,0
Lamarcus Joyner,LA,vs MIA,L  10-14,1.0,7.0,1,4,0,0,0
Ryan Kerrigan,WAS,vs GB,W  42-24,1.0,10.0,1,1,0,0,0
Khalil Mack,OAK,vs HOU,W  27-20,1.0,9.0,2,3,0,0,0
Robert Mathis,IND,vs TEN,W  24-17,1.0,8.0,1,1,0,0,0
Albert McClellan,BAL,@ DAL,L  17-27,1.0,2.0,1,2,1,0,0
Yannick Ngakoue,JAX,@ DET,L  19-26,1.0,5.0,1,1,0,0,0
Rob Ninkovich,NE,@ SF,W  30-17,1.0,0.0,1,2,0,1,0
Alex Okafor,ARI,@ MIN,L  24-30,1.0,14.0,1,1,1,0,0
David Parry,IND,vs TEN,W  24-17,1.0,4.0,1,3,0,0,0
Julius Peppers,GB,@ WAS,L  24-42,1.0,4.0,1,1,1,0,0
Nick Perry,GB,@ WAS,L  24-42,1.0,7.0,1,4,0,0,0
Robert Quinn,LA,vs MIA,L  10-14,1.0,10.0,1,1,0,0,0
Brian Robison,MIN,vs ARI,W  30-24,1.0,11.0,5,1,1,0,0
Ryan Shazier,PIT,@ CLE,W  24-9,1.0,13.0,2,6,1,1,0
Harrison Smith,MIN,vs ARI,W  30-24,1.0,9.0,1,9,1,0,0
Nathan Stupar,NO,@ CAR,L  20-23,1.0,11.0,1,2,3,0,0
Lawrence Timmons,PIT,@ CLE,W  24-9,1.0,11.0,3,5,3,0,0
Kyle Van Noy,NE,@ SF,W  30-17,1.0,8.0,1,1,2,0,0
Olivier Vernon,NYG,vs CHI,W  22-16,1.0,8.0,1,2,1,0,0
Bobby Wagner,SEA,vs PHI,W  26-15,1.0,9.0,1,5,10,0,0
Cameron Wake,MIA,@ LA,W  14-10,1.0,9.0,2,2,0,0,0
Erik Walden,IND,vs TEN,W  24-17,1.0,12.0,1,2,1,0,0
Vinny Curry,PHI,@ SEA,L  15-26,0.5,0.0,2,1,1,0,0
Marcell Dareus,BUF,@ CIN,W  16-12,0.5,0.0,1,2,2,0,0
Carlos Dunlap,CIN,vs BUF,L  12-16,0.5,2.0,1,1,2,0,0
Johnathan Hankins,NYG,vs CHI,W  22-16,0.5,3.0,1,5,1,0,0
Michael Johnson,CIN,vs BUF,L  12-16,0.5,2.0,1,3,2,0,0
Austin Johnson,TEN,@ IND,L  17-24,0.5,3.0,1,0,2,0,0
Marcus Smith,PHI,@ SEA,L  15-26,0.5,0.0,1,0,2,0,0
Adolphus Washington,BUF,@ CIN,W  16-12,0.5,0.0,1,0,2,0,0
Isa Abdul-Quddus,MIA,@ LA,W  14-10,0.0,0.0,1,5,2,0,0
Sam Acho,CHI,@ NYG,L  16-22,0.0,0.0,0,1,0,1,0
Kenneth Acker,KC,vs TB,L  17-19,0.0,0.0,0,6,0,0,0
Mike Adams,IND,vs TEN,W  24-17,0.0,0.0,0,4,1,0,0
Andrew Adams,NYG,vs CHI,W  22-16,0.0,0.0,0,0,3,0,0
Mike Adams,CHI,@ NYG,L  16-22,0.0,0.0,0,0,0,0,0
Kamar Aiken,BAL,@ DAL,L  17-27,0.0,0.0,0,0,0,0,0
Walt Aikens,MIA,@ LA,W  14-10,0.0,0.0,0,0,0,0,0
Lorenzo Alexander,BUF,@ CIN,W  16-12,0.0,0.0,0,2,3,0,0
Maurice Alexander,LA,vs MIA,L  10-14,0.0,0.0,0,2,2,0,0
Kwon Alexander,TB,@ KC,W  19-17,0.0,0.0,0,6,1,0,0
Nate Allen,OAK,vs HOU,W  27-20,0.0,0.0,0,0,0,0,0
Beau Allen,PHI,@ SEA,L  15-26,0.0,0.0,0,0,1,0,0
Kiko Alonso,MIA,@ LA,W  14-10,0.0,0.0,0,6,2,1,1
Danny Amendola,NE,@ SF,W  30-17,0.0,0.0,0,0,0,0,0
David Amerson,OAK,vs HOU,W  27-20,0.0,0.0,0,3,1,0,0
Adrian Amos,CHI,@ NYG,L  16-22,0.0,0.0,0,4,2,0,0
Prince Amukamara,JAX,@ DET,L  19-26,0.0,0.0,0,1,0,0,0
Antonio Andrews,TEN,@ IND,L  17-24,0.0,0.0,0,0,0,0,0
Ezekiel Ansah,DET,vs JAX,W  26-19,0.0,0.0,4,3,1,0,0
Stephone Anthony,NO,@ CAR,L  20-23,0.0,0.0,0,0,1,0,0
Eli Apple,NYG,vs CHI,W  22-16,0.0,0.0,0,5,2,0,0
Matt Asiata,MIN,vs ARI,W  30-24,0.0,0.0,0,0,0,0,0
Geno Atkins,CIN,vs BUF,L  12-16,0.0,0.0,0,1,0,0,0
Denico Autry,OAK,vs HOU,W  27-20,0.0,0.0,0,2,0,0,0
Robert Ayers,TB,@ KC,W  19-17,0.0,0.0,1,0,1,0,0
Johnthan Banks,DET,vs JAX,W  26-19,0.0,0.0,0,2,0,0,0
Anthony Barr,MIN,vs ARI,W  30-24,0.0,0.0,0,4,3,0,0
Mark Barron,LA,vs MIA,L  10-14,0.0,0.0,0,7,4,0,0
Connor Barwin,PHI,@ SEA,L  15-26,0.0,0.0,0,1,2,0,0
Daren Bates,OAK,vs HOU,W  27-20,0.0,0.0,0,0,0,0,0
Vonn Bell,NO,@ CAR,L  20-23,0.0,0.0,0,2,5,0,0
Blake Bell,SF,vs NE,L  17-30,0.0,0.0,0,0,0,0,0
Nick Bellore,SF,vs NE,L  17-30,0.0,0.0,0,6,1,0,0
Nat Berhe,NYG,vs CHI,W  22-16,0.0,0.0,0,2,1,0,0
Giovani Bernard,CIN,vs BUF,L  12-16,0.0,0.0,0,0,0,0,0
Eric Berry,KC,vs TB,L  17-19,0.0,0.0,0,2,1,0,0
Antoine Bethea,SF,vs NE,L  17-30,0.0,0.0,0,4,0,0,0
Justin Bethel,ARI,@ MIN,L  24-30,0.0,0.0,0,5,0,0,0
Will Blackmon,WAS,vs GB,W  42-24,0.0,0.0,0,2,0,0,0
Angelo Blackson,TEN,@ IND,L  17-24,0.0,0.0,0,0,1,0,0
Ronald Blair,SF,vs NE,L  17-30,0.0,0.0,0,2,1,0,0
Antwon Blake,TEN,@ IND,L  17-24,0.0,0.0,0,1,1,0,0
Robert Blanton,BUF,@ CIN,W  16-12,0.0,0.0,0,0,0,0,0
Briean Boddy-Calhoun,CLE,vs PIT,L  9-24,0.0,0.0,0,1,1,0,0
