Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Daniel Ross,DAL,@ PHI,W  6-0,1.0,1.0,1,3,0,0,1
Ryan Russell,TB,vs NO,W  31-24,1.0,7.0,1,1,0,0,0
Jabaal Sheard,IND,vs HOU,W  22-13,1.0,5.0,1,2,1,0,0
Olivier Vernon,NYG,vs WAS,W  18-10,1.0,6.0,1,1,1,0,0
DeMarcus Walker,DEN,vs KC,L  24-27,1.0,7.0,2,3,0,0,0
T.J. Watt,PIT,vs CLE,W  28-24,1.0,1.0,3,6,2,0,0
Vince Williams,PIT,vs CLE,W  28-24,1.0,7.0,2,3,1,0,0
Mario Addison,CAR,@ ATL,L  10-22,0.5,3.0,1,1,1,0,0
Navorro Bowman,OAK,@ LAC,L  10-30,0.5,3.5,0,8,5,0,0
Andre Branch,MIA,vs BUF,L  16-22,0.5,2.5,2,1,1,0,0
Barry Church,JAX,@ TEN,L  10-15,0.5,3.5,1,5,1,0,0
Chunky Clements,HOU,@ IND,L  13-22,0.5,5.0,1,0,1,0,0
Jadeveon Clowney,HOU,@ IND,L  13-22,0.5,5.0,1,3,4,0,0
Dante Fowler,JAX,@ TEN,L  10-15,0.5,3.5,1,0,2,0,0
Melvin Ingram,LAC,vs OAK,W  30-10,0.5,3.0,2,2,1,0,0
Bruce Irvin,OAK,@ LAC,L  10-30,0.5,3.5,1,2,2,1,0
Luke Kuechly,CAR,@ ATL,L  10-22,0.5,3.0,1,8,2,0,0
Darius Philon,LAC,vs OAK,W  30-10,0.5,3.0,1,1,3,1,0
A'Shawn Robinson,DET,vs GB,W  35-11,0.5,4.5,2,3,3,0,0
Akeem Spence,DET,vs GB,W  35-11,0.5,4.5,2,1,1,0,0
Kenneth Acker,KC,@ DEN,W  27-24,0.0,0.0,0,6,0,0,0
Mike Adams,CAR,@ ATL,L  10-22,0.0,0.0,0,5,0,1,0
Andrew Adams,NYG,vs WAS,W  18-10,0.0,0.0,1,6,0,0,0
Jamal Adams,NYJ,@ NE,L  6-26,0.0,0.0,0,3,7,0,0
Jahleel Addae,LAC,vs OAK,W  30-10,0.0,0.0,0,2,2,0,0
Jamal Agnew,DET,vs GB,W  35-11,0.0,0.0,0,4,0,0,0
Walt Aikens,MIA,vs BUF,L  16-22,0.0,0.0,0,1,0,0,0
Lorenzo Alexander,BUF,@ MIA,W  22-16,0.0,0.0,2,0,0,0,0
Kwon Alexander,TB,vs NO,W  31-24,0.0,0.0,0,10,1,0,0
Robert Alford,ATL,vs CAR,W  22-10,0.0,0.0,0,2,0,0,0
Keenan Allen,LAC,vs OAK,W  30-10,0.0,0.0,0,0,0,0,0
Ricardo Allen,ATL,vs CAR,W  22-10,0.0,0.0,0,0,2,0,0
Chase Allen,MIA,vs BUF,L  16-22,0.0,0.0,0,4,3,0,0
Beau Allen,PHI,vs DAL,L  0-6,0.0,0.0,0,1,1,0,0
Kiko Alonso,MIA,vs BUF,L  16-22,0.0,0.0,1,3,2,0,0
Adrian Amos,CHI,@ MIN,L  10-23,0.0,0.0,0,7,4,0,0
Prince Amukamara,CHI,@ MIN,L  10-23,0.0,0.0,0,5,1,0,0
Zaire Anderson,DEN,vs KC,L  24-27,0.0,0.0,0,3,1,0,1
Jonathan Anderson,CHI,@ MIN,L  10-23,0.0,0.0,0,0,0,0,0
Stephone Anthony,MIA,vs BUF,L  16-22,0.0,0.0,0,5,0,0,0
Ray-Ray Armstrong,NYG,vs WAS,W  18-10,0.0,0.0,0,1,3,0,0
Cameron Artis-Payne,CAR,@ ATL,L  10-22,0.0,0.0,0,0,0,0,0
Richard Ash,DAL,@ PHI,W  6-0,0.0,0.0,0,1,0,0,0
Geno Atkins,CIN,@ BAL,W  31-27,0.0,0.0,0,1,1,0,0
Denico Autry,OAK,@ LAC,L  10-30,0.0,0.0,0,2,1,0,0
Chidobe Awuzie,DAL,@ PHI,W  6-0,0.0,0.0,0,2,0,0,0
Johnson Bademosi,NE,vs NYJ,W  26-6,0.0,0.0,0,1,0,0,0
Chris Baker,TB,vs NO,W  31-24,0.0,0.0,0,1,0,0,0
Budda Baker,ARI,@ SEA,W  26-24,0.0,0.0,0,2,1,0,0
